date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_imputed,population,t,dow,month,year,day,adm1_id,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_regime_13mar2020,sample_avg,day_avg,p_1,p_2
"2020-02-28","IRN","Gilan",1,0,1,1,0,0,0,0,57,57,2530696,28feb2020,5,2,2020,28,"Gilan",0,4.043051,.5773153,0,,,.3333333,0
"2020-02-29","IRN","Gilan",1,0,1,1,0,0,0,0,74,74,2530696,29feb2020,6,2,2020,29,"Gilan",0,4.304065,.261014,0,,,.3333333,0
"2020-03-01","IRN","Gilan",1,1,1,1,0,0,0,0,102,102,2530696,01mar2020,0,3,2020,1,"Gilan",0,4.624973,.3209076,0,,,.6666667,0
"2020-03-02","IRN","Gilan",1,1,1,1,0,0,0,0,,140,2530696,02mar2020,1,3,2020,2,"Gilan",0,,,0,.1647312,,.6666667,0
"2020-03-03","IRN","Gilan",1,1,1,1,1,0,0,0,,201,2530696,03mar2020,2,3,2020,3,"Gilan",0,,,0,.1647312,,1,0
"2020-03-04","IRN","Gilan",1,1,1,1,1,0,0,0,137,236,2530696,04mar2020,3,3,2020,4,"Gilan",0,4.919981,,0,.1647312,,1,0
"2020-03-05","IRN","Gilan",1,1,1,1,1,0,0,0,217,316,2530696,05mar2020,4,3,2020,5,"Gilan",0,5.379897,.4599161,0,,,1,0
"2020-03-06","IRN","Gilan",1,1,1,1,1,1,0,0,308,407,2530696,06mar2020,5,3,2020,6,"Gilan",0,5.7301,.3502026,0,,,1,0
"2020-03-07","IRN","Gilan",1,1,1,1,1,1,0,0,378,477,2530696,07mar2020,6,3,2020,7,"Gilan",0,5.934894,.2047944,0,,,1,0
"2020-03-08","IRN","Gilan",1,1,1,1,1,1,0,0,380,479,2530696,08mar2020,0,3,2020,8,"Gilan",0,5.940171,.0052772,0,,,1,0
"2020-03-09","IRN","Gilan",1,1,1,1,1,1,0,0,408,507,2530696,09mar2020,1,3,2020,9,"Gilan",0,6.011267,.0710959,0,,,1,0
"2020-03-10","IRN","Gilan",1,1,1,1,1,1,0,0,408,507,2530696,10mar2020,2,3,2020,10,"Gilan",0,6.011267,0,0,,,1,0
"2020-03-11","IRN","Gilan",1,1,1,1,1,1,0,0,413,512,2530696,11mar2020,3,3,2020,11,"Gilan",0,6.023448,.0121803,0,,,1,0
"2020-03-12","IRN","Gilan",1,1,1,1,1,1,0,0,497,596,2530696,12mar2020,4,3,2020,12,"Gilan",0,6.20859,.1851425,0,,,1,0
"2020-03-13","IRN","Gilan",1,1,1,1,1,1,1,0,568,667,2530696,13mar2020,5,3,2020,13,"Gilan",0,6.342122,.1335316,1,,,1,1
"2020-03-14","IRN","Gilan",1,1,1,1,1,1,1,0,681,780,2530696,14mar2020,6,3,2020,14,"Gilan",0,6.523562,.1814408,0,,,1,1
"2020-03-15","IRN","Gilan",1,1,1,1,1,1,1,0,724,823,2530696,15mar2020,0,3,2020,15,"Gilan",0,6.584791,.0612288,0,,,1,1
"2020-03-16","IRN","Gilan",1,1,1,1,1,1,1,0,742,841,2530696,16mar2020,1,3,2020,16,"Gilan",0,6.609349,.0245581,0,,,1,1
"2020-03-17","IRN","Gilan",1,1,1,1,1,1,1,0,787,886,2530696,17mar2020,2,3,2020,17,"Gilan",0,6.668228,.0588789,0,,,1,1
"2020-03-18","IRN","Gilan",1,1,1,1,1,1,1,0,808,907,2530696,18mar2020,3,3,2020,18,"Gilan",0,6.694562,.0263338,0,,,1,1
"2020-03-19","IRN","Gilan",1,1,1,1,1,1,1,0,881,980,2530696,19mar2020,4,3,2020,19,"Gilan",0,6.781058,.0864959,0,,,1,1
"2020-03-20","IRN","Gilan",1,1,1,1,1,1,1,0,980,1079,2530696,20mar2020,5,3,2020,20,"Gilan",0,6.887553,.1064949,0,,,1,1
"2020-03-21","IRN","Gilan",1,1,1,1,1,1,1,0,1037,1136,2530696,21mar2020,6,3,2020,21,"Gilan",0,6.944087,.0565343,0,,,1,1
"2020-03-22","IRN","Gilan",1,1,1,1,1,1,1,0,1075,1174,2530696,22mar2020,0,3,2020,22,"Gilan",0,6.980076,.0359888,0,,,1,1
"2020-02-27","IRN","Golestan",1,0,1,1,0,0,0,0,,0,1868819,27feb2020,4,2,2020,27,"Golestan",0,,,0,.1647312,,.3333333,0
"2020-02-28","IRN","Golestan",1,0,1,1,0,0,0,0,,2,1868819,28feb2020,5,2,2020,28,"Golestan",0,,,0,.1647312,,.3333333,0
"2020-02-29","IRN","Golestan",1,0,1,1,0,0,0,0,24,24,1868819,29feb2020,6,2,2020,29,"Golestan",0,3.178054,,0,.1647312,,.3333333,0
"2020-03-01","IRN","Golestan",1,1,1,1,0,0,0,0,24,24,1868819,01mar2020,0,3,2020,1,"Golestan",0,3.178054,0,0,,,.6666667,0
"2020-03-02","IRN","Golestan",1,1,1,1,0,0,0,0,,24,1868819,02mar2020,1,3,2020,2,"Golestan",0,,,0,.1647312,,.6666667,0
"2020-03-03","IRN","Golestan",1,1,1,1,1,0,0,0,,24,1868819,03mar2020,2,3,2020,3,"Golestan",0,,,0,.1647312,,1,0
"2020-03-04","IRN","Golestan",1,1,1,1,1,0,0,0,33,33,1868819,04mar2020,3,3,2020,4,"Golestan",0,3.496508,,0,.1647312,,1,0
"2020-03-05","IRN","Golestan",1,1,1,1,1,0,0,0,37,37,1868819,05mar2020,4,3,2020,5,"Golestan",0,3.610918,.1144102,0,,,1,0
"2020-03-06","IRN","Golestan",1,1,1,1,1,0,0,0,104,104,1868819,06mar2020,5,3,2020,6,"Golestan",0,4.644391,1.033473,0,,,1,0
"2020-03-07","IRN","Golestan",1,1,1,1,1,0,0,0,162,162,1868819,07mar2020,6,3,2020,7,"Golestan",0,5.087596,.4432054,0,,,1,0
"2020-03-08","IRN","Golestan",1,1,1,1,1,0,0,0,175,175,1868819,08mar2020,0,3,2020,8,"Golestan",0,5.164786,.0771894,0,,,1,0
"2020-03-09","IRN","Golestan",1,1,1,1,1,0,0,0,175,175,1868819,09mar2020,1,3,2020,9,"Golestan",0,5.164786,0,0,,,1,0
"2020-03-10","IRN","Golestan",1,1,1,1,1,0,0,0,179,179,1868819,10mar2020,2,3,2020,10,"Golestan",0,5.187386,.0226002,0,,,1,0
"2020-03-11","IRN","Golestan",1,1,1,1,1,0,0,0,188,188,1868819,11mar2020,3,3,2020,11,"Golestan",0,5.236442,.0490561,0,,,1,0
"2020-03-12","IRN","Golestan",1,1,1,1,1,0,0,0,213,213,1868819,12mar2020,4,3,2020,12,"Golestan",0,5.361292,.1248503,0,,,1,0
"2020-03-13","IRN","Golestan",1,1,1,1,1,1,1,0,234,234,1868819,13mar2020,5,3,2020,13,"Golestan",0,5.455321,.0940289,1,,,1,1
"2020-03-14","IRN","Golestan",1,1,1,1,1,1,1,0,234,234,1868819,14mar2020,6,3,2020,14,"Golestan",0,5.455321,0,0,,,1,1
"2020-03-15","IRN","Golestan",1,1,1,1,1,1,1,0,259,259,1868819,15mar2020,0,3,2020,15,"Golestan",0,5.556828,.1015067,0,,,1,1
"2020-03-16","IRN","Golestan",1,1,1,1,1,1,1,0,301,301,1868819,16mar2020,1,3,2020,16,"Golestan",0,5.70711,.1502824,0,,,1,1
"2020-03-17","IRN","Golestan",1,1,1,1,1,1,1,0,331,331,1868819,17mar2020,2,3,2020,17,"Golestan",0,5.802118,.0950079,0,,,1,1
"2020-03-18","IRN","Golestan",1,1,1,1,1,1,1,0,351,351,1868819,18mar2020,3,3,2020,18,"Golestan",0,5.860786,.0586681,0,,,1,1
"2020-03-19","IRN","Golestan",1,1,1,1,1,1,1,0,360,360,1868819,19mar2020,4,3,2020,19,"Golestan",0,5.886104,.0253177,0,,,1,1
"2020-03-20","IRN","Golestan",1,1,1,1,1,1,1,0,375,375,1868819,20mar2020,5,3,2020,20,"Golestan",0,5.926926,.040822,0,,,1,1
"2020-03-21","IRN","Golestan",1,1,1,1,1,1,1,0,381,381,1868819,21mar2020,6,3,2020,21,"Golestan",0,5.9428,.0158734,0,,,1,1
"2020-03-22","IRN","Golestan",1,1,1,1,1,1,1,0,391,391,1868819,22mar2020,0,3,2020,22,"Golestan",0,5.968708,.025908,0,,,1,1
"2020-02-27","IRN","Hamadan",1,0,1,1,0,0,0,0,,2,1738234,27feb2020,4,2,2020,27,"Hamadan",0,,,0,.1647312,,.3333333,0
"2020-02-28","IRN","Hamadan",1,0,1,1,0,0,0,0,,2,1738234,28feb2020,5,2,2020,28,"Hamadan",0,,,0,.1647312,,.3333333,0
"2020-02-29","IRN","Hamadan",1,0,1,1,0,0,0,0,,2,1738234,29feb2020,6,2,2020,29,"Hamadan",0,,,0,.1647312,,.3333333,0
"2020-03-01","IRN","Hamadan",1,1,1,1,0,0,0,0,,5,1738234,01mar2020,0,3,2020,1,"Hamadan",0,,,0,.1647312,,.6666667,0
"2020-03-02","IRN","Hamadan",1,1,1,1,0,0,0,0,,9,1738234,02mar2020,1,3,2020,2,"Hamadan",0,,,0,.1647312,,.6666667,0
"2020-03-03","IRN","Hamadan",1,1,1,1,1,0,0,0,,15,1738234,03mar2020,2,3,2020,3,"Hamadan",0,,,0,.1647312,,1,0
"2020-03-04","IRN","Hamadan",1,1,1,1,1,0,0,0,,15,1738234,04mar2020,3,3,2020,4,"Hamadan",0,,,0,.1647312,,1,0
"2020-03-05","IRN","Hamadan",1,1,1,1,1,0,0,0,11,21,1738234,05mar2020,4,3,2020,5,"Hamadan",0,2.397895,,0,.1647312,,1,0
"2020-03-06","IRN","Hamadan",1,1,1,1,1,0,0,0,18,28,1738234,06mar2020,5,3,2020,6,"Hamadan",0,2.890372,.4924765,0,,,1,0
"2020-03-07","IRN","Hamadan",1,1,1,1,1,0,0,0,29,39,1738234,07mar2020,6,3,2020,7,"Hamadan",0,3.367296,.4769239,0,,,1,0
"2020-03-08","IRN","Hamadan",1,1,1,1,1,0,0,0,55,65,1738234,08mar2020,0,3,2020,8,"Hamadan",0,4.007333,.6400375,0,,,1,0
"2020-03-09","IRN","Hamadan",1,1,1,1,1,0,0,0,55,65,1738234,09mar2020,1,3,2020,9,"Hamadan",0,4.007333,0,0,,,1,0
"2020-03-10","IRN","Hamadan",1,1,1,1,1,0,0,0,72,82,1738234,10mar2020,2,3,2020,10,"Hamadan",0,4.276666,.2693329,0,,,1,0
"2020-03-11","IRN","Hamadan",1,1,1,1,1,0,0,0,79,89,1738234,11mar2020,3,3,2020,11,"Hamadan",0,4.369448,.0927815,0,,,1,0
"2020-03-12","IRN","Hamadan",1,1,1,1,1,0,0,0,91,101,1738234,12mar2020,4,3,2020,12,"Hamadan",0,4.510859,.1414118,0,,,1,0
"2020-03-13","IRN","Hamadan",1,1,1,1,1,1,1,0,101,111,1738234,13mar2020,5,3,2020,13,"Hamadan",0,4.61512,.1042609,1,,,1,1
"2020-03-14","IRN","Hamadan",1,1,1,1,1,1,1,0,108,118,1738234,14mar2020,6,3,2020,14,"Hamadan",0,4.682131,.0670109,0,,,1,1
"2020-03-15","IRN","Hamadan",1,1,1,1,1,1,1,0,119,129,1738234,15mar2020,0,3,2020,15,"Hamadan",0,4.779123,.096992,0,,,1,1
"2020-03-16","IRN","Hamadan",1,1,1,1,1,1,1,0,131,141,1738234,16mar2020,1,3,2020,16,"Hamadan",0,4.875197,.0960741,0,,,1,1
"2020-03-17","IRN","Hamadan",1,1,1,1,1,1,1,0,137,147,1738234,17mar2020,2,3,2020,17,"Hamadan",0,4.919981,.0447836,0,,,1,1
"2020-03-18","IRN","Hamadan",1,1,1,1,1,1,1,0,150,160,1738234,18mar2020,3,3,2020,18,"Hamadan",0,5.010635,.0906544,0,,,1,1
"2020-03-19","IRN","Hamadan",1,1,1,1,1,1,1,0,153,163,1738234,19mar2020,4,3,2020,19,"Hamadan",0,5.030438,.0198026,0,,,1,1
"2020-03-20","IRN","Hamadan",1,1,1,1,1,1,1,0,158,168,1738234,20mar2020,5,3,2020,20,"Hamadan",0,5.062595,.0321569,0,,,1,1
"2020-03-21","IRN","Hamadan",1,1,1,1,1,1,1,0,163,173,1738234,21mar2020,6,3,2020,21,"Hamadan",0,5.09375,.0311551,0,,,1,1
"2020-03-22","IRN","Hamadan",1,1,1,1,1,1,1,0,170,180,1738234,22mar2020,0,3,2020,22,"Hamadan",0,5.135798,.0420485,0,,,1,1
"2020-02-27","IRN","Hormozgan",0,0,1,1,0,0,0,0,,2,1776415,27feb2020,4,2,2020,27,"Hormozgan",0,,,0,.1647312,,0,0
"2020-02-28","IRN","Hormozgan",0,0,1,1,0,0,0,0,,2,1776415,28feb2020,5,2,2020,28,"Hormozgan",0,,,0,.1647312,,0,0
"2020-02-29","IRN","Hormozgan",0,0,1,1,0,0,0,0,,2,1776415,29feb2020,6,2,2020,29,"Hormozgan",0,,,0,.1647312,,0,0
"2020-03-01","IRN","Hormozgan",0,1,1,1,0,0,0,0,,4,1776415,01mar2020,0,3,2020,1,"Hormozgan",0,,,0,.1647312,,.3333333,0
"2020-03-02","IRN","Hormozgan",0,1,1,1,0,0,0,0,,7,1776415,02mar2020,1,3,2020,2,"Hormozgan",0,,,0,.1647312,,.3333333,0
"2020-03-03","IRN","Hormozgan",0,1,1,1,1,0,0,0,,11,1776415,03mar2020,2,3,2020,3,"Hormozgan",0,,,0,.1647312,,.6666667,0
"2020-03-04","IRN","Hormozgan",0,1,1,1,1,0,0,0,,11,1776415,04mar2020,3,3,2020,4,"Hormozgan",0,,,0,.1647312,,.6666667,0
"2020-03-05","IRN","Hormozgan",1,1,1,1,1,0,0,0,,13,1776415,05mar2020,4,3,2020,5,"Hormozgan",0,,,0,.1647312,,1,0
"2020-03-06","IRN","Hormozgan",1,1,1,1,1,0,0,0,12,19,1776415,06mar2020,5,3,2020,6,"Hormozgan",0,2.484907,,0,.1647312,,1,0
"2020-03-07","IRN","Hormozgan",1,1,1,1,1,0,0,0,23,30,1776415,07mar2020,6,3,2020,7,"Hormozgan",0,3.135494,.6505876,0,,,1,0
"2020-03-08","IRN","Hormozgan",1,1,1,1,1,0,0,0,28,35,1776415,08mar2020,0,3,2020,8,"Hormozgan",0,3.332205,.1967103,0,,,1,0
"2020-03-09","IRN","Hormozgan",1,1,1,1,1,0,0,0,45,52,1776415,09mar2020,1,3,2020,9,"Hormozgan",0,3.806663,.474458,0,,,1,0
"2020-03-10","IRN","Hormozgan",1,1,1,1,1,0,0,0,62,69,1776415,10mar2020,2,3,2020,10,"Hormozgan",0,4.127134,.3204718,0,,,1,0
"2020-03-11","IRN","Hormozgan",1,1,1,1,1,0,0,0,72,79,1776415,11mar2020,3,3,2020,11,"Hormozgan",0,4.276666,.1495318,0,,,1,0
"2020-03-12","IRN","Hormozgan",1,1,1,1,1,0,0,0,72,79,1776415,12mar2020,4,3,2020,12,"Hormozgan",0,4.276666,0,0,,,1,0
"2020-03-13","IRN","Hormozgan",1,1,1,1,1,1,1,0,76,83,1776415,13mar2020,5,3,2020,13,"Hormozgan",0,4.330733,.0540671,1,,,1,1
"2020-03-14","IRN","Hormozgan",1,1,1,1,1,1,1,0,76,83,1776415,14mar2020,6,3,2020,14,"Hormozgan",0,4.330733,0,0,,,1,1
"2020-03-15","IRN","Hormozgan",1,1,1,1,1,1,1,0,83,90,1776415,15mar2020,0,3,2020,15,"Hormozgan",0,4.41884,.0881071,0,,,1,1
"2020-03-16","IRN","Hormozgan",1,1,1,1,1,1,1,0,99,106,1776415,16mar2020,1,3,2020,16,"Hormozgan",0,4.59512,.1762795,0,,,1,1
"2020-03-17","IRN","Hormozgan",1,1,1,1,1,1,1,0,105,112,1776415,17mar2020,2,3,2020,17,"Hormozgan",0,4.65396,.0588403,0,,,1,1
"2020-03-18","IRN","Hormozgan",1,1,1,1,1,1,1,0,117,124,1776415,18mar2020,3,3,2020,18,"Hormozgan",0,4.762174,.1082139,0,,,1,1
"2020-03-19","IRN","Hormozgan",1,1,1,1,1,1,1,0,122,129,1776415,19mar2020,4,3,2020,19,"Hormozgan",0,4.804021,.0418468,0,,,1,1
"2020-03-20","IRN","Hormozgan",1,1,1,1,1,1,1,0,139,146,1776415,20mar2020,5,3,2020,20,"Hormozgan",0,4.934474,.1304531,0,,,1,1
"2020-03-21","IRN","Hormozgan",1,1,1,1,1,1,1,0,139,146,1776415,21mar2020,6,3,2020,21,"Hormozgan",0,4.934474,0,0,,,1,1
"2020-03-22","IRN","Hormozgan",1,1,1,1,1,1,1,0,141,148,1776415,22mar2020,0,3,2020,22,"Hormozgan",0,4.94876,.014286,0,,,1,1
"2020-02-27","IRN","Ilam",0,0,1,1,0,0,0,0,,0,580158,27feb2020,4,2,2020,27,"Ilam",0,,,0,.1647312,,0,0
"2020-02-28","IRN","Ilam",0,0,1,1,0,0,0,0,,0,580158,28feb2020,5,2,2020,28,"Ilam",0,,,0,.1647312,,0,0
"2020-02-29","IRN","Ilam",0,0,1,1,0,0,0,0,,1,580158,29feb2020,6,2,2020,29,"Ilam",0,,,0,.1647312,,0,0
"2020-03-01","IRN","Ilam",0,1,1,1,0,0,0,0,,2,580158,01mar2020,0,3,2020,1,"Ilam",0,,,0,.1647312,,.3333333,0
"2020-03-02","IRN","Ilam",0,1,1,1,0,0,0,0,,3,580158,02mar2020,1,3,2020,2,"Ilam",0,,,0,.1647312,,.3333333,0
"2020-03-03","IRN","Ilam",0,1,1,1,1,0,0,0,,5,580158,03mar2020,2,3,2020,3,"Ilam",0,,,0,.1647312,,.6666667,0
"2020-03-04","IRN","Ilam",0,1,1,1,1,0,0,0,,12,580158,04mar2020,3,3,2020,4,"Ilam",0,,,0,.1647312,,.6666667,0
"2020-03-05","IRN","Ilam",1,1,1,1,1,0,0,0,,12,580158,05mar2020,4,3,2020,5,"Ilam",0,,,0,.1647312,,1,0
"2020-03-06","IRN","Ilam",1,1,1,1,1,0,0,0,11,14,580158,06mar2020,5,3,2020,6,"Ilam",0,2.397895,,0,.1647312,,1,0
"2020-03-07","IRN","Ilam",1,1,1,1,1,0,0,0,13,16,580158,07mar2020,6,3,2020,7,"Ilam",0,2.564949,.1670539,0,,,1,0
"2020-03-08","IRN","Ilam",1,1,1,1,1,0,0,0,13,16,580158,08mar2020,0,3,2020,8,"Ilam",0,2.564949,0,0,,,1,0
"2020-03-09","IRN","Ilam",1,1,1,1,1,0,0,0,29,32,580158,09mar2020,1,3,2020,9,"Ilam",0,3.367296,.8023465,0,,,1,0
"2020-03-10","IRN","Ilam",1,1,1,1,1,0,0,0,54,57,580158,10mar2020,2,3,2020,10,"Ilam",0,3.988984,.6216884,0,,,1,0
"2020-03-11","IRN","Ilam",1,1,1,1,1,0,0,0,60,63,580158,11mar2020,3,3,2020,11,"Ilam",0,4.094345,.1053605,0,,,1,0
"2020-03-12","IRN","Ilam",1,1,1,1,1,0,0,0,67,70,580158,12mar2020,4,3,2020,12,"Ilam",0,4.204693,.1103482,0,,,1,0
"2020-03-13","IRN","Ilam",1,1,1,1,1,1,1,0,75,78,580158,13mar2020,5,3,2020,13,"Ilam",0,4.317488,.1127954,1,,,1,1
"2020-03-14","IRN","Ilam",1,1,1,1,1,1,1,0,81,84,580158,14mar2020,6,3,2020,14,"Ilam",0,4.394449,.076961,0,,,1,1
"2020-03-15","IRN","Ilam",1,1,1,1,1,1,1,0,99,102,580158,15mar2020,0,3,2020,15,"Ilam",0,4.59512,.2006707,0,,,1,1
"2020-03-16","IRN","Ilam",1,1,1,1,1,1,1,0,101,104,580158,16mar2020,1,3,2020,16,"Ilam",0,4.61512,.0200005,0,,,1,1
"2020-03-17","IRN","Ilam",1,1,1,1,1,1,1,0,108,111,580158,17mar2020,2,3,2020,17,"Ilam",0,4.682131,.0670109,0,,,1,1
"2020-03-18","IRN","Ilam",1,1,1,1,1,1,1,0,118,121,580158,18mar2020,3,3,2020,18,"Ilam",0,4.770685,.0885534,0,,,1,1
"2020-03-19","IRN","Ilam",1,1,1,1,1,1,1,0,126,129,580158,19mar2020,4,3,2020,19,"Ilam",0,4.836282,.0655971,0,,,1,1
"2020-03-20","IRN","Ilam",1,1,1,1,1,1,1,0,146,149,580158,20mar2020,5,3,2020,20,"Ilam",0,4.983607,.147325,0,,,1,1
"2020-03-21","IRN","Ilam",1,1,1,1,1,1,1,0,164,167,580158,21mar2020,6,3,2020,21,"Ilam",0,5.099866,.1162596,0,,,1,1
"2020-03-22","IRN","Ilam",1,1,1,1,1,1,1,0,181,184,580158,22mar2020,0,3,2020,22,"Ilam",0,5.198497,.0986304,0,,,1,1
"2020-02-27","IRN","Kerman",0,0,1,1,0,0,0,0,,0,3164718,27feb2020,4,2,2020,27,"Kerman",0,,,0,.1647312,,0,0
"2020-02-28","IRN","Kerman",0,0,1,1,0,0,0,0,,0,3164718,28feb2020,5,2,2020,28,"Kerman",0,,,0,.1647312,,0,0
"2020-02-29","IRN","Kerman",0,0,1,1,0,0,0,0,,0,3164718,29feb2020,6,2,2020,29,"Kerman",0,,,0,.1647312,,0,0
"2020-03-01","IRN","Kerman",0,1,1,1,0,0,0,0,,2,3164718,01mar2020,0,3,2020,1,"Kerman",0,,,0,.1647312,,.3333333,0
"2020-03-02","IRN","Kerman",0,1,1,1,0,0,0,0,,5,3164718,02mar2020,1,3,2020,2,"Kerman",0,,,0,.1647312,,.3333333,0
"2020-03-03","IRN","Kerman",0,1,1,1,1,0,0,0,,9,3164718,03mar2020,2,3,2020,3,"Kerman",0,,,0,.1647312,,.6666667,0
"2020-03-04","IRN","Kerman",0,1,1,1,1,0,0,0,16,23,3164718,04mar2020,3,3,2020,4,"Kerman",0,2.772589,,0,.1647312,,.6666667,0
"2020-03-05","IRN","Kerman",1,1,1,1,1,0,0,0,16,23,3164718,05mar2020,4,3,2020,5,"Kerman",0,2.772589,0,0,,,1,0
"2020-03-06","IRN","Kerman",1,1,1,1,1,0,0,0,23,30,3164718,06mar2020,5,3,2020,6,"Kerman",0,3.135494,.3629055,0,,,1,0
"2020-03-07","IRN","Kerman",1,1,1,1,1,0,0,0,,33,3164718,07mar2020,6,3,2020,7,"Kerman",0,,,0,.1647312,,1,0
"2020-03-08","IRN","Kerman",1,1,1,1,1,0,0,0,,37,3164718,08mar2020,0,3,2020,8,"Kerman",0,,,0,.1647312,,1,0
"2020-03-09","IRN","Kerman",1,1,1,1,1,0,0,0,34,41,3164718,09mar2020,1,3,2020,9,"Kerman",0,3.526361,,0,.1647312,,1,0
"2020-03-10","IRN","Kerman",1,1,1,1,1,0,0,0,38,45,3164718,10mar2020,2,3,2020,10,"Kerman",0,3.637586,.1112256,0,,,1,0
"2020-03-11","IRN","Kerman",1,1,1,1,1,0,0,0,56,63,3164718,11mar2020,3,3,2020,11,"Kerman",0,4.025352,.3877654,0,,,1,0
"2020-03-12","IRN","Kerman",1,1,1,1,1,0,0,0,63,70,3164718,12mar2020,4,3,2020,12,"Kerman",0,4.143135,.1177831,0,,,1,0
"2020-03-13","IRN","Kerman",1,1,1,1,1,1,1,0,75,82,3164718,13mar2020,5,3,2020,13,"Kerman",0,4.317488,.1743536,1,,,1,1
"2020-03-14","IRN","Kerman",1,1,1,1,1,1,1,0,75,82,3164718,14mar2020,6,3,2020,14,"Kerman",0,4.317488,0,0,,,1,1
"2020-03-15","IRN","Kerman",1,1,1,1,1,1,1,0,82,89,3164718,15mar2020,0,3,2020,15,"Kerman",0,4.406719,.089231,0,,,1,1
"2020-03-16","IRN","Kerman",1,1,1,1,1,1,1,0,95,102,3164718,16mar2020,1,3,2020,16,"Kerman",0,4.553877,.1471577,0,,,1,1
"2020-03-17","IRN","Kerman",1,1,1,1,1,1,1,0,114,121,3164718,17mar2020,2,3,2020,17,"Kerman",0,4.736198,.1823215,0,,,1,1
"2020-03-18","IRN","Kerman",1,1,1,1,1,1,1,0,125,132,3164718,18mar2020,3,3,2020,18,"Kerman",0,4.828314,.0921154,0,,,1,1
"2020-03-19","IRN","Kerman",1,1,1,1,1,1,1,0,139,146,3164718,19mar2020,4,3,2020,19,"Kerman",0,4.934474,.1061602,0,,,1,1
"2020-03-20","IRN","Kerman",1,1,1,1,1,1,1,0,151,158,3164718,20mar2020,5,3,2020,20,"Kerman",0,5.01728,.0828056,0,,,1,1
"2020-03-21","IRN","Kerman",1,1,1,1,1,1,1,0,159,166,3164718,21mar2020,6,3,2020,21,"Kerman",0,5.068904,.0516248,0,,,1,1
"2020-03-22","IRN","Kerman",1,1,1,1,1,1,1,0,167,174,3164718,22mar2020,0,3,2020,22,"Kerman",0,5.117994,.0490894,0,,,1,1
"2020-02-27","IRN","Kermanshah",1,0,1,1,0,0,0,0,,3,1952434,27feb2020,4,2,2020,27,"Kermanshah",0,,,0,.1647312,,.3333333,0
"2020-02-28","IRN","Kermanshah",1,0,1,1,0,0,0,0,,3,1952434,28feb2020,5,2,2020,28,"Kermanshah",0,,,0,.1647312,,.3333333,0
"2020-02-29","IRN","Kermanshah",1,0,1,1,0,0,0,0,,3,1952434,29feb2020,6,2,2020,29,"Kermanshah",0,,,0,.1647312,,.3333333,0
"2020-03-01","IRN","Kermanshah",1,1,1,1,0,0,0,0,,5,1952434,01mar2020,0,3,2020,1,"Kermanshah",0,,,0,.1647312,,.6666667,0
"2020-03-02","IRN","Kermanshah",1,1,1,1,0,0,0,0,,8,1952434,02mar2020,1,3,2020,2,"Kermanshah",0,,,0,.1647312,,.6666667,0
"2020-03-03","IRN","Kermanshah",1,1,1,1,1,0,0,0,,12,1952434,03mar2020,2,3,2020,3,"Kermanshah",0,,,0,.1647312,,1,0
"2020-03-04","IRN","Kermanshah",1,1,1,1,1,0,0,0,20,27,1952434,04mar2020,3,3,2020,4,"Kermanshah",0,2.995732,,0,.1647312,,1,0
"2020-03-05","IRN","Kermanshah",1,1,1,1,1,0,0,0,20,27,1952434,05mar2020,4,3,2020,5,"Kermanshah",0,2.995732,0,0,,,1,0
"2020-03-06","IRN","Kermanshah",1,1,1,1,1,0,0,0,25,32,1952434,06mar2020,5,3,2020,6,"Kermanshah",0,3.218876,.2231436,0,,,1,0
"2020-03-07","IRN","Kermanshah",1,1,1,1,1,0,0,0,29,36,1952434,07mar2020,6,3,2020,7,"Kermanshah",0,3.367296,.1484199,0,,,1,0
"2020-03-08","IRN","Kermanshah",1,1,1,1,1,0,0,0,31,38,1952434,08mar2020,0,3,2020,8,"Kermanshah",0,3.433987,.0666914,0,,,1,0
"2020-03-09","IRN","Kermanshah",1,1,1,1,1,0,0,0,42,49,1952434,09mar2020,1,3,2020,9,"Kermanshah",0,3.73767,.3036826,0,,,1,0
"2020-03-10","IRN","Kermanshah",1,1,1,1,1,0,0,0,49,56,1952434,10mar2020,2,3,2020,10,"Kermanshah",0,3.89182,.1541505,0,,,1,0
"2020-03-11","IRN","Kermanshah",1,1,1,1,1,0,0,0,57,64,1952434,11mar2020,3,3,2020,11,"Kermanshah",0,4.043051,.1512311,0,,,1,0
"2020-03-12","IRN","Kermanshah",1,1,1,1,1,0,0,0,77,84,1952434,12mar2020,4,3,2020,12,"Kermanshah",0,4.343805,.3007541,0,,,1,0
"2020-03-13","IRN","Kermanshah",1,1,1,1,1,1,1,0,92,99,1952434,13mar2020,5,3,2020,13,"Kermanshah",0,4.521789,.1779833,1,,,1,1
"2020-03-14","IRN","Kermanshah",1,1,1,1,1,1,1,0,100,107,1952434,14mar2020,6,3,2020,14,"Kermanshah",0,4.60517,.0833817,0,,,1,1
"2020-03-15","IRN","Kermanshah",1,1,1,1,1,1,1,0,113,120,1952434,15mar2020,0,3,2020,15,"Kermanshah",0,4.727388,.1222177,0,,,1,1
"2020-03-16","IRN","Kermanshah",1,1,1,1,1,1,1,0,129,136,1952434,16mar2020,1,3,2020,16,"Kermanshah",0,4.859812,.1324244,0,,,1,1
