adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_regime_15mar2020,national_lockdown,no_gathering_5000,no_gathering_1000,no_gathering_100,pck_social_distance,_reghdfe_resid,__hdfe1__,__hdfe2__,e,y_actual,lb_y_actual,ub_y_actual,treatment,y_counter,lb_counter,ub_counter,_est_base,_est_nlcom,m_y_actual,m_y_counter,t_random,t_random2,testing_regime_06apr2020,mask_opt
"FRA",93,"Paca","2020-03-27",,,5055651,1607,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22001,5,3,2020,27,0,,,7.382124,.1357565,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22000.85,22000.97,0,0
"FRA",93,"Paca","2020-03-28",,,5055651,1789,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22002,6,3,2020,28,0,,,7.489412,.1072879,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22002.03,22001.98,0,0
"FRA",93,"Paca","2020-03-29",,,5055651,1941,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22003,0,3,2020,29,0,,,7.570959,.0815463,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22003,22002.79,0,0
"FRA",93,"Paca","2020-03-30",,,5055651,2108,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22004,1,3,2020,30,0,,,7.653495,.0825362,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22003.97,22004.21,0,0
"FRA",93,"Paca","2020-03-31",,,5055651,2244,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22005,2,3,2020,31,0,,,7.716015,.0625205,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22004.76,22004.94,0,0
"FRA",93,"Paca","2020-04-01",,,5055651,2383,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22006,3,4,2020,1,0,,,7.776115,.0601001,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22005.97,22005.87,0,0
"FRA",93,"Paca","2020-04-02",,,5055651,2513,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22007,4,4,2020,2,0,,,7.829233,.0531173,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22007.05,22006.96,0,0
"FRA",93,"Paca","2020-04-03",,,5055651,2662,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22008,5,4,2020,3,0,,,7.886833,.0576005,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22008.08,22008.09,0,1
"FRA",93,"Paca","2020-04-04",,,5055651,2764,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22009,6,4,2020,4,0,,,7.924434,.037601,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22008.9,22008.93,0,1
"FRA",93,"Paca","2020-04-05",,,5055651,2859,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22010,0,4,2020,5,0,,,7.958227,.033793,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22009.92,22009.9,0,1
"FRA",93,"Paca","2020-04-06",,,5055651,2968,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22011,1,4,2020,6,0,,,7.995644,.0374165,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22011,22011.15,1,1
"FRA",94,"Corse","2020-03-09",28,28,344679,107,1,.471224,0,0,0,1,.471224,0,0,0,0,1,0,1000,1,.471224,21983,1,3,2020,9,0,3.332205,,4.672829,,,,0,0,1,1,0,.3884896,,,,,,,,,,,,0,0,,,21983.06,21982.91,0,0
"FRA",94,"Corse","2020-03-10",42,42,344679,121,1,.471224,0,0,0,1,.471224,0,0,0,0,1,0,1000,1,.471224,21984,2,3,2020,10,0,3.73767,.4054651,4.795791,.122962,.2057971,,0,0,1,1,0,.3884896,.24706471,-.03118813,-.04618515,.24706471,.1584004,.1367358,.1800651,-.0987304,.2571309,.2146256,.2996361,1,1,,,21984.14,21984.08,0,0
"FRA",94,"Corse","2020-03-11",51,51,344679,140,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,1000,1,.471224,21985,3,3,2020,11,0,3.931826,.1941559,4.941642,.1458516,.2057971,,0,0,1,1,0,.4884896,.02223068,-.03118813,-.00836996,.02223068,.1719253,.1487777,.1950728,-.1230208,.294946,.2524408,.3374513,1,1,,,21985.08,21985,0,0
"FRA",94,"Corse","2020-03-12",64,64,344679,166,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,1000,1,.471224,21986,4,3,2020,12,0,4.158883,.2270575,5.111988,.1703453,.2057971,,0,0,1,1,0,.4884896,.00824866,-.03118813,.03851358,.00824866,.2188088,.1956613,.2419563,-.1230208,.3418296,.2993243,.3843349,1,1,,,21986.09,21986.06,0,0
"FRA",94,"Corse","2020-03-13",85,85,344679,204,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,100,1,.471224,21987,5,3,2020,13,0,4.442651,.2837682,5.31812,.2061324,.2057971,,0,0,1,1,1,.6884896,.11036055,-.03118813,.04169315,.11036055,.1734076,.1302693,.216546,-.1716015,.3450091,.3025039,.3875144,1,1,,,21986.93,21986.92,0,0
"FRA",94,"Corse","2020-03-14",106,106,344679,224,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,100,1,.471224,21988,6,3,2020,14,0,4.663439,.220788,5.411646,.0935259,.2057971,,0,0,1,1,1,.6884896,.06665145,-.03118813,.02242208,.06665145,.1541366,.1109982,.1972749,-.1716015,.3257381,.2832328,.3682434,1,1,,,21987.97,21988.04,0,0
"FRA",94,"Corse","2020-03-15",115,115,344679,259,1,.471224,0,0,0,1,.471224,.5,.5,0,1,1,1,100,1,.471224,21989,0,3,2020,15,0,4.744932,.0814929,5.556828,.1451821,.2057971,,1,.5,1,1,1,.6884896,-.00674561,-.03118813,.02659879,-.00674561,.0882385,.0596645,.1168125,-.1300379,.2182764,.1800169,.2565359,1,1,,,21988.9,21988.93,0,0
"FRA",94,"Corse","2020-03-16",126,126,344679,294,1,.471224,0,0,0,1,.471224,.5,.5,0,1,1,1,100,1,1,21990,1,3,2020,16,0,4.836282,.0913496,5.68358,.1267519,.2057971,,0,.5,1,1,1,.6884896,-.02156882,-.03118813,-.0554617,-.02156882,.1129184,.083695,.1421419,-.1349359,.2478543,.205349,.2903596,1,1,,,21989.98,21989.99,0,0
"FRA",94,"Corse","2020-03-17",145,145,344679,327,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21991,2,3,2020,17,0,4.976734,.1404519,5.78996,.1063805,.2057971,,0,.665,1,1,1,1,.08020798,-.03118813,-.04618515,.08020798,.0602439,.0407558,.0797321,-.1968869,.2571309,.2146256,.2996361,1,1,,,21990.92,21991.02,0,0
"FRA",94,"Corse","2020-03-18",152,152,344679,354,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21992,3,3,2020,18,0,5.02388,.0471468,5.869297,.0793366,.2057971,,0,.665,1,1,1,1,-.05091233,-.03118813,-.00836996,-.05091233,.0980591,.078571,.1175473,-.1968869,.294946,.2524408,.3374513,1,1,,,21991.99,21991.88,0,0
"FRA",94,"Corse","2020-03-19",162,162,344679,393,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21993,4,3,2020,19,0,5.087596,.0637159,5.97381,.1045127,.2057971,,0,.665,1,1,1,1,-.08122674,-.03118813,.03851358,-.08122674,.1449427,.1254546,.1644308,-.1968869,.3418296,.2993243,.3843349,1,1,,,21992.93,21992.97,0,0
"FRA",94,"Corse","2020-03-20",168,168,344679,432,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21994,5,3,2020,20,0,5.123964,.0363674,6.068426,.0946159,.2057971,,0,.665,1,1,1,1,-.11175483,-.03118813,.04169315,-.11175483,.1481223,.1286341,.1676104,-.1968869,.3450091,.3025039,.3875144,1,1,,,21994.11,21993.8,0,0
"FRA",94,"Corse","2020-03-21",173,173,344679,456,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21995,6,3,2020,21,0,5.153292,.0293279,6.122493,.0540671,.2057971,,0,.665,1,1,1,1,-.0995233,-.03118813,.02242208,-.0995233,.1288512,.109363,.1483393,-.1968869,.3257381,.2832328,.3682434,1,1,,,21995.15,21995.09,0,0
"FRA",94,"Corse","2020-03-22",183,183,344679,496,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21996,0,3,2020,22,0,5.209486,.0561943,6.206576,.0840831,.2057971,,0,.665,1,1,1,1,-.07683358,-.03118813,.02659879,-.07683358,.1330279,.1135398,.152516,-.1968869,.3299148,.2874095,.3724201,1,1,,,21995.95,21995.91,0,0
"FRA",94,"Corse","2020-03-23",194,194,344679,587,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21997,1,3,2020,23,0,5.267858,.058372,6.375025,.1684489,.2057971,,0,1,1,1,1,1,-.02044299,-.03118813,-.0554617,-.02044299,.078815,.0473214,.1103086,-.1690393,.2478543,.205349,.2903596,1,1,,,21996.96,21997.08,0,0
"FRA",94,"Corse","2020-03-24",217,217,344679,682,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21998,2,3,2020,24,0,5.379897,.1120391,6.52503,.1500049,.2057971,,0,1,1,1,1,1,.02394753,-.03118813,-.04618515,.02394753,.0880916,.056598,.1195851,-.1690393,.2571309,.2146256,.2996361,1,1,,,21997.98,21997.96,0,0
"FRA",94,"Corse","2020-03-25",225,225,344679,729,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21999,3,3,2020,25,0,5.416101,.0362034,6.591674,.0666442,.2057971,,0,1,1,1,1,1,-.08970337,-.03118813,-.00836996,-.08970337,.1259068,.0944132,.1574003,-.1690393,.294946,.2524408,.3374513,1,1,,,21999.11,21998.93,0,0
"FRA",94,"Corse","2020-03-26",,,344679,796,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22000,4,3,2020,26,0,,,6.679599,.0879254,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,21999.95,21999.82,0,0
"FRA",94,"Corse","2020-03-27",,,344679,864,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22001,5,3,2020,27,0,,,6.761573,.0819736,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22001.05,22001.1,0,0
"FRA",94,"Corse","2020-03-28",,,344679,905,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22002,6,3,2020,28,0,,,6.807935,.0463619,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22001.95,22002.08,0,0
"FRA",94,"Corse","2020-03-29",,,344679,949,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22003,0,3,2020,29,0,,,6.855409,.0474739,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22002.89,22003.05,0,0
"FRA",94,"Corse","2020-03-30",,,344679,1002,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22004,1,3,2020,30,0,,,6.909753,.0543447,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22004.05,22004,0,0
"FRA",94,"Corse","2020-03-31",,,344679,1042,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22005,2,3,2020,31,0,,,6.948897,.039144,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22005.05,22005.05,0,0
"FRA",94,"Corse","2020-04-01",,,344679,1089,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22006,3,4,2020,1,0,,,6.993015,.0441179,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22005.94,22006.18,0,0
"FRA",94,"Corse","2020-04-02",,,344679,1132,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22007,4,4,2020,2,0,,,7.031741,.0387259,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22007.09,22007.06,0,0
"FRA",94,"Corse","2020-04-03",,,344679,1160,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22008,5,4,2020,3,0,,,7.056175,.0244341,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22008.1,22008.04,0,1
"FRA",94,"Corse","2020-04-04",,,344679,1165,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22009,6,4,2020,4,0,,,7.060476,.0043011,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22008.98,22009.03,0,1
"FRA",94,"Corse","2020-04-05",,,344679,1179,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22010,0,4,2020,5,0,,,7.072422,.0119457,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22009.9,22009.87,0,1
"FRA",94,"Corse","2020-04-06",,,344679,1199,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22011,1,4,2020,6,0,,,7.089243,.0168209,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22011.14,22010.93,1,1
