adm0_name,t,y_actual,lb_y_actual,ub_y_actual,y_counter,lb_counter,ub_counter,m_y_actual,m_y_counter,day_avg
"ITA",30mar2020,.0523594,.0360176,.0687013,.3568031,.219434,.4941723,,,
"ITA",31mar2020,.0574848,.0411429,.0738266,.3619285,.2245593,.4992976,,,
"ITA",01apr2020,.0646996,.0483578,.0810415,.3691433,.2317742,.5065125,,,
"ITA",02apr2020,.0803093,.0639675,.0966512,.384753,.2473839,.5221222,,,
"ITA",03apr2020,.0741828,.0578409,.0905247,.3786265,.2412573,.5159957,,,
"ITA",04apr2020,.0612477,.0449058,.0775896,.3656914,.2283222,.5030606,,,
"ITA",05apr2020,.0943766,.0780348,.1107185,.3988203,.2614512,.5361895,,,
"ITA",06apr2020,.0523594,.0360176,.0687013,.3568031,.219434,.4941723,,,
"ITA",16mar2020,.1985079,.179375,.2176409,.3841342,.246765,.5215033,,,
"ITA",17mar2020,.2036333,.1845003,.2227663,.3892595,.2518903,.5266287,,,
"ITA",18mar2020,.2108481,.1917152,.2299811,.3964744,.2591052,.5338435,,,
"ITA",19mar2020,.2264578,.2073249,.2455908,.4120841,.2747149,.5494533,,,
"ITA",20mar2020,.2203313,.2011983,.2394643,.4059575,.2685884,.5433267,,,
"ITA",21mar2020,.2073962,.1882632,.2265292,.3930224,.2556533,.5303916,,,
"ITA",22mar2020,.1217077,.1053658,.1380495,.4261514,.2887822,.5635206,,,
"ITA",23mar2020,.0796905,.0633486,.0960323,.3841342,.246765,.5215033,,,
"ITA",24mar2020,.0848158,.0684739,.1011577,.3892595,.2518903,.5266287,,,
"ITA",25mar2020,.0920307,.0756888,.1083725,.3964744,.2591052,.5338435,,,
"ITA",26mar2020,.1076404,.0912985,.1239822,.4120841,.2747149,.5494533,,,
"ITA",27mar2020,.1015138,.085172,.1178557,.4059575,.2685884,.5433267,,,
"ITA",28mar2020,.0885787,.0722369,.1049206,.3930224,.2556533,.5303916,,,
"ITA",29mar2020,.1217077,.1053658,.1380495,.4261514,.2887822,.5635206,,,
"ITA",30mar2020,.0796905,.0633486,.0960323,.3841342,.246765,.5215033,,,
"ITA",31mar2020,.0848158,.0684739,.1011577,.3892595,.2518903,.5266287,,,
"ITA",01apr2020,.0920307,.0756888,.1083725,.3964744,.2591052,.5338435,,,
"ITA",02apr2020,.1076404,.0912985,.1239822,.4120841,.2747149,.5494533,,,
"ITA",03apr2020,.1015138,.085172,.1178557,.4059575,.2685884,.5433267,,,
"ITA",04apr2020,.0885787,.0722369,.1049206,.3930224,.2556533,.5303916,,,
"ITA",05apr2020,.1217077,.1053658,.1380495,.4261514,.2887822,.5635206,,,
"ITA",06apr2020,.0796905,.0633486,.0960323,.3841342,.246765,.5215033,,,
"ITA",03mar2020,.2885305,.1511613,.4258996,.2885305,.1511613,.4258996,,,
"ITA",04mar2020,.2957453,.1583762,.4331145,.2957453,.1583762,.4331145,,,
"ITA",05mar2020,.2046408,.1625048,.2467769,.311355,.1739859,.4487242,,,
"ITA",06mar2020,.1985143,.1563782,.2406504,.3052285,.1678593,.4425977,,,
"ITA",07mar2020,.1855792,.1434431,.2277153,.2922934,.1549242,.4296626,,,
"ITA",08mar2020,.166799,.1291087,.2044893,.3254223,.1880532,.4627915,,,
"ITA",09mar2020,.1247818,.0870915,.1624721,.2834051,.146036,.4207743,,,
"ITA",10mar2020,.1299071,.0922168,.1675974,.2885305,.1511613,.4258996,,,
"ITA",11mar2020,.1101191,.0909861,.1292521,.2957453,.1583762,.4331145,,,
"ITA",12mar2020,.1257288,.1065958,.1448618,.311355,.1739859,.4487242,,,
"ITA",13mar2020,.1196023,.1004693,.1387352,.3052285,.1678593,.4425977,,,
"ITA",14mar2020,.1066672,.0875342,.1258001,.2922934,.1549242,.4296626,,,
"ITA",15mar2020,.1397961,.1206631,.1589291,.3254223,.1880532,.4627915,,,
"ITA",16mar2020,.0977789,.0786459,.1169119,.2834051,.146036,.4207743,,,
"ITA",17mar2020,.1029042,.0837713,.1220372,.2885305,.1511613,.4258996,,,
"ITA",18mar2020,.1101191,.0909861,.1292521,.2957453,.1583762,.4331145,,,
"ITA",19mar2020,.1257288,.1065958,.1448618,.311355,.1739859,.4487242,,,
"ITA",20mar2020,.1196023,.1004693,.1387352,.3052285,.1678593,.4425977,,,
"ITA",21mar2020,.1066672,.0875342,.1258001,.2922934,.1549242,.4296626,,,
"ITA",22mar2020,.0209786,.0046368,.0373205,.3254223,.1880532,.4627915,,,
"ITA",23mar2020,0,0,0,.2834051,.146036,.4207743,,,
"ITA",24mar2020,0,0,.0004286,.2885305,.1511613,.4258996,,,
"ITA",25mar2020,0,0,.0076435,.2957453,.1583762,.4331145,,,
"ITA",26mar2020,.0069113,0,.0232532,.311355,.1739859,.4487242,,,
"ITA",27mar2020,.0007848,0,.0171267,.3052285,.1678593,.4425977,,,
"ITA",28mar2020,0,0,.0041916,.2922934,.1549242,.4296626,,,
"ITA",29mar2020,.0209786,.0046368,.0373205,.3254223,.1880532,.4627915,,,
"ITA",30mar2020,0,0,0,.2834051,.146036,.4207743,,,
"ITA",31mar2020,0,0,.0004286,.2885305,.1511613,.4258996,,,
"ITA",01apr2020,0,0,.0076435,.2957453,.1583762,.4331145,,,
"ITA",02apr2020,.0069113,0,.0232532,.311355,.1739859,.4487242,,,
"ITA",03apr2020,.0007848,0,.0171267,.3052285,.1678593,.4425977,,,
"ITA",04apr2020,0,0,.0041916,.2922934,.1549242,.4296626,,,
"ITA",05apr2020,.0209786,.0046368,.0373205,.3254223,.1880532,.4627915,,,
"ITA",06apr2020,0,0,0,.2834051,.146036,.4207743,,,
"ITA",13mar2020,.2174275,.1982945,.2365604,.4030537,.2656845,.5404229,,,
"ITA",14mar2020,.2044924,.1853594,.2236253,.3901186,.2527494,.5274878,,,
"ITA",15mar2020,.2376213,.2184883,.2567543,.4232475,.2858784,.5606167,,,
"ITA",16mar2020,.1956041,.1764711,.2147371,.3812303,.2438612,.5185995,,,
"ITA",17mar2020,.2007294,.1815964,.2198624,.3863557,.2489865,.5237248,,,
"ITA",20mar2020,.2174275,.1982945,.2365604,.4030537,.2656845,.5404229,,,
"ITA",21mar2020,.2044924,.1853594,.2236253,.3901186,.2527494,.5274878,,,
"ITA",22mar2020,.1188038,.102462,.1351457,.4232475,.2858784,.5606167,,,
"ITA",23mar2020,.0767866,.0604448,.0931285,.3812303,.2438612,.5185995,,,
"ITA",24mar2020,.081912,.0655701,.0982538,.3863557,.2489865,.5237248,,,
"ITA",25mar2020,.0891268,.072785,.1054687,.3935705,.2562014,.5309397,,,
"ITA",26mar2020,.1047365,.0883947,.1210784,.4091802,.2718111,.5465494,,,
"ITA",27mar2020,.09861,.0822681,.1149519,.4030537,.2656845,.5404229,,,
"ITA",28mar2020,.0856749,.069333,.1020168,.3901186,.2527494,.5274878,,,
"ITA",29mar2020,.1188038,.102462,.1351457,.4232475,.2858784,.5606167,,,
"ITA",30mar2020,.0767866,.0604448,.0931285,.3812303,.2438612,.5185995,,,
"ITA",31mar2020,.081912,.0655701,.0982538,.3863557,.2489865,.5237248,,,
"ITA",01apr2020,.0891268,.072785,.1054687,.3935705,.2562014,.5309397,,,
"ITA",02apr2020,.1047365,.0883947,.1210784,.4091802,.2718111,.5465494,,,
"ITA",03apr2020,.09861,.0822681,.1149519,.4030537,.2656845,.5404229,,,
"ITA",04apr2020,.0856749,.069333,.1020168,.3901186,.2527494,.5274878,,,
"ITA",05apr2020,.1188038,.102462,.1351457,.4232475,.2858784,.5606167,,,
"ITA",06apr2020,.0767866,.0604448,.0931285,.3812303,.2438612,.5185995,,,
"ITA",11mar2020,.2095639,.1904309,.2286969,.3951901,.257821,.5325593,,,
"ITA",12mar2020,.2251736,.2060406,.2443066,.4107998,.2734307,.548169,,,
"ITA",13mar2020,.2190471,.1999141,.23818,.4046733,.2673041,.5420425,,,
"ITA",14mar2020,.206112,.186979,.225245,.3917382,.254369,.5291074,,,
"ITA",15mar2020,.2392409,.2201079,.2583739,.4248671,.287498,.5622363,,,
"ITA",18mar2020,.2095639,.1904309,.2286969,.3951901,.257821,.5325593,,,
"ITA",19mar2020,.2251736,.2060406,.2443066,.4107998,.2734307,.548169,,,
"ITA",20mar2020,.2190471,.1999141,.23818,.4046733,.2673041,.5420425,,,
"ITA",21mar2020,.206112,.186979,.225245,.3917382,.254369,.5291074,,,
"ITA",22mar2020,.1204234,.1040816,.1367653,.4248671,.287498,.5622363,,,
"ITA",23mar2020,.0784062,.0620644,.0947481,.3828499,.2454808,.5202191,,,
"ITA",24mar2020,.0835316,.0671897,.0998734,.3879753,.2506061,.5253444,,,
"ITA",25mar2020,.0907464,.0744046,.1070883,.3951901,.257821,.5325593,,,
"ITA",26mar2020,.1063562,.0900143,.122698,.4107998,.2734307,.548169,,,
"ITA",27mar2020,.1002296,.0838877,.1165715,.4046733,.2673041,.5420425,,,
"ITA",28mar2020,.0872945,.0709526,.1036364,.3917382,.254369,.5291074,,,
"ITA",29mar2020,.1204234,.1040816,.1367653,.4248671,.287498,.5622363,,,
"ITA",30mar2020,.0784062,.0620644,.0947481,.3828499,.2454808,.5202191,,,
"ITA",31mar2020,.0835316,.0671897,.0998734,.3879753,.2506061,.5253444,,,
"ITA",01apr2020,.0907464,.0744046,.1070883,.3951901,.257821,.5325593,,,
"ITA",02apr2020,.1063562,.0900143,.122698,.4107998,.2734307,.548169,,,
"ITA",03apr2020,.1002296,.0838877,.1165715,.4046733,.2673041,.5420425,,,
"ITA",04apr2020,.0872945,.0709526,.1036364,.3917382,.254369,.5291074,,,
"ITA",05apr2020,.1204234,.1040816,.1367653,.4248671,.287498,.5622363,,,
