t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
22mar2020,,.0997115,.0569829,.1424401,,.4787078,.3490606,.608355
05mar2020,,.2402994,.1792064,.3013924,,.469544,.3398968,.5991912
06mar2020,,.3336841,.2725912,.3947771,,.5629288,.4332816,.692576
10mar2020,,.2005157,.1394227,.2616086,,.4297603,.3001131,.5594075
11mar2020,,.17694,.1158471,.238033,,.4061846,.2765375,.5358319
12mar2020,,.2402994,.1792064,.3013924,,.469544,.3398968,.5991912
13mar2020,,.1043179,0,.2680189,,.4833142,.199,.7676284
14mar2020,,.0684956,.0257671,.1112242,,.447492,.3178448,.5771392
15mar2020,,.0507145,.007986,.0934431,,.4297109,.3000637,.5593581
16mar2020,,.0676296,.024901,.1103582,,.4466259,.3169788,.5762731
17mar2020,,.0507639,.0080354,.0934925,,.4297603,.3001131,.5594075
18mar2020,,.0271883,0,.0699169,,.4061846,.2765375,.5358319
19mar2020,,.0905477,.0478191,.1332763,,.469544,.3398968,.5991912
20mar2020,,.1839324,.1412039,.226661,,.5629288,.4332816,.692576
21mar2020,,.0684956,.0257671,.1112242,,.447492,.3178448,.5771392
22mar2020,,.0507145,.007986,.0934431,,.4297109,.3000637,.5593581
05mar2020,,.2346567,.1735637,.2957497,,.4639013,.3342541,.5935485
06mar2020,,.3280414,.2669485,.3891344,,.5572861,.4276389,.6869332
07mar2020,,.2126046,.1515117,.2736976,,.4418493,.3122021,.5714964
08mar2020,,.1948235,.1337305,.2559165,,.4240682,.294421,.5537153
09mar2020,,.2117386,.1506456,.2728316,,.4409832,.311336,.5706304
10mar2020,,.1948729,.1337799,.2559659,,.4241175,.2944704,.5537648
11mar2020,,.1712973,.1102043,.2323903,,.4005419,.2708947,.5301891
12mar2020,,.2346567,.1735637,.2957497,,.4639013,.3342541,.5935485
13mar2020,,.0986752,0,.2623761,,.4776715,.1933573,.7619857
14mar2020,,.0628529,.0201243,.1055815,,.4418493,.3122021,.5714964
15mar2020,,.0450718,.0023432,.0878004,,.4240682,.294421,.5537153
16mar2020,,.0619869,.0192583,.1047154,,.4409832,.311336,.5706304
17mar2020,,.0451212,.0023926,.0878498,,.4241175,.2944704,.5537648
18mar2020,,.0215456,0,.0642741,,.4005419,.2708947,.5301891
19mar2020,,.084905,.0421764,.1276335,,.4639013,.3342541,.5935485
20mar2020,,.1782897,.1355611,.2210183,,.5572861,.4276389,.6869332
21mar2020,,.0628529,.0201243,.1055815,,.4418493,.3122021,.5714964
22mar2020,,.0450718,.0023432,.0878004,,.4240682,.294421,.5537153
01mar2020,,.4531166,.4025139,.5037193,,.4201878,.2905406,.549835
05mar2020,,.2307764,.1696834,.2918693,,.460021,.3303738,.5896682
06mar2020,,.3241611,.2630681,.3852541,,.5534057,.4237585,.6830529
07mar2020,,.2087243,.1476313,.2698173,,.4379689,.3083217,.5676161
08mar2020,,.1909432,.1298502,.2520362,,.4201878,.2905406,.549835
09mar2020,,.2078583,.1467653,.2689513,,.4371029,.3074557,.5667501
10mar2020,,.1909926,.1298996,.2520856,,.4202372,.29059,.5498844
11mar2020,,.167417,.106324,.22851,,.3966616,.2670144,.5263088
12mar2020,,.2307764,.1696834,.2918693,,.460021,.3303738,.5896682
13mar2020,,.0947948,0,.2584958,,.4737912,.189477,.7581053
14mar2020,,.0589726,.016244,.1017011,,.4379689,.3083217,.5676161
15mar2020,,.0411915,0,.08392,,.4201878,.2905406,.549835
16mar2020,,.0581065,.015378,.1008351,,.4371029,.3074557,.5667501
17mar2020,,.0412409,0,.0839694,,.4202372,.29059,.5498844
18mar2020,,.0176653,0,.0603938,,.3966616,.2670144,.5263088
19mar2020,,.0810246,.0382961,.1237532,,.460021,.3303738,.5896682
20mar2020,,.1744094,.1316808,.2171379,,.5534057,.4237585,.6830529
21mar2020,,.0589726,.016244,.1017011,,.4379689,.3083217,.5676161
22mar2020,,.0411915,0,.08392,,.4201878,.2905406,.549835
11mar2020,,.2363171,.1752241,.2974101,,.4655617,.3359145,.5952089
