t,y_actual,lb_y_actual,ub_y_actual,y_counter,lb_counter,ub_counter,m_y_actual,m_y_counter,day_avg
01mar2020,.3247491,.2410493,.4084488,.3840387,.3026523,.4654251,,,
02mar2020,.2826482,.1989485,.3663479,.3419379,.2605515,.4233243,,,
03mar2020,.2881013,.2044016,.371801,.3473909,.2660046,.4287773,,,
04mar2020,.2955065,.2118068,.3792062,.3547962,.2734098,.4361826,,,
05mar2020,.3104183,.2267186,.3941181,.369708,.2883216,.4510944,,,
06mar2020,.3042314,.2205317,.3879311,.3635211,.2821347,.4449075,,,
07mar2020,.2912574,.2075577,.3749571,.350547,.2691607,.4319334,,,
08mar2020,.2212557,.1398165,.3026949,.3840387,.3026523,.4654251,,,
09mar2020,.1791548,.0977157,.260594,.3419379,.2605515,.4233243,,,
12mar2020,.1803715,.1069334,.2538096,.369708,.2883216,.4510944,,,
13mar2020,.1741846,.1007465,.2476227,.3635211,.2821347,.4449075,,,
14mar2020,.1612106,.0877725,.2346487,.350547,.2691607,.4319334,,,
15mar2020,.1947022,.1212641,.2681403,.3840387,.3026523,.4654251,,,
16mar2020,.1526014,.0791633,.2260395,.3419379,.2605515,.4233243,,,
17mar2020,.1580545,.0846163,.2314926,.3473909,.2660046,.4287773,,,
18mar2020,.1654597,.0920215,.2388978,.3547962,.2734098,.4361826,,,
19mar2020,.1803715,.1069334,.2538096,.369708,.2883216,.4510944,,,
20mar2020,.1741846,.1007465,.2476227,.3635211,.2821347,.4449075,,,
21mar2020,.1612106,.0877725,.2346487,.350547,.2691607,.4319334,,,
22mar2020,.0951947,.0152749,.1751145,.3840387,.3026523,.4654251,,,
23mar2020,.0530939,0,.1330137,.3419379,.2605515,.4233243,,,
24mar2020,.0585469,0,.1384667,.3473909,.2660046,.4287773,,,
25mar2020,.0659522,0,.145872,.3547962,.2734098,.4361826,,,
26mar2020,.080864,.0009442,.1607838,.369708,.2883216,.4510944,,,
27mar2020,.0746771,0,.1545969,.3635211,.2821347,.4449075,,,
28mar2020,.061703,0,.1416229,.350547,.2691607,.4319334,,,
29mar2020,.0951947,.0152749,.1751145,.3840387,.3026523,.4654251,,,
30mar2020,.0530939,0,.1330137,.3419379,.2605515,.4233243,,,
31mar2020,.0585469,0,.1384667,.3473909,.2660046,.4287773,,,
01apr2020,.0659522,0,.145872,.3547962,.2734098,.4361826,,,
02apr2020,.080864,.0009442,.1607838,.369708,.2883216,.4510944,,,
03apr2020,.0746771,0,.1545969,.3635211,.2821347,.4449075,,,
04apr2020,.061703,0,.1416229,.350547,.2691607,.4319334,,,
05apr2020,.0951947,.0152749,.1751145,.3840387,.3026523,.4654251,,,
06apr2020,.0530939,0,.1330137,.3419379,.2605515,.4233243,,,
28feb2020,.3360775,.2546911,.4174639,.3360775,.2546911,.4174639,,,
29feb2020,.3231035,.2417171,.4044898,.3231035,.2417171,.4044898,,,
01mar2020,.2973055,.2136057,.3810052,.3565951,.2752087,.4379815,,,
02mar2020,.2552046,.1715049,.3389044,.3144943,.2331079,.3958807,,,
03mar2020,.2606577,.176958,.3443575,.3199474,.238561,.4013337,,,
04mar2020,.2680629,.1843632,.3517627,.3273526,.2459662,.408739,,,
05mar2020,.2829747,.199275,.3666745,.3422644,.260878,.4236508,,,
06mar2020,.2767878,.1930881,.3604876,.3360775,.2546911,.4174639,,,
07mar2020,.2638138,.1801141,.3475136,.3231035,.2417171,.4044898,,,
08mar2020,.1938121,.1123729,.2752513,.3565951,.2752087,.4379815,,,
09mar2020,.1517112,.0702721,.2331504,.3144943,.2331079,.3958807,,,
10mar2020,.1571643,.0757252,.2386035,.3199474,.238561,.4013337,,,
11mar2020,.1380161,.064578,.2114542,.3273526,.2459662,.408739,,,
12mar2020,.1529279,.0794898,.226366,.3422644,.260878,.4236508,,,
13mar2020,.146741,.0733029,.2201791,.3360775,.2546911,.4174639,,,
14mar2020,.133767,.0603289,.2072051,.3231035,.2417171,.4044898,,,
15mar2020,.1672586,.0938205,.2406967,.3565951,.2752087,.4379815,,,
16mar2020,.1251578,.0517197,.1985959,.3144943,.2331079,.3958807,,,
17mar2020,.1306109,.0571728,.204049,.3199474,.238561,.4013337,,,
18mar2020,.1380161,.064578,.2114542,.3273526,.2459662,.408739,,,
19mar2020,.1529279,.0794898,.226366,.3422644,.260878,.4236508,,,
20mar2020,.146741,.0733029,.2201791,.3360775,.2546911,.4174639,,,
21mar2020,.133767,.0603289,.2072051,.3231035,.2417171,.4044898,,,
22mar2020,.0480908,0,.1226801,.3565951,.2752087,.4379815,,,
23mar2020,.00599,0,.0805793,.3144943,.2331079,.3958807,,,
24mar2020,.0114431,0,.0860324,.3199474,.238561,.4013337,,,
25mar2020,.0188483,0,.0934376,.3273526,.2459662,.408739,,,
26mar2020,.0337601,0,.1083494,.3422644,.260878,.4236508,,,
27mar2020,.0275732,0,.1021625,.3360775,.2546911,.4174639,,,
28mar2020,.0145992,0,.0891885,.3231035,.2417171,.4044898,,,
29mar2020,.0480908,0,.1226801,.3565951,.2752087,.4379815,,,
30mar2020,.00599,0,.0805793,.3144943,.2331079,.3958807,,,
31mar2020,.0114431,0,.0860324,.3199474,.238561,.4013337,,,
01apr2020,.0188483,0,.0934376,.3273526,.2459662,.408739,,,
02apr2020,.0337601,0,.1083494,.3422644,.260878,.4236508,,,
03apr2020,.0275732,0,.1021625,.3360775,.2546911,.4174639,,,
04apr2020,.0145992,0,.0891885,.3231035,.2417171,.4044898,,,
05apr2020,.0480908,0,.1226801,.3565951,.2752087,.4379815,,,
06apr2020,.00599,0,.0805793,.3144943,.2331079,.3958807,,,
05mar2020,.3335012,.2498014,.4172009,.3927908,.3114044,.4741772,,,
06mar2020,.3273142,.2436145,.411014,.3866039,.3052175,.4679903,,,
09mar2020,.2022376,.1207985,.2836768,.3650207,.2836343,.4464071,,,
12mar2020,.2034543,.1300162,.2768924,.3927908,.3114044,.4741772,,,
13mar2020,.1972674,.1238293,.2707055,.3866039,.3052175,.4679903,,,
14mar2020,.1842934,.1108553,.2577315,.3736299,.2922435,.4550163,,,
15mar2020,.217785,.1443469,.2912231,.4071215,.3257351,.4885079,,,
16mar2020,.1756842,.1022461,.2491223,.3650207,.2836343,.4464071,,,
17mar2020,.1811373,.1076992,.2545754,.3704738,.2890874,.4518602,,,
18mar2020,.1885425,.1151044,.2619806,.377879,.2964926,.4592654,,,
19mar2020,.2034543,.1300162,.2768924,.3927908,.3114044,.4741772,,,
20mar2020,.1972674,.1238293,.2707055,.3866039,.3052175,.4679903,,,
21mar2020,.1842934,.1108553,.2577315,.3736299,.2922435,.4550163,,,
22mar2020,.1182775,.0383577,.1981973,.4071215,.3257351,.4885079,,,
23mar2020,.0761767,0,.1560965,.3650207,.2836343,.4464071,,,
24mar2020,.0816298,.00171,.1615496,.3704738,.2890874,.4518602,,,
25mar2020,.089035,.0091152,.1689548,.377879,.2964926,.4592654,,,
26mar2020,.1039468,.024027,.1838666,.3927908,.3114044,.4741772,,,
27mar2020,.0977599,.0178401,.1776797,.3866039,.3052175,.4679903,,,
28mar2020,.0847859,.0048661,.1647057,.3736299,.2922435,.4550163,,,
29mar2020,.1182775,.0383577,.1981973,.4071215,.3257351,.4885079,,,
30mar2020,.0761767,0,.1560965,.3650207,.2836343,.4464071,,,
31mar2020,.0816298,.00171,.1615496,.3704738,.2890874,.4518602,,,
01apr2020,.089035,.0091152,.1689548,.377879,.2964926,.4592654,,,
02apr2020,.1039468,.024027,.1838666,.3927908,.3114044,.4741772,,,
03apr2020,.0977599,.0178401,.1776797,.3866039,.3052175,.4679903,,,
04apr2020,.0847859,.0048661,.1647057,.3736299,.2922435,.4550163,,,
05apr2020,.1182775,.0383577,.1981973,.4071215,.3257351,.4885079,,,
06apr2020,.0761767,0,.1560965,.3650207,.2836343,.4464071,,,
01mar2020,.2816185,.1912048,.3720322,.3875789,.3061925,.4689653,,,
02mar2020,.2395177,.149104,.3299313,.3454781,.2640917,.4268645,,,
05mar2020,.2672878,.1768741,.3577015,.3732482,.2918618,.4546346,,,
06mar2020,.2611009,.1706872,.3515145,.3670613,.2856749,.4484477,,,
07mar2020,.2481269,.1577132,.3385406,.3540873,.2727009,.4354737,,,
08mar2020,.2985309,.2092242,.3878377,.3875789,.3061925,.4689653,,,
09mar2020,.2564301,.1671233,.3457368,.3454781,.2640917,.4268645,,,
10mar2020,.1881481,.106709,.2695873,.3509312,.2695448,.4323176,,,
11mar2020,.1689999,.0955618,.242438,.3583364,.27695,.4397228,,,
12mar2020,.1839117,.1104736,.2573498,.3732482,.2918618,.4546346,,,
13mar2020,.1777248,.1042867,.2511629,.3670613,.2856749,.4484477,,,
14mar2020,.1647508,.0913127,.2381889,.3540873,.2727009,.4354737,,,
15mar2020,.1982424,.1248043,.2716806,.3875789,.3061925,.4689653,,,
16mar2020,.1561416,.0827035,.2295797,.3454781,.2640917,.4268645,,,
17mar2020,.1615947,.0881566,.2350328,.3509312,.2695448,.4323176,,,
20mar2020,.1777248,.1042867,.2511629,.3670613,.2856749,.4484477,,,
21mar2020,.1647508,.0913127,.2381889,.3540873,.2727009,.4354737,,,
22mar2020,.0790746,.0044853,.153664,.3875789,.3061925,.4689653,,,
23mar2020,.0369738,0,.1115631,.3454781,.2640917,.4268645,,,
24mar2020,.0424269,0,.1170162,.3509312,.2695448,.4323176,,,
25mar2020,.0498321,0,.1244214,.3583364,.27695,.4397228,,,
26mar2020,.0647439,0,.1393332,.3732482,.2918618,.4546346,,,
27mar2020,.058557,0,.1331463,.3670613,.2856749,.4484477,,,
28mar2020,.045583,0,.1201723,.3540873,.2727009,.4354737,,,
29mar2020,.0790746,.0044853,.153664,.3875789,.3061925,.4689653,,,
30mar2020,.0369738,0,.1115631,.3454781,.2640917,.4268645,,,
31mar2020,.0424269,0,.1170162,.3509312,.2695448,.4323176,,,
01apr2020,.0498321,0,.1244214,.3583364,.27695,.4397228,,,
02apr2020,.0647439,0,.1393332,.3732482,.2918618,.4546346,,,
03apr2020,.058557,0,.1331463,.3670613,.2856749,.4484477,,,
04apr2020,.045583,0,.1201723,.3540873,.2727009,.4354737,,,
05apr2020,.0790746,.0044853,.153664,.3875789,.3061925,.4689653,,,
06apr2020,.0369738,0,.1115631,.3454781,.2640917,.4268645,,,
09mar2020,.2241691,.1349662,.313372,.2809917,.1996053,.3623781,,,
10mar2020,.2296222,.1404193,.3188251,.2864448,.2050584,.3678312,,,
11mar2020,.2104739,.1264145,.2945333,.29385,.2124636,.3752364,,,
12mar2020,.2253857,.1413264,.3094451,.3087618,.2273754,.3901482,,,
13mar2020,.2191988,.1351395,.3032582,.3025749,.2211885,.3839613,,,
14mar2020,.2062248,.1221654,.2902842,.2896009,.2082145,.3709873,,,
15mar2020,.2397165,.1556571,.3237759,.3230926,.2417062,.4044789,,,
16mar2020,.1976156,.1135562,.281675,.2809917,.1996053,.3623781,,,
17mar2020,.2030687,.1190093,.2871281,.2864448,.2050584,.3678312,,,
18mar2020,.2104739,.1264145,.2945333,.29385,.2124636,.3752364,,,
19mar2020,.2253857,.1413264,.3094451,.3087618,.2273754,.3901482,,,
20mar2020,.2191988,.1351395,.3032582,.3025749,.2211885,.3839613,,,
21mar2020,.2062248,.1221654,.2902842,.2896009,.2082145,.3709873,,,
22mar2020,.1205487,.0390497,.2020476,.3230926,.2417062,.4044789,,,
23mar2020,.0784478,0,.1599467,.2809917,.1996053,.3623781,,,
24mar2020,.0839009,.002402,.1653998,.2864448,.2050584,.3678312,,,
25mar2020,.0913061,.0098072,.172805,.29385,.2124636,.3752364,,,
26mar2020,.1062179,.024719,.1877168,.3087618,.2273754,.3901482,,,
27mar2020,.100031,.0185321,.1815299,.3025749,.2211885,.3839613,,,
28mar2020,.087057,.0055581,.1685559,.2896009,.2082145,.3709873,,,
29mar2020,.1205487,.0390497,.2020476,.3230926,.2417062,.4044789,,,
30mar2020,.0784478,0,.1599467,.2809917,.1996053,.3623781,,,
31mar2020,.0839009,.002402,.1653998,.2864448,.2050584,.3678312,,,
01apr2020,.0913061,.0098072,.172805,.29385,.2124636,.3752364,,,
02apr2020,.1062179,.024719,.1877168,.3087618,.2273754,.3901482,,,
03apr2020,.100031,.0185321,.1815299,.3025749,.2211885,.3839613,,,
04apr2020,.087057,.0055581,.1685559,.2896009,.2082145,.3709873,,,
05apr2020,.1205487,.0390497,.2020476,.3230926,.2417062,.4044789,,,
06apr2020,.0784478,0,.1599467,.2809917,.1996053,.3623781,,,
12mar2020,.1329822,.0489228,.2170415,.2163582,.1349719,.2977446,,,
13mar2020,.1267952,.0427359,.2108546,.2101713,.1287849,.2915577,,,
14mar2020,.1138212,.0297619,.1978806,.1971973,.1158109,.2785837,,,
15mar2020,.1473129,.0632535,.2313723,.230689,.1493026,.3120754,,,
16mar2020,.105212,.0211527,.1892714,.1885881,.1072017,.2699745,,,
17mar2020,.1106651,.0266058,.1947245,.1940412,.1126548,.2754276,,,
18mar2020,.1180703,.034011,.2021297,.2014464,.12006,.2828328,,,
19mar2020,.1329822,.0489228,.2170415,.2163582,.1349719,.2977446,,,
20mar2020,.1267952,.0427359,.2108546,.2101713,.1287849,.2915577,,,
21mar2020,.1138212,.0297619,.1978806,.1971973,.1158109,.2785837,,,
22mar2020,.0281451,0,.109644,.230689,.1493026,.3120754,,,
23mar2020,0,0,.0675431,.1885881,.1072017,.2699745,,,
24mar2020,0,0,.0729962,.1940412,.1126548,.2754276,,,
25mar2020,0,0,.0804014,.2014464,.12006,.2828328,,,
26mar2020,.0138143,0,.0953133,.2163582,.1349719,.2977446,,,
27mar2020,.0076274,0,.0891263,.2101713,.1287849,.2915577,,,
28mar2020,0,0,.0761523,.1971973,.1158109,.2785837,,,
29mar2020,.0281451,0,.109644,.230689,.1493026,.3120754,,,
30mar2020,0,0,.0675431,.1885881,.1072017,.2699745,,,
31mar2020,0,0,.0729962,.1940412,.1126548,.2754276,,,
01apr2020,0,0,.0804014,.2014464,.12006,.2828328,,,
02apr2020,.0138143,0,.0953133,.2163582,.1349719,.2977446,,,
03apr2020,.0076274,0,.0891263,.2101713,.1287849,.2915577,,,
04apr2020,0,0,.0761523,.1971973,.1158109,.2785837,,,
05apr2020,.0281451,0,.109644,.230689,.1493026,.3120754,,,
06apr2020,0,0,.0675431,.1885881,.1072017,.2699745,,,
31mar2020,.1304355,.0489366,.2119344,.3329794,.251593,.4143658,,,
01apr2020,.1378407,.0563418,.2193396,.3403846,.2589982,.421771,,,
02apr2020,.1527525,.0712536,.2342515,.3552965,.27391,.4366829,,,
03apr2020,.1465656,.0650667,.2280646,.3491095,.2677231,.4304959,,,
04apr2020,.1335916,.0520927,.2150905,.3361355,.2547491,.4175219,,,
05apr2020,.1670833,.0855844,.2485822,.3696272,.2882408,.4510136,,,
06apr2020,.1249824,.0434835,.2064814,.3275263,.2461399,.4089127,,,
27feb2020,.3111818,.2303684,.3919951,.3121725,.2307861,.3935589,,,
28feb2020,.3049949,.2241815,.3858082,.3059856,.2245992,.387372,,,
29feb2020,.2920208,.2112075,.3728342,.2930116,.2116252,.374398,,,
01mar2020,.2664317,.1827409,.3501225,.3265033,.2451169,.4078897,,,
02mar2020,.2243309,.1406401,.3080216,.2844024,.203016,.3657888,,,
03mar2020,.229784,.1460932,.3134747,.2898555,.2084691,.3712419,,,
04mar2020,.2371892,.1534984,.3208799,.2972607,.2158743,.3786471,,,
05mar2020,.252101,.1684102,.3357918,.3121725,.2307861,.3935589,,,
06mar2020,.2459141,.1622233,.3296049,.3059856,.2245992,.387372,,,
07mar2020,.23294,.1492493,.3166308,.2930116,.2116252,.374398,,,
08mar2020,.2365922,.1476454,.3255391,.3265033,.2451169,.4078897,,,
09mar2020,.1944914,.1055446,.2834382,.2844024,.203016,.3657888,,,
10mar2020,.1264692,.0448858,.2080526,.2898555,.2084691,.3712419,,,
11mar2020,.1074858,.0341409,.1808308,.2972607,.2158743,.3786471,,,
12mar2020,.1223977,.0490527,.1957426,.3121725,.2307861,.3935589,,,
13mar2020,.1162108,.0428658,.1895557,.3059856,.2245992,.387372,,,
14mar2020,.1032367,.0298918,.1765817,.2930116,.2116252,.374398,,,
15mar2020,.1367284,.0633834,.2100734,.3265033,.2451169,.4078897,,,
16mar2020,.0946275,.0212826,.1679725,.2844024,.203016,.3657888,,,
17mar2020,.1000806,.0267357,.1734256,.2898555,.2084691,.3712419,,,
18mar2020,.1074858,.0341409,.1808308,.2972607,.2158743,.3786471,,,
19mar2020,.1223977,.0490527,.1957426,.3121725,.2307861,.3935589,,,
20mar2020,.1162108,.0428658,.1895557,.3059856,.2245992,.387372,,,
21mar2020,.1032367,.0298918,.1765817,.2930116,.2116252,.374398,,,
22mar2020,.0175606,0,.092128,.3265033,.2451169,.4078897,,,
23mar2020,0,0,.0500271,.2844024,.203016,.3657888,,,
24mar2020,0,0,.0554802,.2898555,.2084691,.3712419,,,
25mar2020,0,0,.0628854,.2972607,.2158743,.3786471,,,
26mar2020,.0032299,0,.0777972,.3121725,.2307861,.3935589,,,
27mar2020,0,0,.0716103,.3059856,.2245992,.387372,,,
28mar2020,0,0,.0586363,.2930116,.2116252,.374398,,,
29mar2020,.0175606,0,.092128,.3265033,.2451169,.4078897,,,
30mar2020,0,0,.0500271,.2844024,.203016,.3657888,,,
31mar2020,0,0,.0554802,.2898555,.2084691,.3712419,,,
01apr2020,0,0,.0628854,.2972607,.2158743,.3786471,,,
02apr2020,.0032299,0,.0777972,.3121725,.2307861,.3935589,,,
03apr2020,0,0,.0716103,.3059856,.2245992,.387372,,,
04apr2020,0,0,.0586363,.2930116,.2116252,.374398,,,
05apr2020,.0175606,0,.092128,.3265033,.2451169,.4078897,,,
06apr2020,0,0,.0500271,.2844024,.203016,.3657888,,,
11mar2020,.1922348,.1187966,.2656729,.3815713,.3001848,.4629577,,,
12mar2020,.2071466,.1337085,.2805847,.3964831,.3150967,.4778695,,,
13mar2020,.2009597,.1275215,.2743978,.3902962,.3089098,.4716825,,,
14mar2020,.1879857,.1145475,.2614238,.3773221,.2959358,.4587085,,,
15mar2020,.2214773,.1480392,.2949154,.4108138,.3294274,.4922002,,,
16mar2020,.1793765,.1059383,.2528146,.368713,.2873266,.4500993,,,
17mar2020,.1848295,.1113914,.2582677,.374166,.2927797,.4555524,,,
18mar2020,.1922348,.1187966,.2656729,.3815713,.3001848,.4629577,,,
19mar2020,.2071466,.1337085,.2805847,.3964831,.3150967,.4778695,,,
20mar2020,.2009597,.1275215,.2743978,.3902962,.3089098,.4716825,,,
21mar2020,.1879857,.1145475,.2614238,.3773221,.2959358,.4587085,,,
22mar2020,.1023095,.0277201,.1768988,.4108138,.3294274,.4922002,,,
23mar2020,.0602086,0,.134798,.368713,.2873266,.4500993,,,
24mar2020,.0656617,0,.1402511,.374166,.2927797,.4555524,,,
25mar2020,.0730669,0,.1476563,.3815713,.3001848,.4629577,,,
26mar2020,.0879788,.0133894,.1625681,.3964831,.3150967,.4778695,,,
27mar2020,.0817918,.0072025,.1563812,.3902962,.3089098,.4716825,,,
28mar2020,.0688178,0,.1434072,.3773221,.2959358,.4587085,,,
29mar2020,.1023095,.0277201,.1768988,.4108138,.3294274,.4922002,,,
30mar2020,.0602086,0,.134798,.368713,.2873266,.4500993,,,
31mar2020,.0656617,0,.1402511,.374166,.2927797,.4555524,,,
01apr2020,.0730669,0,.1476563,.3815713,.3001848,.4629577,,,
02apr2020,.0879788,.0133894,.1625681,.3964831,.3150967,.4778695,,,
03apr2020,.0817918,.0072025,.1563812,.3902962,.3089098,.4716825,,,
04apr2020,.0688178,0,.1434072,.3773221,.2959358,.4587085,,,
05apr2020,.1023095,.0277201,.1768988,.4108138,.3294274,.4922002,,,
06apr2020,.0602086,0,.134798,.368713,.2873266,.4500993,,,
28feb2020,.3535466,.2721603,.434933,.3535466,.2721603,.434933,,,
29feb2020,.3405727,.2591863,.421959,.3405727,.2591863,.421959,,,
01mar2020,.3147747,.2310749,.3984744,.3740643,.2926779,.4554507,,,
02mar2020,.2726738,.1889741,.3563735,.3319634,.2505771,.4133498,,,
03mar2020,.2781269,.1944272,.3618266,.3374166,.2560301,.4188029,,,
04mar2020,.2855321,.2018324,.3692318,.3448218,.2634354,.4262081,,,
05mar2020,.3004439,.2167442,.3841437,.3597336,.2783472,.44112,,,
06mar2020,.294257,.2105573,.3779567,.3535466,.2721603,.434933,,,
07mar2020,.281283,.1975833,.3649827,.3405727,.2591863,.421959,,,
08mar2020,.2112813,.1298421,.2927204,.3740643,.2926779,.4554507,,,
09mar2020,.1691804,.0877412,.2506196,.3319634,.2505771,.4133498,,,
10mar2020,.1746335,.0931943,.2560727,.3374166,.2560301,.4188029,,,
11mar2020,.1554853,.0820471,.2289234,.3448218,.2634354,.4262081,,,
12mar2020,.1703971,.096959,.2438352,.3597336,.2783472,.44112,,,
13mar2020,.1642102,.090772,.2376483,.3535466,.2721603,.434933,,,
14mar2020,.1512362,.077798,.2246743,.3405727,.2591863,.421959,,,
15mar2020,.1847278,.1112897,.2581659,.3740643,.2926779,.4554507,,,
16mar2020,.142627,.0691888,.2160651,.3319634,.2505771,.4133498,,,
17mar2020,.1480801,.0746419,.2215182,.3374166,.2560301,.4188029,,,
20mar2020,.1642102,.090772,.2376483,.3535466,.2721603,.434933,,,
21mar2020,.1512362,.077798,.2246743,.3405727,.2591863,.421959,,,
22mar2020,.06556,0,.1401493,.3740643,.2926779,.4554507,,,
23mar2020,.0234591,0,.0980485,.3319634,.2505771,.4133498,,,
24mar2020,.0289122,0,.1035016,.3374166,.2560301,.4188029,,,
25mar2020,.0363174,0,.1109068,.3448218,.2634354,.4262081,,,
26mar2020,.0512293,0,.1258186,.3597336,.2783472,.44112,,,
27mar2020,.0450423,0,.1196317,.3535466,.2721603,.434933,,,
28mar2020,.0320683,0,.1066577,.3405727,.2591863,.421959,,,
29mar2020,.06556,0,.1401493,.3740643,.2926779,.4554507,,,
30mar2020,.0234591,0,.0980485,.3319634,.2505771,.4133498,,,
31mar2020,.0289122,0,.1035016,.3374166,.2560301,.4188029,,,
01apr2020,.0363174,0,.1109068,.3448218,.2634354,.4262081,,,
02apr2020,.0512293,0,.1258186,.3597336,.2783472,.44112,,,
03apr2020,.0450423,0,.1196317,.3535466,.2721603,.434933,,,
04apr2020,.0320683,0,.1066577,.3405727,.2591863,.421959,,,
05apr2020,.06556,0,.1401493,.3740643,.2926779,.4554507,,,
06apr2020,.0234591,0,.0980485,.3319634,.2505771,.4133498,,,
27feb2020,.3140446,.2326582,.395431,.3140446,.2326582,.395431,,,
28feb2020,.3078577,.2264713,.3892441,.3078577,.2264713,.3892441,,,
29feb2020,.2948837,.2134973,.3762701,.2948837,.2134973,.3762701,,,
01mar2020,.2690857,.1853859,.3527854,.3283753,.2469889,.4097617,,,
02mar2020,.2269848,.1432851,.3106846,.2862745,.2048881,.3676609,,,
03mar2020,.2324379,.1487382,.3161377,.2917276,.2103412,.373114,,,
04mar2020,.2398431,.1561434,.3235429,.2991328,.2177464,.3805192,,,
05mar2020,.254755,.1710552,.3384547,.3140446,.2326582,.395431,,,
06mar2020,.248568,.1648683,.3322678,.3078577,.2264713,.3892441,,,
07mar2020,.235594,.1518943,.3192938,.2948837,.2134973,.3762701,,,
08mar2020,.1655923,.0841531,.2470315,.3283753,.2469889,.4097617,,,
09mar2020,.1234914,.0420523,.2049306,.2862745,.2048881,.3676609,,,
12mar2020,.1247081,.05127,.1981462,.3140446,.2326582,.395431,,,
13mar2020,.1185212,.0450831,.1919593,.3078577,.2264713,.3892441,,,
14mar2020,.1055472,.0321091,.1789853,.2948837,.2134973,.3762701,,,
15mar2020,.1390388,.0656007,.2124769,.3283753,.2469889,.4097617,,,
16mar2020,.096938,.0234999,.1703761,.2862745,.2048881,.3676609,,,
17mar2020,.1023911,.028953,.1758292,.2917276,.2103412,.373114,,,
18mar2020,.1097963,.0363582,.1832344,.2991328,.2177464,.3805192,,,
19mar2020,.1247081,.05127,.1981462,.3140446,.2326582,.395431,,,
20mar2020,.1185212,.0450831,.1919593,.3078577,.2264713,.3892441,,,
21mar2020,.1055472,.0321091,.1789853,.2948837,.2134973,.3762701,,,
22mar2020,.0395313,0,.1194511,.3283753,.2469889,.4097617,,,
23mar2020,0,0,.0773503,.2862745,.2048881,.3676609,,,
24mar2020,.0028836,0,.0828034,.2917276,.2103412,.373114,,,
25mar2020,.0102888,0,.0902086,.2991328,.2177464,.3805192,,,
26mar2020,.0252006,0,.1051204,.3140446,.2326582,.395431,,,
27mar2020,.0190137,0,.0989335,.3078577,.2264713,.3892441,,,
28mar2020,.0060397,0,.0859595,.2948837,.2134973,.3762701,,,
29mar2020,.0395313,0,.1194511,.3283753,.2469889,.4097617,,,
30mar2020,0,0,.0773503,.2862745,.2048881,.3676609,,,
31mar2020,.0028836,0,.0828034,.2917276,.2103412,.373114,,,
01apr2020,.0102888,0,.0902086,.2991328,.2177464,.3805192,,,
02apr2020,.0252006,0,.1051204,.3140446,.2326582,.395431,,,
03apr2020,.0190137,0,.0989335,.3078577,.2264713,.3892441,,,
04apr2020,.0060397,0,.0859595,.2948837,.2134973,.3762701,,,
05apr2020,.0395313,0,.1194511,.3283753,.2469889,.4097617,,,
06apr2020,0,0,.0773503,.2862745,.2048881,.3676609,,,
10mar2020,.2375721,.1483692,.326775,.2943947,.2130083,.3757811,,,
11mar2020,.2184238,.1343644,.3024832,.3017999,.2204135,.3831863,,,
12mar2020,.2333356,.1492763,.317395,.3167117,.2353253,.3980981,,,
13mar2020,.2271487,.1430893,.3112081,.3105248,.2291384,.3919112,,,
14mar2020,.2141747,.1301153,.2982341,.2975508,.2161644,.3789372,,,
15mar2020,.2476664,.163607,.3317257,.3310425,.2496561,.4124289,,,
16mar2020,.2055655,.1215061,.2896249,.2889416,.2075552,.370328,,,
17mar2020,.2110186,.1269592,.295078,.2943947,.2130083,.3757811,,,
18mar2020,.2184238,.1343644,.3024832,.3017999,.2204135,.3831863,,,
19mar2020,.2333356,.1492763,.317395,.3167117,.2353253,.3980981,,,
20mar2020,.2271487,.1430893,.3112081,.3105248,.2291384,.3919112,,,
21mar2020,.2141747,.1301153,.2982341,.2975508,.2161644,.3789372,,,
22mar2020,.1284986,.0469996,.2099975,.3310425,.2496561,.4124289,,,
23mar2020,.0863977,.0048988,.1678966,.2889416,.2075552,.370328,,,
24mar2020,.0918508,.0103519,.1733497,.2943947,.2130083,.3757811,,,
25mar2020,.099256,.0177571,.1807549,.3017999,.2204135,.3831863,,,
26mar2020,.1141678,.0326689,.1956667,.3167117,.2353253,.3980981,,,
27mar2020,.1079809,.026482,.1894798,.3105248,.2291384,.3919112,,,
28mar2020,.0950069,.013508,.1765058,.2975508,.2161644,.3789372,,,
29mar2020,.1284986,.0469996,.2099975,.3310425,.2496561,.4124289,,,
30mar2020,.0863977,.0048988,.1678966,.2889416,.2075552,.370328,,,
31mar2020,.0918508,.0103519,.1733497,.2943947,.2130083,.3757811,,,
01apr2020,.099256,.0177571,.1807549,.3017999,.2204135,.3831863,,,
02apr2020,.1141678,.0326689,.1956667,.3167117,.2353253,.3980981,,,
03apr2020,.1079809,.026482,.1894798,.3105248,.2291384,.3919112,,,
04apr2020,.0950069,.013508,.1765058,.2975508,.2161644,.3789372,,,
05apr2020,.1284986,.0469996,.2099975,.3310425,.2496561,.4124289,,,
06apr2020,.0863977,.0048988,.1678966,.2889416,.2075552,.370328,,,
01mar2020,.3192933,.2355935,.402993,.3785829,.2971965,.4599693,,,
02mar2020,.2771924,.1934927,.3608921,.336482,.2550957,.4178684,,,
03mar2020,.2826455,.1989458,.3663453,.3419352,.2605488,.4233215,,,
04mar2020,.2900507,.206351,.3737504,.3493403,.267954,.4307267,,,
05mar2020,.3049625,.2212628,.3886622,.3642522,.2828658,.4456386,,,
