t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
20mar2020,,.2854873,.245063,.3259116,,.3206746,.2536242,.387725
21mar2020,,.23551,.1991624,.2718575,,.2998279,.2327775,.3668783
22mar2020,,.1977464,.1613988,.2340939,,.2620643,.1950139,.3291147
23mar2020,,.2040956,.1644243,.2437669,,.2336038,.1505691,.3166385
24mar2020,,.2417409,.1998515,.2836303,,.2995068,.2324564,.3665573
25mar2020,,.1458425,.1153937,.1762913,,.3136418,.2465914,.3806922
26mar2020,,.1655806,.1351318,.1960294,,.3333799,.2663295,.4004304
27mar2020,,.1528753,.1224265,.1833241,,.3206746,.2536242,.387725
28mar2020,,.1320285,.1015797,.1624774,,.2998279,.2327775,.3668783
29mar2020,,.0942649,.0638161,.1247137,,.2620643,.1950139,.3291147
30mar2020,,.1177614,.086731,.1487917,,.288248,.2211975,.3552984
31mar2020,,.1290203,.0979899,.1600506,,.2995068,.2324564,.3665573
01apr2020,,.1431553,.1121249,.1741856,,.3136418,.2465914,.3806922
02apr2020,,.1628934,.131863,.1939237,,.3333799,.2663295,.4004304
03apr2020,,.150188,.1191577,.1812184,,.3206746,.2536242,.387725
04apr2020,,.1293413,.098311,.1603717,,.2998279,.2327775,.3668783
05apr2020,,.0915777,.0605473,.1226081,,.2620643,.1950139,.3291147
06apr2020,,.1177614,.086731,.1487917,,.288248,.2211975,.3552984
19mar2020,,.3819522,.3444956,.4194088,,.408752,.3417016,.4758024
20mar2020,,.3692469,.3317903,.4067035,,.3960467,.3289963,.4630971
21mar2020,,.3484002,.3109436,.3858567,,.3751999,.3081495,.4422503
22mar2020,,.3106366,.27318,.3480932,,.3374363,.2703859,.4044867
23mar2020,,.3743986,.3385683,.4102289,,.36362,.2965696,.4306704
24mar2020,,.3856575,.3498272,.4214878,,.3748789,.3078285,.4419293
25mar2020,,.2029139,.1645449,.2412829,,.3890139,.3219635,.4560643
26mar2020,,.222652,.184283,.261021,,.408752,.3417016,.4758024
27mar2020,,.2099467,.1715777,.2483156,,.3960467,.3289963,.4630971
28mar2020,,.1890999,.150731,.2274689,,.3751999,.3081495,.4422503
29mar2020,,.1513363,.1129673,.1897053,,.3374363,.2703859,.4044867
30mar2020,,.17752,.139151,.215889,,.36362,.2965696,.4306704
31mar2020,,.1887789,.1504099,.2271479,,.3748789,.3078285,.4419293
01apr2020,,.2029139,.1645449,.2412829,,.3890139,.3219635,.4560643
02apr2020,,.222652,.184283,.261021,,.408752,.3417016,.4758024
03apr2020,,.2099467,.1715777,.2483156,,.3960467,.3289963,.4630971
04apr2020,,.1890999,.150731,.2274689,,.3751999,.3081495,.4422503
05apr2020,,.1513363,.1129673,.1897053,,.3374363,.2703859,.4044867
06apr2020,,.17752,.139151,.215889,,.36362,.2965696,.4306704
10mar2020,,.345965,.2789146,.4130154,,.345965,.2789146,.4130154
11mar2020,,.3601,.2930496,.4271504,,.3601,.2930496,.4271504
12mar2020,,.3009735,.2222068,.3797402,,.3798381,.3127877,.4468885
13mar2020,,.2882682,.2095015,.3670349,,.3671328,.3000824,.4341832
14mar2020,,.3420437,.3083773,.3757102,,.3462861,.2792357,.4133365
15mar2020,,.3042801,.2706136,.3379466,,.3085224,.241472,.3755729
16mar2020,,.3022061,.2599536,.3444585,,.3347061,.2676557,.4017565
17mar2020,,.3510434,.3163033,.3857834,,.345965,.2789146,.4130154
18mar2020,,.3651783,.3304383,.3999184,,.3601,.2930496,.4271504
19mar2020,,.3849165,.3501764,.4196565,,.3798381,.3127877,.4468885
20mar2020,,.3358103,.2875135,.3841071,,.3671328,.3000824,.4341832
21mar2020,,.1917508,.152696,.2308057,,.3462861,.2792357,.4133365
22mar2020,,.1539872,.1149324,.193042,,.3085224,.241472,.3755729
23mar2020,,.1801709,.1411161,.2192257,,.3347061,.2676557,.4017565
24mar2020,,.1914298,.1523749,.2304846,,.345965,.2789146,.4130154
25mar2020,,.2055648,.1665099,.2446196,,.3601,.2930496,.4271504
26mar2020,,.2253029,.186248,.2643577,,.3798381,.3127877,.4468885
27mar2020,,.2125975,.1735427,.2516524,,.3671328,.3000824,.4341832
28mar2020,,.1917508,.152696,.2308057,,.3462861,.2792357,.4133365
29mar2020,,.1539872,.1149324,.193042,,.3085224,.241472,.3755729
30mar2020,,.1801709,.1411161,.2192257,,.3347061,.2676557,.4017565
31mar2020,,.1914298,.1523749,.2304846,,.345965,.2789146,.4130154
01apr2020,,.2055648,.1665099,.2446196,,.3601,.2930496,.4271504
02apr2020,,.2253029,.186248,.2643577,,.3798381,.3127877,.4468885
03apr2020,,.1927887,.1547045,.2308729,,.3671328,.3000824,.4341832
04apr2020,,.171942,.1338578,.2100262,,.3462861,.2792357,.4133365
05apr2020,,.1341784,.0960941,.1722626,,.3085224,.241472,.3755729
06apr2020,,.1603621,.1222778,.1984463,,.3347061,.2676557,.4017565
11mar2020,,.317911,.2508606,.3849614,,.317911,.2508606,.3849614
12mar2020,,.2794167,.2138603,.344973,,.3376491,.2705986,.4046995
13mar2020,,.2667113,.201155,.3322676,,.3249438,.2578934,.3919941
14mar2020,,.3204868,.2895484,.3514253,,.304097,.2370466,.3711474
15mar2020,,.2827232,.2517848,.3136617,,.2663334,.199283,.3333838
