t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
11mar2020,,.3664758,.2910397,.4419118,,.3664758,.2910397,.4419118
12mar2020,,.3068365,.2250947,.3885783,,.3863237,.3108876,.4617598
13mar2020,,.2940159,.2122741,.3757577,,.3735032,.2980671,.4489393
14mar2020,,.3477459,.3138849,.3816068,,.3527312,.2772951,.4281673
15mar2020,,.309928,.276067,.3437889,,.3149133,.2394772,.3903494
16mar2020,,.3076902,.2663498,.3490306,,.3410786,.2656425,.4165147
17mar2020,,.3573858,.3238424,.3909293,,.3523933,.2769572,.4278294
18mar2020,,.3714683,.3379248,.4050118,,.3664758,.2910397,.4419118
19mar2020,,.3913162,.3577728,.4248597,,.3863237,.3108876,.4617598
20mar2020,,.3463535,.2892559,.4034511,,.3735032,.2980671,.4489393
21mar2020,,.1876811,.120103,.2552592,,.3527312,.2772951,.4281673
22mar2020,,.1498632,.0822851,.2174413,,.3149133,.2394772,.3903494
23mar2020,,.1760285,.1084504,.2436066,,.3410786,.2656425,.4165147
24mar2020,,.1873432,.1197651,.2549213,,.3523933,.2769572,.4278294
25mar2020,,.2014257,.1338475,.2690038,,.3664758,.2910397,.4419118
26mar2020,,.2212736,.1536955,.2888517,,.3863237,.3108876,.4617598
27mar2020,,.2084531,.140875,.2760312,,.3735032,.2980671,.4489393
28mar2020,,.1876811,.120103,.2552592,,.3527312,.2772951,.4281673
29mar2020,,.1498632,.0822851,.2174413,,.3149133,.2394772,.3903494
30mar2020,,.1760285,.1084504,.2436066,,.3410786,.2656425,.4165147
31mar2020,,.1873432,.1197651,.2549213,,.3523933,.2769572,.4278294
01apr2020,,.2014257,.1338475,.2690038,,.3664758,.2910397,.4419118
02apr2020,,.2212736,.1536955,.2888517,,.3863237,.3108876,.4617598
03apr2020,,.18839,.115621,.261159,,.3735032,.2980671,.4489393
04apr2020,,.1676181,.0948491,.2403871,,.3527312,.2772951,.4281673
05apr2020,,.1298001,.0570311,.2025692,,.3149133,.2394772,.3903494
06apr2020,,.1559654,.0831964,.2287345,,.3410786,.2656425,.4165147
11mar2020,,.3171194,.2416833,.3925554,,.3171194,.2416833,.3925554
12mar2020,,.277713,.2051436,.3502824,,.3369673,.2615312,.4124034
13mar2020,,.2648925,.1923231,.3374619,,.3241467,.2487107,.3995828
14mar2020,,.3186225,.288294,.3489509,,.3033748,.2279387,.3788109
15mar2020,,.2808045,.2504761,.311133,,.2655569,.1901208,.340993
16mar2020,,.2779154,.2420951,.3137357,,.2917222,.2162861,.3671583
17mar2020,,.2892301,.2534098,.3250504,,.3030369,.2276008,.378473
18mar2020,,.3033126,.2674923,.3391329,,.3171194,.2416833,.3925554
19mar2020,,.342351,.3061634,.3785386,,.3369673,.2615312,.4124034
20mar2020,,.3295305,.2933429,.3657181,,.3241467,.2487107,.3995828
21mar2020,,.3087585,.2725709,.3449461,,.3033748,.2279387,.3788109
22mar2020,,.2709406,.234753,.3071282,,.2655569,.1901208,.340993
23mar2020,,.2777918,.2428622,.3127214,,.2917222,.2162861,.3671583
24mar2020,,.1667335,.1299617,.2035052,,.3030369,.2276008,.378473
25mar2020,,.180816,.1440442,.2175877,,.3171194,.2416833,.3925554
26mar2020,,.2006639,.1638921,.2374357,,.3369673,.2615312,.4124034
