gamma,policy,sample,sigma,S_min,coefficient,coefficient_true,LHS,pop
0.05000,Intercept,959,0.50000,0.74154,0.42512,0.40000,IR,100000
0.05000,Intercept,959,inf,0.79734,0.38951,0.40000,IR,100000
0.05000,Intercept,960,0.20000,0.99047,0.32878,0.40000,IR,100000
0.05000,Intercept,960,0.33000,0.97948,0.48534,0.40000,IR,100000
0.05000,Intercept,960,0.50000,0.98182,0.36825,0.40000,IR,100000
0.05000,Intercept,960,inf,0.97664,0.41432,0.40000,IR,100000
0.05000,Intercept,961,0.20000,0.91861,0.37280,0.40000,IR,100000
0.05000,Intercept,961,0.33000,0.83043,0.40027,0.40000,IR,100000
0.05000,Intercept,961,0.50000,0.85635,0.40193,0.40000,IR,100000
0.05000,Intercept,961,inf,0.72035,0.41983,0.40000,IR,100000
0.05000,Intercept,962,0.20000,0.97025,0.44478,0.40000,IR,100000
0.05000,Intercept,962,0.33000,0.96780,0.45256,0.40000,IR,100000
0.05000,Intercept,962,0.50000,0.96282,0.41975,0.40000,IR,100000
0.05000,Intercept,962,inf,0.95887,0.41210,0.40000,IR,100000
0.05000,Intercept,963,0.20000,0.99414,0.47261,0.40000,IR,100000
0.05000,Intercept,963,0.33000,0.99295,0.44467,0.40000,IR,100000
0.05000,Intercept,963,0.50000,0.99209,0.42157,0.40000,IR,100000
0.05000,Intercept,963,inf,0.98485,0.39352,0.40000,IR,100000
0.05000,Intercept,964,0.20000,0.98538,0.46616,0.40000,IR,100000
0.05000,Intercept,964,0.33000,0.98339,0.46267,0.40000,IR,100000
0.05000,Intercept,964,0.50000,0.98428,0.41616,0.40000,IR,100000
0.05000,Intercept,964,inf,0.95122,0.38518,0.40000,IR,100000
0.05000,Intercept,965,0.20000,0.93026,0.35759,0.40000,IR,100000
0.05000,Intercept,965,0.33000,0.87924,0.39960,0.40000,IR,100000
0.05000,Intercept,965,0.50000,0.88303,0.39471,0.40000,IR,100000
0.05000,Intercept,965,inf,0.85704,0.38484,0.40000,IR,100000
0.05000,Intercept,966,0.20000,0.99291,0.42088,0.40000,IR,100000
0.05000,Intercept,966,0.33000,0.99214,0.46497,0.40000,IR,100000
0.05000,Intercept,966,0.50000,0.99036,0.40031,0.40000,IR,100000
0.05000,Intercept,966,inf,0.98997,0.40369,0.40000,IR,100000
0.05000,Intercept,967,0.20000,0.98254,0.39685,0.40000,IR,100000
0.05000,Intercept,967,0.33000,0.97633,0.38615,0.40000,IR,100000
0.05000,Intercept,967,0.50000,0.96697,0.39835,0.40000,IR,100000
0.05000,Intercept,967,inf,0.94539,0.40489,0.40000,IR,100000
0.05000,Intercept,968,0.20000,0.97797,0.46562,0.40000,IR,100000
0.05000,Intercept,968,0.33000,0.97552,0.36830,0.40000,IR,100000
0.05000,Intercept,968,0.50000,0.96894,0.37121,0.40000,IR,100000
0.05000,Intercept,968,inf,0.95118,0.45796,0.40000,IR,100000
0.05000,Intercept,969,0.20000,0.96707,0.39436,0.40000,IR,100000
0.05000,Intercept,969,0.33000,0.95927,0.46101,0.40000,IR,100000
0.05000,Intercept,969,0.50000,0.96474,0.45786,0.40000,IR,100000
0.05000,Intercept,969,inf,0.91553,0.40872,0.40000,IR,100000
0.05000,Intercept,970,0.20000,0.90544,0.45115,0.40000,IR,100000
0.05000,Intercept,970,0.33000,0.91000,0.41484,0.40000,IR,100000
0.05000,Intercept,970,0.50000,0.88963,0.46169,0.40000,IR,100000
0.05000,Intercept,970,inf,0.86492,0.40296,0.40000,IR,100000
0.05000,Intercept,971,0.20000,0.97732,0.38897,0.40000,IR,100000
0.05000,Intercept,971,0.33000,0.97968,0.39493,0.40000,IR,100000
0.05000,Intercept,971,0.50000,0.97520,0.37890,0.40000,IR,100000
0.05000,Intercept,971,inf,0.95288,0.41751,0.40000,IR,100000
0.05000,Intercept,972,0.20000,0.93446,0.31077,0.40000,IR,100000
0.05000,Intercept,972,0.33000,0.90215,0.34873,0.40000,IR,100000
0.05000,Intercept,972,0.50000,0.88396,0.37395,0.40000,IR,100000
0.05000,Intercept,972,inf,0.80583,0.45073,0.40000,IR,100000
0.05000,Intercept,973,0.20000,0.97989,0.42575,0.40000,IR,100000
0.05000,Intercept,973,0.33000,0.97985,0.35332,0.40000,IR,100000
0.05000,Intercept,973,0.50000,0.96968,0.39148,0.40000,IR,100000
0.05000,Intercept,973,inf,0.97408,0.37426,0.40000,IR,100000
0.05000,Intercept,974,0.20000,0.90422,0.43169,0.40000,IR,100000
0.05000,Intercept,974,0.33000,0.87368,0.46859,0.40000,IR,100000
0.05000,Intercept,974,0.50000,0.81288,0.47284,0.40000,IR,100000
0.05000,Intercept,974,inf,0.80910,0.40942,0.40000,IR,100000
0.05000,Intercept,975,0.20000,0.98439,0.33694,0.40000,IR,100000
0.05000,Intercept,975,0.33000,0.97647,0.36608,0.40000,IR,100000
0.05000,Intercept,975,0.50000,0.97268,0.33906,0.40000,IR,100000
0.05000,Intercept,975,inf,0.92256,0.49142,0.40000,IR,100000
0.05000,Intercept,976,0.20000,0.98133,0.37101,0.40000,IR,100000
0.05000,Intercept,976,0.33000,0.98665,0.34203,0.40000,IR,100000
0.05000,Intercept,976,0.50000,0.96966,0.43212,0.40000,IR,100000
0.05000,Intercept,976,inf,0.97710,0.35521,0.40000,IR,100000
0.05000,Intercept,977,0.20000,0.96538,0.36373,0.40000,IR,100000
0.05000,Intercept,977,0.33000,0.93520,0.38629,0.40000,IR,100000
0.05000,Intercept,977,0.50000,0.92875,0.44825,0.40000,IR,100000
0.05000,Intercept,977,inf,0.93950,0.41213,0.40000,IR,100000
0.05000,Intercept,978,0.20000,0.98121,0.32691,0.40000,IR,100000
0.05000,Intercept,978,0.33000,0.97700,0.41075,0.40000,IR,100000
0.05000,Intercept,978,0.50000,0.96372,0.41736,0.40000,IR,100000
0.05000,Intercept,978,inf,0.94224,0.44901,0.40000,IR,100000
0.05000,Intercept,979,0.20000,0.90393,0.40506,0.40000,IR,100000
0.05000,Intercept,979,0.33000,0.93086,0.37633,0.40000,IR,100000
0.05000,Intercept,979,0.50000,0.91478,0.32815,0.40000,IR,100000
0.05000,Intercept,979,inf,0.75356,0.38709,0.40000,IR,100000
0.05000,Intercept,980,0.20000,0.89979,0.39553,0.40000,IR,100000
0.05000,Intercept,980,0.33000,0.87967,0.41710,0.40000,IR,100000
0.05000,Intercept,980,0.50000,0.83847,0.41759,0.40000,IR,100000
0.05000,Intercept,980,inf,0.80605,0.40329,0.40000,IR,100000
0.05000,Intercept,981,0.20000,0.94458,0.36409,0.40000,IR,100000
0.05000,Intercept,981,0.33000,0.93163,0.35463,0.40000,IR,100000
0.05000,Intercept,981,0.50000,0.91548,0.35487,0.40000,IR,100000
0.05000,Intercept,981,inf,0.92438,0.35397,0.40000,IR,100000
0.05000,Intercept,982,0.20000,0.98267,0.36910,0.40000,IR,100000
0.05000,Intercept,982,0.33000,0.98377,0.40479,0.40000,IR,100000
0.05000,Intercept,982,0.50000,0.98374,0.40462,0.40000,IR,100000
0.05000,Intercept,982,inf,0.94972,0.42512,0.40000,IR,100000
0.05000,Intercept,983,0.20000,0.97331,0.46473,0.40000,IR,100000
0.05000,Intercept,983,0.33000,0.96177,0.43380,0.40000,IR,100000
0.05000,Intercept,983,0.50000,0.96503,0.43847,0.40000,IR,100000
0.05000,Intercept,983,inf,0.91558,0.40997,0.40000,IR,100000
0.05000,Intercept,984,0.20000,0.98023,0.38332,0.40000,IR,100000
0.05000,Intercept,984,0.33000,0.97843,0.36884,0.40000,IR,100000
0.05000,Intercept,984,0.50000,0.98086,0.30689,0.40000,IR,100000
0.05000,Intercept,984,inf,0.94640,0.45606,0.40000,IR,100000
0.05000,Intercept,985,0.20000,0.91069,0.42715,0.40000,IR,100000
0.05000,Intercept,985,0.33000,0.91820,0.39459,0.40000,IR,100000
0.05000,Intercept,985,0.50000,0.92631,0.42344,0.40000,IR,100000
0.05000,Intercept,985,inf,0.85978,0.39966,0.40000,IR,100000
0.05000,Intercept,986,0.20000,0.98247,0.34130,0.40000,IR,100000
0.05000,Intercept,986,0.33000,0.98536,0.29202,0.40000,IR,100000
0.05000,Intercept,986,0.50000,0.98059,0.31818,0.40000,IR,100000
0.05000,Intercept,986,inf,0.96013,0.36191,0.40000,IR,100000
0.05000,Intercept,987,0.20000,0.71662,0.41289,0.40000,IR,100000
0.05000,Intercept,987,0.33000,0.75111,0.39635,0.40000,IR,100000
0.05000,Intercept,987,0.50000,0.79874,0.39737,0.40000,IR,100000
0.05000,Intercept,987,inf,0.59108,0.38542,0.40000,IR,100000
0.05000,Intercept,988,0.20000,0.91798,0.37519,0.40000,IR,100000
0.05000,Intercept,988,0.33000,0.85271,0.40405,0.40000,IR,100000
0.05000,Intercept,988,0.50000,0.87603,0.40615,0.40000,IR,100000
0.05000,Intercept,988,inf,0.81993,0.42522,0.40000,IR,100000
0.05000,Intercept,989,0.20000,0.94900,0.31957,0.40000,IR,100000
0.05000,Intercept,989,0.33000,0.95406,0.35507,0.40000,IR,100000
0.05000,Intercept,989,0.50000,0.94780,0.40485,0.40000,IR,100000
0.05000,Intercept,989,inf,0.91744,0.48273,0.40000,IR,100000
0.05000,Intercept,990,0.20000,0.99362,0.41080,0.40000,IR,100000
0.05000,Intercept,990,0.33000,0.99166,0.30375,0.40000,IR,100000
0.05000,Intercept,990,0.50000,0.99046,0.38284,0.40000,IR,100000
0.05000,Intercept,990,inf,0.98720,0.30730,0.40000,IR,100000
0.05000,Intercept,991,0.20000,0.99123,0.41306,0.40000,IR,100000
0.05000,Intercept,991,0.33000,0.97840,0.36352,0.40000,IR,100000
0.05000,Intercept,991,0.50000,0.98707,0.33513,0.40000,IR,100000
0.05000,Intercept,991,inf,0.98437,0.41351,0.40000,IR,100000
0.05000,Intercept,992,0.20000,0.96153,0.39822,0.40000,IR,100000
0.05000,Intercept,992,0.33000,0.95595,0.39866,0.40000,IR,100000
0.05000,Intercept,992,0.50000,0.95575,0.40565,0.40000,IR,100000
0.05000,Intercept,992,inf,0.95578,0.35413,0.40000,IR,100000
0.05000,Intercept,993,0.20000,0.92317,0.38830,0.40000,IR,100000
0.05000,Intercept,993,0.33000,0.92596,0.38500,0.40000,IR,100000
0.05000,Intercept,993,0.50000,0.88462,0.39390,0.40000,IR,100000
0.05000,Intercept,993,inf,0.80299,0.39988,0.40000,IR,100000
0.05000,Intercept,994,0.20000,0.97163,0.45358,0.40000,IR,100000
0.05000,Intercept,994,0.33000,0.96834,0.49846,0.40000,IR,100000
0.05000,Intercept,994,0.50000,0.94570,0.48497,0.40000,IR,100000
0.05000,Intercept,994,inf,0.93651,0.37730,0.40000,IR,100000
0.05000,Intercept,995,0.20000,0.98248,0.42122,0.40000,IR,100000
0.05000,Intercept,995,0.33000,0.97279,0.40764,0.40000,IR,100000
0.05000,Intercept,995,0.50000,0.97056,0.40360,0.40000,IR,100000
0.05000,Intercept,995,inf,0.95261,0.36142,0.40000,IR,100000
0.05000,Intercept,996,0.20000,0.96930,0.41074,0.40000,IR,100000
0.05000,Intercept,996,0.33000,0.96525,0.38920,0.40000,IR,100000
0.05000,Intercept,996,0.50000,0.96469,0.36510,0.40000,IR,100000
0.05000,Intercept,996,inf,0.95553,0.38904,0.40000,IR,100000
0.05000,Intercept,997,0.20000,0.90880,0.46486,0.40000,IR,100000
0.05000,Intercept,997,0.33000,0.91284,0.42341,0.40000,IR,100000
0.05000,Intercept,997,0.50000,0.92096,0.42394,0.40000,IR,100000
0.05000,Intercept,997,inf,0.87128,0.39974,0.40000,IR,100000
0.05000,Intercept,998,0.20000,0.96201,0.40991,0.40000,IR,100000
0.05000,Intercept,998,0.33000,0.95477,0.38686,0.40000,IR,100000
0.05000,Intercept,998,0.50000,0.93636,0.39928,0.40000,IR,100000
0.05000,Intercept,998,inf,0.87829,0.47072,0.40000,IR,100000
0.05000,Intercept,999,0.20000,0.98675,0.43809,0.40000,IR,100000
0.05000,Intercept,999,0.33000,0.98653,0.42575,0.40000,IR,100000
0.05000,Intercept,999,0.50000,0.98836,0.39403,0.40000,IR,100000
0.05000,Intercept,999,inf,0.98503,0.37742,0.40000,IR,100000
0.05000,cum_effect,0,0.20000,0.99171,-0.29470,-0.35000,IR,100000
0.05000,cum_effect,0,0.33000,0.99313,-0.23495,-0.35000,IR,100000
0.05000,cum_effect,0,0.50000,0.98901,-0.31921,-0.35000,IR,100000
0.05000,cum_effect,0,inf,0.98259,-0.21595,-0.35000,IR,100000
0.05000,cum_effect,1,0.20000,0.98426,-0.37511,-0.35000,IR,100000
0.05000,cum_effect,1,0.33000,0.98568,-0.33392,-0.35000,IR,100000
0.05000,cum_effect,1,0.50000,0.97636,-0.33991,-0.35000,IR,100000
0.05000,cum_effect,1,inf,0.97121,-0.33708,-0.35000,IR,100000
0.05000,cum_effect,2,0.20000,0.99267,-0.20375,-0.35000,IR,100000
0.05000,cum_effect,2,0.33000,0.98382,-0.22443,-0.35000,IR,100000
0.05000,cum_effect,2,0.50000,0.99027,-0.20511,-0.35000,IR,100000
0.05000,cum_effect,2,inf,0.97238,-0.39427,-0.35000,IR,100000
0.05000,cum_effect,3,0.20000,0.97186,-0.33692,-0.35000,IR,100000
0.05000,cum_effect,3,0.33000,0.97599,-0.29432,-0.35000,IR,100000
0.05000,cum_effect,3,0.50000,0.93816,-0.37699,-0.35000,IR,100000
0.05000,cum_effect,3,inf,0.88076,-0.28008,-0.35000,IR,100000
0.05000,cum_effect,4,0.20000,0.89656,-0.23746,-0.35000,IR,100000
0.05000,cum_effect,4,0.33000,0.90587,-0.24357,-0.35000,IR,100000
0.05000,cum_effect,4,0.50000,0.90977,-0.24983,-0.35000,IR,100000
0.05000,cum_effect,4,inf,0.83086,-0.37338,-0.35000,IR,100000
0.05000,cum_effect,5,0.20000,0.97568,-0.34501,-0.35000,IR,100000
0.05000,cum_effect,5,0.33000,0.97731,-0.32953,-0.35000,IR,100000
0.05000,cum_effect,5,0.50000,0.97465,-0.32483,-0.35000,IR,100000
0.05000,cum_effect,5,inf,0.93524,-0.33622,-0.35000,IR,100000
0.05000,cum_effect,6,0.20000,0.95481,-0.35000,-0.35000,IR,100000
0.05000,cum_effect,6,0.33000,0.89211,-0.37345,-0.35000,IR,100000
0.05000,cum_effect,6,0.50000,0.90696,-0.38952,-0.35000,IR,100000
0.05000,cum_effect,6,inf,0.90219,-0.31714,-0.35000,IR,100000
0.05000,cum_effect,7,0.20000,0.97854,-0.28230,-0.35000,IR,100000
0.05000,cum_effect,7,0.33000,0.97446,-0.38229,-0.35000,IR,100000
0.05000,cum_effect,7,0.50000,0.96749,-0.31408,-0.35000,IR,100000
0.05000,cum_effect,7,inf,0.96652,-0.23997,-0.35000,IR,100000
0.05000,cum_effect,8,0.20000,0.93179,-0.35961,-0.35000,IR,100000
0.05000,cum_effect,8,0.33000,0.92028,-0.35807,-0.35000,IR,100000
0.05000,cum_effect,8,0.50000,0.89423,-0.39628,-0.35000,IR,100000
0.05000,cum_effect,8,inf,0.84229,-0.30281,-0.35000,IR,100000
0.05000,cum_effect,9,0.20000,0.99544,-0.35211,-0.35000,IR,100000
0.05000,cum_effect,9,0.33000,0.99446,-0.31457,-0.35000,IR,100000
0.05000,cum_effect,9,0.50000,0.99022,-0.43113,-0.35000,IR,100000
0.05000,cum_effect,9,inf,0.97897,-0.42419,-0.35000,IR,100000
0.05000,cum_effect,10,0.20000,0.91939,-0.29444,-0.35000,IR,100000
0.05000,cum_effect,10,0.33000,0.90309,-0.23671,-0.35000,IR,100000
0.05000,cum_effect,10,0.50000,0.87848,-0.31116,-0.35000,IR,100000
0.05000,cum_effect,10,inf,0.92950,-0.30957,-0.35000,IR,100000
0.05000,cum_effect,11,0.20000,0.99472,-0.29701,-0.35000,IR,100000
0.05000,cum_effect,11,0.33000,0.99544,-0.34622,-0.35000,IR,100000
0.05000,cum_effect,11,0.50000,0.99027,-0.35439,-0.35000,IR,100000
0.05000,cum_effect,11,inf,0.98645,-0.37886,-0.35000,IR,100000
0.05000,cum_effect,12,0.20000,0.99261,-0.37242,-0.35000,IR,100000
0.05000,cum_effect,12,0.33000,0.99116,-0.36443,-0.35000,IR,100000
0.05000,cum_effect,12,0.50000,0.99029,-0.40467,-0.35000,IR,100000
0.05000,cum_effect,12,inf,0.97412,-0.38231,-0.35000,IR,100000
0.05000,cum_effect,13,0.20000,0.98866,-0.23489,-0.35000,IR,100000
0.05000,cum_effect,13,0.33000,0.98974,-0.32293,-0.35000,IR,100000
0.05000,cum_effect,13,0.50000,0.98709,-0.33194,-0.35000,IR,100000
0.05000,cum_effect,13,inf,0.98535,-0.31923,-0.35000,IR,100000
0.05000,cum_effect,14,0.20000,0.98509,-0.30781,-0.35000,IR,100000
0.05000,cum_effect,14,0.33000,0.98594,-0.27013,-0.35000,IR,100000
0.05000,cum_effect,14,0.50000,0.96990,-0.35811,-0.35000,IR,100000
0.05000,cum_effect,14,inf,0.96816,-0.37261,-0.35000,IR,100000
0.05000,cum_effect,15,0.20000,0.94019,-0.34324,-0.35000,IR,100000
0.05000,cum_effect,15,0.33000,0.91287,-0.34625,-0.35000,IR,100000
0.05000,cum_effect,15,0.50000,0.93609,-0.29683,-0.35000,IR,100000
0.05000,cum_effect,15,inf,0.81641,-0.33292,-0.35000,IR,100000
0.05000,cum_effect,16,0.20000,0.98248,-0.24434,-0.35000,IR,100000
0.05000,cum_effect,16,0.33000,0.96860,-0.32726,-0.35000,IR,100000
0.05000,cum_effect,16,0.50000,0.97658,-0.24866,-0.35000,IR,100000
0.05000,cum_effect,16,inf,0.96419,-0.36299,-0.35000,IR,100000
0.05000,cum_effect,17,0.20000,0.99233,-0.36061,-0.35000,IR,100000
0.05000,cum_effect,17,0.33000,0.99196,-0.34105,-0.35000,IR,100000
0.05000,cum_effect,17,0.50000,0.99169,-0.33156,-0.35000,IR,100000
0.05000,cum_effect,17,inf,0.99001,-0.36151,-0.35000,IR,100000
0.05000,cum_effect,18,0.20000,0.98907,-0.09902,-0.35000,IR,100000
0.05000,cum_effect,18,0.33000,0.98297,-0.17224,-0.35000,IR,100000
0.05000,cum_effect,18,0.50000,0.98400,-0.15217,-0.35000,IR,100000
0.05000,cum_effect,18,inf,0.98863,-0.29728,-0.35000,IR,100000
0.05000,cum_effect,19,0.20000,0.97443,-0.22907,-0.35000,IR,100000
0.05000,cum_effect,19,0.33000,0.97528,-0.24726,-0.35000,IR,100000
0.05000,cum_effect,19,0.50000,0.96389,-0.28713,-0.35000,IR,100000
0.05000,cum_effect,19,inf,0.94463,-0.29257,-0.35000,IR,100000
0.05000,cum_effect,20,0.20000,0.97418,-0.28830,-0.35000,IR,100000
0.05000,cum_effect,20,0.33000,0.97420,-0.30103,-0.35000,IR,100000
0.05000,cum_effect,20,0.50000,0.98075,-0.31142,-0.35000,IR,100000
0.05000,cum_effect,20,inf,0.91926,-0.35285,-0.35000,IR,100000
0.05000,cum_effect,21,0.20000,0.98190,-0.27521,-0.35000,IR,100000
0.05000,cum_effect,21,0.33000,0.97870,-0.28488,-0.35000,IR,100000
0.05000,cum_effect,21,0.50000,0.97428,-0.31648,-0.35000,IR,100000
0.05000,cum_effect,21,inf,0.91484,-0.35694,-0.35000,IR,100000
0.05000,cum_effect,22,0.20000,0.96502,-0.22417,-0.35000,IR,100000
0.05000,cum_effect,22,0.33000,0.92188,-0.19888,-0.35000,IR,100000
0.05000,cum_effect,22,0.50000,0.93121,-0.26405,-0.35000,IR,100000
0.05000,cum_effect,22,inf,0.85785,-0.36999,-0.35000,IR,100000
0.05000,cum_effect,23,0.20000,0.95155,-0.24881,-0.35000,IR,100000
0.05000,cum_effect,23,0.33000,0.94425,-0.26693,-0.35000,IR,100000
0.05000,cum_effect,23,0.50000,0.92949,-0.32128,-0.35000,IR,100000
0.05000,cum_effect,23,inf,0.86494,-0.32634,-0.35000,IR,100000
0.05000,cum_effect,24,0.20000,0.97838,-0.38619,-0.35000,IR,100000
0.05000,cum_effect,24,0.33000,0.97691,-0.39708,-0.35000,IR,100000
0.05000,cum_effect,24,0.50000,0.96647,-0.35064,-0.35000,IR,100000
0.05000,cum_effect,24,inf,0.93077,-0.34688,-0.35000,IR,100000
0.05000,cum_effect,25,0.20000,0.97421,-0.31175,-0.35000,IR,100000
0.05000,cum_effect,25,0.33000,0.97292,-0.30850,-0.35000,IR,100000
0.05000,cum_effect,25,0.50000,0.96443,-0.32965,-0.35000,IR,100000
0.05000,cum_effect,25,inf,0.96636,-0.29920,-0.35000,IR,100000
0.05000,cum_effect,26,0.20000,0.97284,-0.27781,-0.35000,IR,100000
0.05000,cum_effect,26,0.33000,0.97100,-0.27149,-0.35000,IR,100000
0.05000,cum_effect,26,0.50000,0.96847,-0.32752,-0.35000,IR,100000
0.05000,cum_effect,26,inf,0.95213,-0.26587,-0.35000,IR,100000
0.05000,cum_effect,27,0.20000,0.98135,-0.23347,-0.35000,IR,100000
0.05000,cum_effect,27,0.33000,0.96408,-0.31893,-0.35000,IR,100000
0.05000,cum_effect,27,0.50000,0.95930,-0.31495,-0.35000,IR,100000
0.05000,cum_effect,27,inf,0.96125,-0.35483,-0.35000,IR,100000
0.05000,cum_effect,28,0.20000,0.99364,-0.15530,-0.35000,IR,100000
0.05000,cum_effect,28,0.33000,0.98775,-0.29916,-0.35000,IR,100000
0.05000,cum_effect,28,0.50000,0.99110,-0.24346,-0.35000,IR,100000
0.05000,cum_effect,28,inf,0.98586,-0.33559,-0.35000,IR,100000
0.05000,cum_effect,29,0.20000,0.99541,-0.36434,-0.35000,IR,100000
0.05000,cum_effect,29,0.33000,0.98932,-0.36076,-0.35000,IR,100000
0.05000,cum_effect,29,0.50000,0.99444,-0.33164,-0.35000,IR,100000
0.05000,cum_effect,29,inf,0.98657,-0.46774,-0.35000,IR,100000
0.05000,cum_effect,30,0.20000,0.99015,-0.25543,-0.35000,IR,100000
0.05000,cum_effect,30,0.33000,0.98595,-0.24977,-0.35000,IR,100000
0.05000,cum_effect,30,0.50000,0.97543,-0.35032,-0.35000,IR,100000
0.05000,cum_effect,30,inf,0.94211,-0.46379,-0.35000,IR,100000
0.05000,cum_effect,31,0.20000,0.99473,-0.25271,-0.35000,IR,100000
0.05000,cum_effect,31,0.33000,0.99120,-0.29661,-0.35000,IR,100000
0.05000,cum_effect,31,0.50000,0.98924,-0.36586,-0.35000,IR,100000
0.05000,cum_effect,31,inf,0.97793,-0.38595,-0.35000,IR,100000
0.05000,cum_effect,32,0.20000,0.96850,-0.23797,-0.35000,IR,100000
0.05000,cum_effect,32,0.33000,0.95993,-0.21169,-0.35000,IR,100000
0.05000,cum_effect,32,0.50000,0.96600,-0.15052,-0.35000,IR,100000
0.05000,cum_effect,32,inf,0.88027,-0.36553,-0.35000,IR,100000
0.05000,cum_effect,33,0.20000,0.97402,-0.22480,-0.35000,IR,100000
0.05000,cum_effect,33,0.33000,0.96241,-0.28528,-0.35000,IR,100000
0.05000,cum_effect,33,0.50000,0.95777,-0.27741,-0.35000,IR,100000
0.05000,cum_effect,33,inf,0.96540,-0.23496,-0.35000,IR,100000
0.05000,cum_effect,34,0.20000,0.97921,-0.20720,-0.35000,IR,100000
0.05000,cum_effect,34,0.33000,0.97099,-0.21345,-0.35000,IR,100000
0.05000,cum_effect,34,0.50000,0.98466,-0.19018,-0.35000,IR,100000
0.05000,cum_effect,34,inf,0.94295,-0.30889,-0.35000,IR,100000
0.05000,cum_effect,35,0.20000,0.99350,-0.34854,-0.35000,IR,100000
0.05000,cum_effect,35,0.33000,0.99071,-0.38151,-0.35000,IR,100000
0.05000,cum_effect,35,0.50000,0.99070,-0.42410,-0.35000,IR,100000
0.05000,cum_effect,35,inf,0.98334,-0.36762,-0.35000,IR,100000
0.05000,cum_effect,36,0.20000,0.95645,-0.24017,-0.35000,IR,100000
0.05000,cum_effect,36,0.33000,0.95119,-0.25517,-0.35000,IR,100000
0.05000,cum_effect,36,0.50000,0.93404,-0.29108,-0.35000,IR,100000
0.05000,cum_effect,36,inf,0.91386,-0.26410,-0.35000,IR,100000
0.05000,cum_effect,37,0.20000,0.90586,-0.23468,-0.35000,IR,100000
0.05000,cum_effect,37,0.33000,0.88507,-0.21831,-0.35000,IR,100000
0.05000,cum_effect,37,0.50000,0.92661,-0.22226,-0.35000,IR,100000
0.05000,cum_effect,37,inf,0.92598,-0.26809,-0.35000,IR,100000
0.05000,cum_effect,38,0.20000,0.99266,-0.35412,-0.35000,IR,100000
0.05000,cum_effect,38,0.33000,0.99007,-0.38607,-0.35000,IR,100000
0.05000,cum_effect,38,0.50000,0.99031,-0.35499,-0.35000,IR,100000
0.05000,cum_effect,38,inf,0.97818,-0.33371,-0.35000,IR,100000
0.05000,cum_effect,39,0.20000,0.98511,-0.21552,-0.35000,IR,100000
0.05000,cum_effect,39,0.33000,0.98472,-0.24345,-0.35000,IR,100000
0.05000,cum_effect,39,0.50000,0.98148,-0.29663,-0.35000,IR,100000
0.05000,cum_effect,39,inf,0.94080,-0.34780,-0.35000,IR,100000
0.05000,cum_effect,40,0.20000,0.97778,-0.34228,-0.35000,IR,100000
0.05000,cum_effect,40,0.33000,0.95968,-0.31690,-0.35000,IR,100000
0.05000,cum_effect,40,0.50000,0.96935,-0.37756,-0.35000,IR,100000
0.05000,cum_effect,40,inf,0.91958,-0.30181,-0.35000,IR,100000
0.05000,cum_effect,41,0.20000,0.91037,-0.34526,-0.35000,IR,100000
0.05000,cum_effect,41,0.33000,0.90188,-0.34386,-0.35000,IR,100000
0.05000,cum_effect,41,0.50000,0.92484,-0.31881,-0.35000,IR,100000
0.05000,cum_effect,41,inf,0.75158,-0.37504,-0.35000,IR,100000
0.05000,cum_effect,42,0.20000,0.97199,-0.26983,-0.35000,IR,100000
0.05000,cum_effect,42,0.33000,0.97598,-0.26992,-0.35000,IR,100000
0.05000,cum_effect,42,0.50000,0.96873,-0.27131,-0.35000,IR,100000
0.05000,cum_effect,42,inf,0.92291,-0.31331,-0.35000,IR,100000
0.05000,cum_effect,43,0.20000,0.91434,-0.30206,-0.35000,IR,100000
0.05000,cum_effect,43,0.33000,0.94863,-0.26139,-0.35000,IR,100000
0.05000,cum_effect,43,0.50000,0.95168,-0.27072,-0.35000,IR,100000
0.05000,cum_effect,43,inf,0.90960,-0.29644,-0.35000,IR,100000
0.05000,cum_effect,44,0.20000,0.98866,-0.32227,-0.35000,IR,100000
0.05000,cum_effect,44,0.33000,0.98765,-0.31515,-0.35000,IR,100000
0.05000,cum_effect,44,0.50000,0.98919,-0.28325,-0.35000,IR,100000
0.05000,cum_effect,44,inf,0.98259,-0.33400,-0.35000,IR,100000
0.05000,cum_effect,45,0.20000,0.99047,-0.28098,-0.35000,IR,100000
0.05000,cum_effect,45,0.33000,0.99240,-0.27541,-0.35000,IR,100000
0.05000,cum_effect,45,0.50000,0.98944,-0.27932,-0.35000,IR,100000
0.05000,cum_effect,45,inf,0.96185,-0.38628,-0.35000,IR,100000
0.05000,cum_effect,46,0.20000,0.97714,-0.32443,-0.35000,IR,100000
0.05000,cum_effect,46,0.33000,0.96943,-0.30685,-0.35000,IR,100000
0.05000,cum_effect,46,0.50000,0.97419,-0.38075,-0.35000,IR,100000
0.05000,cum_effect,46,inf,0.97088,-0.23362,-0.35000,IR,100000
0.05000,cum_effect,47,0.20000,0.92111,-0.27644,-0.35000,IR,100000
0.05000,cum_effect,47,0.33000,0.90580,-0.26367,-0.35000,IR,100000
0.05000,cum_effect,47,0.50000,0.91381,-0.26347,-0.35000,IR,100000
0.05000,cum_effect,47,inf,0.87065,-0.27501,-0.35000,IR,100000
0.05000,cum_effect,48,0.20000,0.99034,-0.38050,-0.35000,IR,100000
0.05000,cum_effect,48,0.33000,0.98681,-0.35287,-0.35000,IR,100000
