gamma,policy,sample,sigma,S_min,coefficient,coefficient_true,LHS,pop
0.05000,cum_effect,207,0.20000,0.99989,-0.21301,-0.35000,I,100000000
0.05000,cum_effect,207,0.33000,0.99983,-0.25722,-0.35000,I,100000000
0.05000,cum_effect,207,0.50000,0.99985,-0.29219,-0.35000,I,100000000
0.05000,cum_effect,207,inf,0.99969,-0.31200,-0.35000,I,100000000
0.05000,cum_effect,208,0.20000,0.99999,-0.32268,-0.35000,I,100000000
0.05000,cum_effect,208,0.33000,0.99998,-0.38159,-0.35000,I,100000000
0.05000,cum_effect,208,0.50000,0.99998,-0.31968,-0.35000,I,100000000
0.05000,cum_effect,208,inf,0.99992,-0.45903,-0.35000,I,100000000
0.05000,cum_effect,209,0.20000,0.99997,-0.36442,-0.35000,I,100000000
0.05000,cum_effect,209,0.33000,0.99997,-0.39246,-0.35000,I,100000000
0.05000,cum_effect,209,0.50000,0.99998,-0.33255,-0.35000,I,100000000
0.05000,cum_effect,209,inf,0.99997,-0.35232,-0.35000,I,100000000
0.05000,cum_effect,210,0.20000,0.99998,-0.32371,-0.35000,I,100000000
0.05000,cum_effect,210,0.33000,0.99997,-0.38194,-0.35000,I,100000000
0.05000,cum_effect,210,0.50000,0.99998,-0.32333,-0.35000,I,100000000
0.05000,cum_effect,210,inf,0.99993,-0.33568,-0.35000,I,100000000
0.05000,cum_effect,211,0.20000,0.99997,-0.35001,-0.35000,I,100000000
0.05000,cum_effect,211,0.33000,0.99996,-0.36294,-0.35000,I,100000000
0.05000,cum_effect,211,0.50000,0.99995,-0.32803,-0.35000,I,100000000
0.05000,cum_effect,211,inf,0.99980,-0.43997,-0.35000,I,100000000
0.05000,cum_effect,212,0.20000,0.99998,-0.29719,-0.35000,I,100000000
0.05000,cum_effect,212,0.33000,0.99998,-0.31110,-0.35000,I,100000000
0.05000,cum_effect,212,0.50000,0.99998,-0.31328,-0.35000,I,100000000
0.05000,cum_effect,212,inf,0.99992,-0.34137,-0.35000,I,100000000
0.05000,cum_effect,213,0.20000,0.99989,-0.32173,-0.35000,I,100000000
0.05000,cum_effect,213,0.33000,0.99992,-0.31524,-0.35000,I,100000000
0.05000,cum_effect,213,0.50000,0.99983,-0.35791,-0.35000,I,100000000
0.05000,cum_effect,213,inf,0.99972,-0.36288,-0.35000,I,100000000
0.05000,cum_effect,214,0.20000,0.99998,-0.37570,-0.35000,I,100000000
0.05000,cum_effect,214,0.33000,0.99997,-0.39299,-0.35000,I,100000000
0.05000,cum_effect,214,0.50000,0.99998,-0.41656,-0.35000,I,100000000
0.05000,cum_effect,214,inf,0.99997,-0.30222,-0.35000,I,100000000
0.05000,cum_effect,215,0.20000,0.99991,-0.35549,-0.35000,I,100000000
0.05000,cum_effect,215,0.33000,0.99993,-0.29931,-0.35000,I,100000000
0.05000,cum_effect,215,0.50000,0.99991,-0.30856,-0.35000,I,100000000
0.05000,cum_effect,215,inf,0.99962,-0.39613,-0.35000,I,100000000
0.05000,cum_effect,216,0.20000,0.99995,-0.38745,-0.35000,I,100000000
0.05000,cum_effect,216,0.33000,0.99995,-0.30298,-0.35000,I,100000000
0.05000,cum_effect,216,0.50000,0.99995,-0.36372,-0.35000,I,100000000
0.05000,cum_effect,216,inf,0.99989,-0.40333,-0.35000,I,100000000
0.05000,cum_effect,217,0.20000,0.99996,-0.27351,-0.35000,I,100000000
0.05000,cum_effect,217,0.33000,0.99994,-0.31350,-0.35000,I,100000000
0.05000,cum_effect,217,0.50000,0.99996,-0.27390,-0.35000,I,100000000
0.05000,cum_effect,217,inf,0.99987,-0.38759,-0.35000,I,100000000
0.05000,cum_effect,218,0.20000,0.99997,-0.32914,-0.35000,I,100000000
0.05000,cum_effect,218,0.33000,0.99997,-0.32125,-0.35000,I,100000000
0.05000,cum_effect,218,0.50000,0.99997,-0.28837,-0.35000,I,100000000
0.05000,cum_effect,218,inf,0.99993,-0.28941,-0.35000,I,100000000
0.05000,cum_effect,219,0.20000,0.99996,-0.27626,-0.35000,I,100000000
0.05000,cum_effect,219,0.33000,0.99997,-0.27585,-0.35000,I,100000000
0.05000,cum_effect,219,0.50000,0.99996,-0.28628,-0.35000,I,100000000
0.05000,cum_effect,219,inf,0.99994,-0.36766,-0.35000,I,100000000
0.05000,cum_effect,220,0.20000,0.99992,-0.28266,-0.35000,I,100000000
0.05000,cum_effect,220,0.33000,0.99991,-0.29405,-0.35000,I,100000000
0.05000,cum_effect,220,0.50000,0.99990,-0.28948,-0.35000,I,100000000
0.05000,cum_effect,220,inf,0.99959,-0.44272,-0.35000,I,100000000
0.05000,cum_effect,221,0.20000,0.99999,-0.42639,-0.35000,I,100000000
0.05000,cum_effect,221,0.33000,0.99999,-0.44225,-0.35000,I,100000000
0.05000,cum_effect,221,0.50000,0.99999,-0.35959,-0.35000,I,100000000
0.05000,cum_effect,221,inf,0.99996,-0.43943,-0.35000,I,100000000
0.05000,cum_effect,222,0.20000,0.99993,-0.33545,-0.35000,I,100000000
0.05000,cum_effect,222,0.33000,0.99991,-0.35328,-0.35000,I,100000000
0.05000,cum_effect,222,0.50000,0.99989,-0.33073,-0.35000,I,100000000
0.05000,cum_effect,222,inf,0.99986,-0.33028,-0.35000,I,100000000
0.05000,cum_effect,223,0.20000,0.99985,-0.36788,-0.35000,I,100000000
0.05000,cum_effect,223,0.33000,0.99986,-0.35844,-0.35000,I,100000000
0.05000,cum_effect,223,0.50000,0.99983,-0.37170,-0.35000,I,100000000
0.05000,cum_effect,223,inf,0.99972,-0.36794,-0.35000,I,100000000
0.05000,cum_effect,224,0.20000,0.99995,-0.29372,-0.35000,I,100000000
0.05000,cum_effect,224,0.33000,0.99992,-0.36395,-0.35000,I,100000000
0.05000,cum_effect,224,0.50000,0.99990,-0.36885,-0.35000,I,100000000
0.05000,cum_effect,224,inf,0.99984,-0.30802,-0.35000,I,100000000
0.05000,cum_effect,225,0.20000,0.99999,-0.33660,-0.35000,I,100000000
0.05000,cum_effect,225,0.33000,0.99999,-0.37038,-0.35000,I,100000000
0.05000,cum_effect,225,0.50000,0.99999,-0.32538,-0.35000,I,100000000
0.05000,cum_effect,225,inf,0.99999,-0.25734,-0.35000,I,100000000
0.05000,cum_effect,226,0.20000,0.99974,-0.24590,-0.35000,I,100000000
0.05000,cum_effect,226,0.33000,0.99984,-0.21102,-0.35000,I,100000000
0.05000,cum_effect,226,0.50000,0.99958,-0.23908,-0.35000,I,100000000
0.05000,cum_effect,226,inf,0.99952,-0.29661,-0.35000,I,100000000
0.05000,cum_effect,227,0.20000,0.99997,-0.16743,-0.35000,I,100000000
0.05000,cum_effect,227,0.33000,0.99995,-0.18659,-0.35000,I,100000000
0.05000,cum_effect,227,0.50000,0.99996,-0.22919,-0.35000,I,100000000
0.05000,cum_effect,227,inf,0.99986,-0.39470,-0.35000,I,100000000
0.05000,cum_effect,228,0.20000,0.99999,-0.31724,-0.35000,I,100000000
0.05000,cum_effect,228,0.33000,0.99999,-0.36871,-0.35000,I,100000000
0.05000,cum_effect,228,0.50000,0.99999,-0.35028,-0.35000,I,100000000
0.05000,cum_effect,228,inf,0.99997,-0.30612,-0.35000,I,100000000
0.05000,cum_effect,229,0.20000,0.99998,-0.33792,-0.35000,I,100000000
0.05000,cum_effect,229,0.33000,0.99998,-0.37034,-0.35000,I,100000000
0.05000,cum_effect,229,0.50000,0.99998,-0.35178,-0.35000,I,100000000
0.05000,cum_effect,229,inf,0.99996,-0.33552,-0.35000,I,100000000
0.05000,cum_effect,230,0.20000,0.99999,-0.26642,-0.35000,I,100000000
0.05000,cum_effect,230,0.33000,0.99998,-0.32907,-0.35000,I,100000000
0.05000,cum_effect,230,0.50000,0.99998,-0.29529,-0.35000,I,100000000
0.05000,cum_effect,230,inf,0.99997,-0.38315,-0.35000,I,100000000
0.05000,cum_effect,231,0.20000,0.99998,-0.32120,-0.35000,I,100000000
0.05000,cum_effect,231,0.33000,0.99997,-0.38139,-0.35000,I,100000000
0.05000,cum_effect,231,0.50000,0.99997,-0.35813,-0.35000,I,100000000
0.05000,cum_effect,231,inf,0.99998,-0.28421,-0.35000,I,100000000
0.05000,cum_effect,232,0.20000,0.99999,-0.46684,-0.35000,I,100000000
0.05000,cum_effect,232,0.33000,0.99999,-0.44193,-0.35000,I,100000000
0.05000,cum_effect,232,0.50000,0.99999,-0.38494,-0.35000,I,100000000
0.05000,cum_effect,232,inf,0.99998,-0.33949,-0.35000,I,100000000
0.05000,cum_effect,233,0.20000,0.99995,-0.31577,-0.35000,I,100000000
0.05000,cum_effect,233,0.33000,0.99994,-0.32724,-0.35000,I,100000000
0.05000,cum_effect,233,0.50000,0.99997,-0.27034,-0.35000,I,100000000
0.05000,cum_effect,233,inf,0.99986,-0.34803,-0.35000,I,100000000
0.05000,cum_effect,234,0.20000,0.99999,-0.37461,-0.35000,I,100000000
0.05000,cum_effect,234,0.33000,0.99998,-0.41416,-0.35000,I,100000000
0.05000,cum_effect,234,0.50000,0.99999,-0.35551,-0.35000,I,100000000
0.05000,cum_effect,234,inf,0.99997,-0.35125,-0.35000,I,100000000
0.05000,cum_effect,235,0.20000,0.99984,-0.34364,-0.35000,I,100000000
0.05000,cum_effect,235,0.33000,0.99989,-0.35631,-0.35000,I,100000000
0.05000,cum_effect,235,0.50000,0.99985,-0.38749,-0.35000,I,100000000
0.05000,cum_effect,235,inf,0.99968,-0.35134,-0.35000,I,100000000
0.05000,cum_effect,236,0.20000,1.00000,-0.38144,-0.35000,I,100000000
0.05000,cum_effect,236,0.33000,0.99999,-0.33500,-0.35000,I,100000000
0.05000,cum_effect,236,0.50000,0.99999,-0.27055,-0.35000,I,100000000
0.05000,cum_effect,236,inf,0.99999,-0.29105,-0.35000,I,100000000
0.05000,cum_effect,237,0.20000,0.99996,-0.23448,-0.35000,I,100000000
0.05000,cum_effect,237,0.33000,0.99993,-0.26239,-0.35000,I,100000000
0.05000,cum_effect,237,0.50000,0.99993,-0.30978,-0.35000,I,100000000
0.05000,cum_effect,237,inf,0.99975,-0.35402,-0.35000,I,100000000
0.05000,cum_effect,238,0.20000,0.99998,-0.33980,-0.35000,I,100000000
0.05000,cum_effect,238,0.33000,0.99996,-0.32080,-0.35000,I,100000000
0.05000,cum_effect,238,0.50000,0.99995,-0.31537,-0.35000,I,100000000
0.05000,cum_effect,238,inf,0.99994,-0.36761,-0.35000,I,100000000
0.05000,cum_effect,239,0.20000,0.99995,-0.38214,-0.35000,I,100000000
0.05000,cum_effect,239,0.33000,0.99994,-0.37649,-0.35000,I,100000000
0.05000,cum_effect,239,0.50000,0.99996,-0.33499,-0.35000,I,100000000
0.05000,cum_effect,239,inf,0.99996,-0.28946,-0.35000,I,100000000
0.05000,cum_effect,240,0.20000,0.99994,-0.27213,-0.35000,I,100000000
0.05000,cum_effect,240,0.33000,0.99993,-0.36518,-0.35000,I,100000000
0.05000,cum_effect,240,0.50000,0.99995,-0.33850,-0.35000,I,100000000
0.05000,cum_effect,240,inf,0.99984,-0.42300,-0.35000,I,100000000
0.05000,cum_effect,241,0.20000,0.99998,-0.32739,-0.35000,I,100000000
0.05000,cum_effect,241,0.33000,0.99999,-0.27276,-0.35000,I,100000000
0.05000,cum_effect,241,0.50000,0.99998,-0.32333,-0.35000,I,100000000
0.05000,cum_effect,241,inf,0.99996,-0.30659,-0.35000,I,100000000
0.05000,cum_effect,242,0.20000,0.99999,-0.34335,-0.35000,I,100000000
0.05000,cum_effect,242,0.33000,0.99998,-0.33003,-0.35000,I,100000000
0.05000,cum_effect,242,0.50000,0.99998,-0.37966,-0.35000,I,100000000
0.05000,cum_effect,242,inf,0.99996,-0.36959,-0.35000,I,100000000
0.05000,cum_effect,243,0.20000,0.99998,-0.38629,-0.35000,I,100000000
0.05000,cum_effect,243,0.33000,0.99997,-0.25507,-0.35000,I,100000000
0.05000,cum_effect,243,0.50000,0.99998,-0.33518,-0.35000,I,100000000
0.05000,cum_effect,243,inf,0.99996,-0.26506,-0.35000,I,100000000
0.05000,cum_effect,244,0.20000,0.99999,-0.33020,-0.35000,I,100000000
0.05000,cum_effect,244,0.33000,0.99999,-0.31032,-0.35000,I,100000000
0.05000,cum_effect,244,0.50000,0.99999,-0.30211,-0.35000,I,100000000
0.05000,cum_effect,244,inf,0.99998,-0.33809,-0.35000,I,100000000
0.05000,cum_effect,245,0.20000,0.99999,-0.28922,-0.35000,I,100000000
0.05000,cum_effect,245,0.33000,0.99999,-0.39232,-0.35000,I,100000000
0.05000,cum_effect,245,0.50000,0.99998,-0.33298,-0.35000,I,100000000
0.05000,cum_effect,245,inf,0.99996,-0.42491,-0.35000,I,100000000
0.05000,cum_effect,246,0.20000,0.99996,-0.18555,-0.35000,I,100000000
0.05000,cum_effect,246,0.33000,0.99996,-0.22675,-0.35000,I,100000000
0.05000,cum_effect,246,0.50000,0.99995,-0.31096,-0.35000,I,100000000
0.05000,cum_effect,246,inf,0.99972,-0.41230,-0.35000,I,100000000
0.05000,cum_effect,247,0.20000,0.99988,-0.32180,-0.35000,I,100000000
0.05000,cum_effect,247,0.33000,0.99987,-0.35387,-0.35000,I,100000000
0.05000,cum_effect,247,0.50000,0.99986,-0.36139,-0.35000,I,100000000
0.05000,cum_effect,247,inf,0.99970,-0.37240,-0.35000,I,100000000
0.05000,cum_effect,248,0.20000,0.99998,-0.30084,-0.35000,I,100000000
0.05000,cum_effect,248,0.33000,0.99998,-0.31202,-0.35000,I,100000000
0.05000,cum_effect,248,0.50000,0.99997,-0.30421,-0.35000,I,100000000
0.05000,cum_effect,248,inf,0.99996,-0.34309,-0.35000,I,100000000
0.05000,cum_effect,249,0.20000,0.99998,-0.30960,-0.35000,I,100000000
0.05000,cum_effect,249,0.33000,0.99998,-0.27435,-0.35000,I,100000000
0.05000,cum_effect,249,0.50000,0.99998,-0.28759,-0.35000,I,100000000
0.05000,cum_effect,249,inf,0.99997,-0.36077,-0.35000,I,100000000
0.05000,cum_effect,250,0.20000,0.99998,-0.32937,-0.35000,I,100000000
0.05000,cum_effect,250,0.33000,0.99997,-0.34246,-0.35000,I,100000000
0.05000,cum_effect,250,0.50000,0.99997,-0.25803,-0.35000,I,100000000
0.05000,cum_effect,250,inf,0.99993,-0.35683,-0.35000,I,100000000
0.05000,cum_effect,251,0.20000,0.99995,-0.34580,-0.35000,I,100000000
0.05000,cum_effect,251,0.33000,0.99992,-0.29346,-0.35000,I,100000000
0.05000,cum_effect,251,0.50000,0.99993,-0.30182,-0.35000,I,100000000
0.05000,cum_effect,251,inf,0.99987,-0.34083,-0.35000,I,100000000
0.05000,cum_effect,252,0.20000,1.00000,-0.32168,-0.35000,I,100000000
0.05000,cum_effect,252,0.33000,1.00000,-0.33558,-0.35000,I,100000000
0.05000,cum_effect,252,0.50000,0.99999,-0.40872,-0.35000,I,100000000
0.05000,cum_effect,252,inf,0.99999,-0.28168,-0.35000,I,100000000
0.05000,cum_effect,253,0.20000,0.99997,-0.16455,-0.35000,I,100000000
0.05000,cum_effect,253,0.33000,0.99995,-0.29098,-0.35000,I,100000000
0.05000,cum_effect,253,0.50000,0.99997,-0.32117,-0.35000,I,100000000
0.05000,cum_effect,253,inf,0.99992,-0.39728,-0.35000,I,100000000
0.05000,cum_effect,254,0.20000,0.99995,-0.39262,-0.35000,I,100000000
0.05000,cum_effect,254,0.33000,0.99994,-0.37420,-0.35000,I,100000000
0.05000,cum_effect,254,0.50000,0.99994,-0.37857,-0.35000,I,100000000
0.05000,cum_effect,254,inf,0.99983,-0.37090,-0.35000,I,100000000
0.05000,cum_effect,255,0.20000,0.99997,-0.30208,-0.35000,I,100000000
0.05000,cum_effect,255,0.33000,0.99996,-0.32970,-0.35000,I,100000000
0.05000,cum_effect,255,0.50000,0.99994,-0.36910,-0.35000,I,100000000
0.05000,cum_effect,255,inf,0.99996,-0.30373,-0.35000,I,100000000
0.05000,cum_effect,256,0.20000,0.99994,-0.23321,-0.35000,I,100000000
0.05000,cum_effect,256,0.33000,0.99994,-0.27396,-0.35000,I,100000000
0.05000,cum_effect,256,0.50000,0.99995,-0.22662,-0.35000,I,100000000
0.05000,cum_effect,256,inf,0.99983,-0.38371,-0.35000,I,100000000
0.05000,cum_effect,257,0.20000,0.99999,-0.35296,-0.35000,I,100000000
0.05000,cum_effect,257,0.33000,0.99998,-0.33852,-0.35000,I,100000000
0.05000,cum_effect,257,0.50000,0.99998,-0.37562,-0.35000,I,100000000
0.05000,cum_effect,257,inf,0.99997,-0.24582,-0.35000,I,100000000
0.05000,cum_effect,258,0.20000,0.99999,-0.36525,-0.35000,I,100000000
0.05000,cum_effect,258,0.33000,0.99999,-0.35973,-0.35000,I,100000000
0.05000,cum_effect,258,0.50000,0.99998,-0.37815,-0.35000,I,100000000
0.05000,cum_effect,258,inf,0.99998,-0.41204,-0.35000,I,100000000
0.05000,cum_effect,259,0.20000,0.99999,-0.24122,-0.35000,I,100000000
0.05000,cum_effect,259,0.33000,0.99999,-0.29800,-0.35000,I,100000000
0.05000,cum_effect,259,0.50000,0.99998,-0.30175,-0.35000,I,100000000
0.05000,cum_effect,259,inf,0.99996,-0.45876,-0.35000,I,100000000
0.05000,cum_effect,260,0.20000,0.99999,-0.34731,-0.35000,I,100000000
0.05000,cum_effect,260,0.33000,0.99999,-0.29902,-0.35000,I,100000000
0.05000,cum_effect,260,0.50000,0.99999,-0.32150,-0.35000,I,100000000
0.05000,cum_effect,260,inf,0.99998,-0.34238,-0.35000,I,100000000
0.05000,cum_effect,261,0.20000,0.99993,-0.30057,-0.35000,I,100000000
0.05000,cum_effect,261,0.33000,0.99991,-0.30470,-0.35000,I,100000000
0.05000,cum_effect,261,0.50000,0.99989,-0.32076,-0.35000,I,100000000
0.05000,cum_effect,261,inf,0.99981,-0.37625,-0.35000,I,100000000
0.05000,cum_effect,262,0.20000,0.99997,-0.22075,-0.35000,I,100000000
0.05000,cum_effect,262,0.33000,0.99997,-0.22502,-0.35000,I,100000000
0.05000,cum_effect,262,0.50000,0.99995,-0.26078,-0.35000,I,100000000
0.05000,cum_effect,262,inf,0.99982,-0.44835,-0.35000,I,100000000
0.05000,cum_effect,263,0.20000,0.99992,-0.29741,-0.35000,I,100000000
0.05000,cum_effect,263,0.33000,0.99987,-0.34040,-0.35000,I,100000000
0.05000,cum_effect,263,0.50000,0.99991,-0.31509,-0.35000,I,100000000
0.05000,cum_effect,263,inf,0.99980,-0.37851,-0.35000,I,100000000
0.05000,cum_effect,264,0.20000,0.99999,-0.20915,-0.35000,I,100000000
0.05000,cum_effect,264,0.33000,0.99999,-0.33854,-0.35000,I,100000000
0.05000,cum_effect,264,0.50000,0.99998,-0.31777,-0.35000,I,100000000
0.05000,cum_effect,264,inf,0.99996,-0.40995,-0.35000,I,100000000
0.05000,cum_effect,265,0.20000,0.99999,-0.38565,-0.35000,I,100000000
0.05000,cum_effect,265,0.33000,0.99999,-0.37078,-0.35000,I,100000000
0.05000,cum_effect,265,0.50000,0.99999,-0.35954,-0.35000,I,100000000
0.05000,cum_effect,265,inf,0.99998,-0.50338,-0.35000,I,100000000
0.05000,cum_effect,266,0.20000,0.99998,-0.16300,-0.35000,I,100000000
0.05000,cum_effect,266,0.33000,0.99998,-0.23697,-0.35000,I,100000000
0.05000,cum_effect,266,0.50000,0.99998,-0.23149,-0.35000,I,100000000
0.05000,cum_effect,266,inf,0.99996,-0.38592,-0.35000,I,100000000
0.05000,cum_effect,267,0.20000,0.99998,-0.27583,-0.35000,I,100000000
0.05000,cum_effect,267,0.33000,0.99995,-0.30636,-0.35000,I,100000000
0.05000,cum_effect,267,0.50000,0.99997,-0.31307,-0.35000,I,100000000
0.05000,cum_effect,267,inf,0.99969,-0.42151,-0.35000,I,100000000
0.05000,cum_effect,268,0.20000,0.99999,-0.34674,-0.35000,I,100000000
0.05000,cum_effect,268,0.33000,0.99999,-0.37718,-0.35000,I,100000000
0.05000,cum_effect,268,0.50000,0.99998,-0.41052,-0.35000,I,100000000
0.05000,cum_effect,268,inf,0.99996,-0.38598,-0.35000,I,100000000
0.05000,cum_effect,269,0.20000,0.99998,-0.31463,-0.35000,I,100000000
0.05000,cum_effect,269,0.33000,0.99998,-0.34560,-0.35000,I,100000000
0.05000,cum_effect,269,0.50000,0.99997,-0.32994,-0.35000,I,100000000
0.05000,cum_effect,269,inf,0.99996,-0.33211,-0.35000,I,100000000
0.05000,cum_effect,270,0.20000,0.99996,-0.25432,-0.35000,I,100000000
0.05000,cum_effect,270,0.33000,0.99994,-0.27396,-0.35000,I,100000000
0.05000,cum_effect,270,0.50000,0.99996,-0.28202,-0.35000,I,100000000
0.05000,cum_effect,270,inf,0.99990,-0.29473,-0.35000,I,100000000
0.05000,cum_effect,271,0.20000,0.99999,-0.33860,-0.35000,I,100000000
0.05000,cum_effect,271,0.33000,0.99999,-0.38263,-0.35000,I,100000000
0.05000,cum_effect,271,0.50000,0.99999,-0.37567,-0.35000,I,100000000
0.05000,cum_effect,271,inf,0.99999,-0.33807,-0.35000,I,100000000
0.05000,cum_effect,272,0.20000,0.99999,-0.28919,-0.35000,I,100000000
0.05000,cum_effect,272,0.33000,0.99999,-0.32181,-0.35000,I,100000000
0.05000,cum_effect,272,0.50000,0.99998,-0.31632,-0.35000,I,100000000
0.05000,cum_effect,272,inf,0.99997,-0.36838,-0.35000,I,100000000
0.05000,cum_effect,273,0.20000,0.99997,-0.41370,-0.35000,I,100000000
0.05000,cum_effect,273,0.33000,0.99997,-0.41283,-0.35000,I,100000000
0.05000,cum_effect,273,0.50000,0.99995,-0.41414,-0.35000,I,100000000
0.05000,cum_effect,273,inf,0.99994,-0.30338,-0.35000,I,100000000
0.05000,cum_effect,274,0.20000,0.99997,-0.27337,-0.35000,I,100000000
0.05000,cum_effect,274,0.33000,0.99997,-0.33455,-0.35000,I,100000000
0.05000,cum_effect,274,0.50000,0.99997,-0.31249,-0.35000,I,100000000
0.05000,cum_effect,274,inf,0.99989,-0.35671,-0.35000,I,100000000
0.05000,cum_effect,275,0.20000,0.99992,-0.33235,-0.35000,I,100000000
0.05000,cum_effect,275,0.33000,0.99993,-0.33593,-0.35000,I,100000000
0.05000,cum_effect,275,0.50000,0.99991,-0.32805,-0.35000,I,100000000
0.05000,cum_effect,275,inf,0.99974,-0.31839,-0.35000,I,100000000
0.05000,cum_effect,276,0.20000,0.99991,-0.27309,-0.35000,I,100000000
0.05000,cum_effect,276,0.33000,0.99987,-0.29104,-0.35000,I,100000000
0.05000,cum_effect,276,0.50000,0.99990,-0.33891,-0.35000,I,100000000
0.05000,cum_effect,276,inf,0.99954,-0.35324,-0.35000,I,100000000
0.05000,cum_effect,277,0.20000,0.99998,-0.30756,-0.35000,I,100000000
0.05000,cum_effect,277,0.33000,0.99997,-0.33322,-0.35000,I,100000000
0.05000,cum_effect,277,0.50000,0.99996,-0.35216,-0.35000,I,100000000
0.05000,cum_effect,277,inf,0.99994,-0.32910,-0.35000,I,100000000
0.05000,cum_effect,278,0.20000,0.99999,-0.24118,-0.35000,I,100000000
0.05000,cum_effect,278,0.33000,0.99999,-0.33628,-0.35000,I,100000000
0.05000,cum_effect,278,0.50000,0.99998,-0.34631,-0.35000,I,100000000
0.05000,cum_effect,278,inf,0.99997,-0.36646,-0.35000,I,100000000
0.05000,cum_effect,279,0.20000,0.99973,-0.31377,-0.35000,I,100000000
0.05000,cum_effect,279,0.33000,0.99985,-0.30498,-0.35000,I,100000000
0.05000,cum_effect,279,0.50000,0.99954,-0.35053,-0.35000,I,100000000
0.05000,cum_effect,279,inf,0.99927,-0.35329,-0.35000,I,100000000
0.05000,cum_effect,280,0.20000,0.99999,-0.29352,-0.35000,I,100000000
0.05000,cum_effect,280,0.33000,0.99998,-0.32585,-0.35000,I,100000000
0.05000,cum_effect,280,0.50000,0.99998,-0.38307,-0.35000,I,100000000
0.05000,cum_effect,280,inf,0.99995,-0.45118,-0.35000,I,100000000
0.05000,cum_effect,281,0.20000,0.99996,-0.32260,-0.35000,I,100000000
0.05000,cum_effect,281,0.33000,0.99993,-0.29198,-0.35000,I,100000000
0.05000,cum_effect,281,0.50000,0.99993,-0.41407,-0.35000,I,100000000
0.05000,cum_effect,281,inf,0.99991,-0.38753,-0.35000,I,100000000
0.05000,cum_effect,282,0.20000,0.99999,-0.29637,-0.35000,I,100000000
0.05000,cum_effect,282,0.33000,0.99999,-0.28196,-0.35000,I,100000000
0.05000,cum_effect,282,0.50000,0.99999,-0.24485,-0.35000,I,100000000
0.05000,cum_effect,282,inf,0.99997,-0.40135,-0.35000,I,100000000
0.05000,cum_effect,283,0.20000,0.99986,-0.38465,-0.35000,I,100000000
0.05000,cum_effect,283,0.33000,0.99992,-0.31746,-0.35000,I,100000000
0.05000,cum_effect,283,0.50000,0.99991,-0.36966,-0.35000,I,100000000
0.05000,cum_effect,283,inf,0.99993,-0.22295,-0.35000,I,100000000
0.05000,cum_effect,284,0.20000,0.99999,-0.33121,-0.35000,I,100000000
0.05000,cum_effect,284,0.33000,0.99998,-0.23759,-0.35000,I,100000000
0.05000,cum_effect,284,0.50000,0.99998,-0.29401,-0.35000,I,100000000
0.05000,cum_effect,284,inf,0.99996,-0.39753,-0.35000,I,100000000
0.05000,cum_effect,285,0.20000,0.99996,-0.32608,-0.35000,I,100000000
0.05000,cum_effect,285,0.33000,0.99994,-0.35229,-0.35000,I,100000000
0.05000,cum_effect,285,0.50000,0.99994,-0.33486,-0.35000,I,100000000
0.05000,cum_effect,285,inf,0.99985,-0.38216,-0.35000,I,100000000
0.05000,cum_effect,286,0.20000,0.99999,-0.31848,-0.35000,I,100000000
0.05000,cum_effect,286,0.33000,0.99999,-0.33455,-0.35000,I,100000000
