adm3_affected,adm2_pop_weight_perc_affected,adm2_affected,adm1_pop_weight_perc_affected,adm1_affected,adm0_name,Date,Policy,Opt,Source,AccessDate,Notes
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Padua,0.1909765545,Veneto,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Padua,0.1909765545,Veneto,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Padua,0.1909765545,Veneto,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/10/2020,home_isolation_partial,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/10/2020,travel_ban_intl_in,N,https://www.iata.org/contentassets/75e184437e0e40d5959cd455fe6ad015/italy-ncov-measures.pdf,03/15/2020,
All,1,All,1,All,Italy,03/10/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/11/2020,business_closure,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/11/2020,home_isolation,N,https://en.wikipedia.org/wiki/2020_Italy_coronavirus_lockdown,03/14/2020,
