adm1_name,date,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases
Busan,1/20/20,KOR,0,0,0,0
Busan,1/21/20,KOR,0,0,0,0
Busan,1/22/20,KOR,0,0,0,0
Busan,1/23/20,KOR,0,0,0,0
Busan,1/24/20,KOR,0,0,0,0
Busan,1/25/20,KOR,0,0,0,0
Busan,1/26/20,KOR,0,0,0,0
Busan,1/27/20,KOR,0,0,0,0
Busan,1/28/20,KOR,0,0,0,0
Busan,1/29/20,KOR,0,0,0,0
Busan,1/30/20,KOR,0,0,0,0
Busan,1/31/20,KOR,0,0,0,0
Busan,2/1/20,KOR,0,0,0,0
Busan,2/2/20,KOR,0,0,0,0
Busan,2/3/20,KOR,0,0,0,0
Busan,2/4/20,KOR,0,0,0,0
Busan,2/5/20,KOR,0,0,0,0
Busan,2/6/20,KOR,0,0,0,0
Busan,2/7/20,KOR,0,0,0,0
Busan,2/8/20,KOR,0,0,0,0
Busan,2/9/20,KOR,0,0,0,0
Busan,2/10/20,KOR,0,0,0,0
Busan,2/11/20,KOR,0,0,0,0
Busan,2/12/20,KOR,0,0,0,0
Busan,2/13/20,KOR,0,0,0,0
Busan,2/14/20,KOR,0,0,0,0
Busan,2/15/20,KOR,0,0,0,0
Busan,2/16/20,KOR,0,0,0,0
Busan,2/17/20,KOR,0,0,0,0
Busan,2/18/20,KOR,0,0,0,0
Busan,2/19/20,KOR,0,0,0,0
Busan,2/20/20,KOR,0,0,0,0
Busan,2/21/20,KOR,2,0,0,2
Busan,2/22/20,KOR,15,0,0,15
Busan,2/23/20,KOR,37,0,0,37
Busan,2/24/20,KOR,43,0,0,43
Busan,2/25/20,KOR,54,0,0,54
Busan,2/26/20,KOR,59,0,0,59
Busan,2/27/20,KOR,65,0,0,65
Busan,2/28/20,KOR,70,0,0,70
Busan,2/29/20,KOR,75,0,0,75
Busan,3/1/20,KOR,77,0,0,77
Busan,3/2/20,KOR,78,0,1,77
Busan,3/3/20,KOR,81,0,1,80
Busan,3/4/20,KOR,82,0,2,80
Busan,3/5/20,KOR,83,0,2,81
Busan,3/6/20,KOR,86,0,2,84
Busan,3/7/20,KOR,87,0,2,85
Busan,3/8/20,KOR,87,0,9,78
Busan,3/9/20,KOR,87,0,10,77
Busan,3/10/20,KOR,89,0,10,79
Busan,3/11/20,KOR,90,0,21,69
Busan,3/12/20,KOR,90,0,29,61
Busan,3/13/20,KOR,93,1,36,56
Busan,3/14/20,KOR,95,1,40,54
Busan,3/15/20,KOR,96,1,52,43
Busan,3/16/20,KOR,96,1,53,42
Busan,3/17/20,KOR,97,1,54,42
Busan,3/18/20,KOR,99,1,54,44
Busan,3/19/20,KOR,99,1,57,41
Busan,3/20/20,KOR,99,1,57,41
Busan,3/21/20,KOR,99,1,59,39
Busan,3/22/20,KOR,102,1,61,40
Busan,3/23/20,KOR,102,1,61,40
Busan,3/24/20,KOR,103,1,63,39
Busan,3/25/20,KOR,103,2,65,36
Busan,3/26/20,KOR,104,2,71,31
Busan,3/27/20,KOR,110,2,77,31
Busan,3/28/20,KOR,112,3,81,28
Busan,3/29/20,KOR,114,3,83,28
Chungcheongbuk-do,1/20/20,KOR,0,0,0,0
Chungcheongbuk-do,1/21/20,KOR,0,0,0,0
Chungcheongbuk-do,1/22/20,KOR,0,0,0,0
Chungcheongbuk-do,1/23/20,KOR,0,0,0,0
Chungcheongbuk-do,1/24/20,KOR,0,0,0,0
Chungcheongbuk-do,1/25/20,KOR,0,0,0,0
Chungcheongbuk-do,1/26/20,KOR,0,0,0,0
Chungcheongbuk-do,1/27/20,KOR,0,0,0,0
Chungcheongbuk-do,1/28/20,KOR,0,0,0,0
Chungcheongbuk-do,1/29/20,KOR,0,0,0,0
Chungcheongbuk-do,1/30/20,KOR,0,0,0,0
Chungcheongbuk-do,1/31/20,KOR,0,0,0,0
Chungcheongbuk-do,2/1/20,KOR,0,0,0,0
Chungcheongbuk-do,2/2/20,KOR,0,0,0,0
Chungcheongbuk-do,2/3/20,KOR,0,0,0,0
Chungcheongbuk-do,2/4/20,KOR,0,0,0,0
Chungcheongbuk-do,2/5/20,KOR,0,0,0,0
Chungcheongbuk-do,2/6/20,KOR,0,0,0,0
Chungcheongbuk-do,2/7/20,KOR,0,0,0,0
Chungcheongbuk-do,2/8/20,KOR,0,0,0,0
Chungcheongbuk-do,2/9/20,KOR,0,0,0,0
Chungcheongbuk-do,2/10/20,KOR,0,0,0,0
Chungcheongbuk-do,2/11/20,KOR,0,0,0,0
Chungcheongbuk-do,2/12/20,KOR,0,0,0,0
Chungcheongbuk-do,2/13/20,KOR,0,0,0,0
Chungcheongbuk-do,2/14/20,KOR,0,0,0,0
Chungcheongbuk-do,2/15/20,KOR,0,0,0,0
Chungcheongbuk-do,2/16/20,KOR,0,0,0,0
Chungcheongbuk-do,2/17/20,KOR,0,0,0,0
Chungcheongbuk-do,2/18/20,KOR,0,0,0,0
Chungcheongbuk-do,2/19/20,KOR,0,0,0,0
Chungcheongbuk-do,2/20/20,KOR,1,0,0,1
Chungcheongbuk-do,2/21/20,KOR,1,0,0,1
Chungcheongbuk-do,2/22/20,KOR,3,0,0,3
Chungcheongbuk-do,2/23/20,KOR,3,0,0,3
Chungcheongbuk-do,2/24/20,KOR,3,0,0,3
Chungcheongbuk-do,2/25/20,KOR,6,0,0,6
Chungcheongbuk-do,2/26/20,KOR,7,0,0,7
Chungcheongbuk-do,2/27/20,KOR,10,0,0,10
Chungcheongbuk-do,2/28/20,KOR,10,0,0,10
Chungcheongbuk-do,2/29/20,KOR,11,0,0,11
Chungcheongbuk-do,3/1/20,KOR,11,0,0,11
Chungcheongbuk-do,3/2/20,KOR,11,0,0,11
Chungcheongbuk-do,3/3/20,KOR,11,0,0,11
Chungcheongbuk-do,3/4/20,KOR,12,0,1,11
Chungcheongbuk-do,3/5/20,KOR,15,0,1,14
Chungcheongbuk-do,3/6/20,KOR,20,0,1,19
Chungcheongbuk-do,3/7/20,KOR,24,0,2,22
Chungcheongbuk-do,3/8/20,KOR,25,0,3,22
Chungcheongbuk-do,3/9/20,KOR,26,0,3,23
Chungcheongbuk-do,3/10/20,KOR,27,0,3,24
Chungcheongbuk-do,3/11/20,KOR,27,0,4,23
Chungcheongbuk-do,3/12/20,KOR,27,0,4,23
Chungcheongbuk-do,3/13/20,KOR,28,0,4,24
Chungcheongbuk-do,3/14/20,KOR,31,0,5,26
Chungcheongbuk-do,3/15/20,KOR,31,0,5,26
Chungcheongbuk-do,3/16/20,KOR,31,0,5,26
Chungcheongbuk-do,3/17/20,KOR,32,0,5,27
Chungcheongbuk-do,3/18/20,KOR,33,0,5,28
Chungcheongbuk-do,3/19/20,KOR,33,0,6,27
Chungcheongbuk-do,3/20/20,KOR,34,0,8,26
Chungcheongbuk-do,3/21/20,KOR,35,0,9,26
Chungcheongbuk-do,3/22/20,KOR,38,0,9,29
Chungcheongbuk-do,3/23/20,KOR,38,0,11,27
Chungcheongbuk-do,3/24/20,KOR,38,0,13,25
Chungcheongbuk-do,3/25/20,KOR,39,0,14,25
Chungcheongbuk-do,3/26/20,KOR,41,0,17,24
Chungcheongbuk-do,3/27/20,KOR,41,0,21,20
Chungcheongbuk-do,3/28/20,KOR,41,0,21,20
Chungcheongbuk-do,3/29/20,KOR,44,0,21,23
Chungcheongnam-do,1/20/20,KOR,0,0,0,0
Chungcheongnam-do,1/21/20,KOR,0,0,0,0
Chungcheongnam-do,1/22/20,KOR,0,0,0,0
Chungcheongnam-do,1/23/20,KOR,0,0,0,0
Chungcheongnam-do,1/24/20,KOR,0,0,0,0
Chungcheongnam-do,1/25/20,KOR,0,0,0,0
Chungcheongnam-do,1/26/20,KOR,0,0,0,0
Chungcheongnam-do,1/27/20,KOR,0,0,0,0
Chungcheongnam-do,1/28/20,KOR,0,0,0,0
Chungcheongnam-do,1/29/20,KOR,0,0,0,0
Chungcheongnam-do,1/30/20,KOR,0,0,0,0
Chungcheongnam-do,1/31/20,KOR,0,0,0,0
Chungcheongnam-do,2/1/20,KOR,0,0,0,0
Chungcheongnam-do,2/2/20,KOR,0,0,0,0
Chungcheongnam-do,2/3/20,KOR,0,0,0,0
Chungcheongnam-do,2/4/20,KOR,0,0,0,0
Chungcheongnam-do,2/5/20,KOR,0,0,0,0
Chungcheongnam-do,2/6/20,KOR,0,0,0,0
Chungcheongnam-do,2/7/20,KOR,0,0,0,0
Chungcheongnam-do,2/8/20,KOR,0,0,0,0
Chungcheongnam-do,2/9/20,KOR,0,0,0,0
Chungcheongnam-do,2/10/20,KOR,0,0,0,0
Chungcheongnam-do,2/11/20,KOR,0,0,0,0
Chungcheongnam-do,2/12/20,KOR,0,0,0,0
Chungcheongnam-do,2/13/20,KOR,0,0,0,0
Chungcheongnam-do,2/14/20,KOR,0,0,0,0
Chungcheongnam-do,2/15/20,KOR,0,0,0,0
Chungcheongnam-do,2/16/20,KOR,0,0,0,0
Chungcheongnam-do,2/17/20,KOR,0,0,0,0
Chungcheongnam-do,2/18/20,KOR,0,0,0,0
Chungcheongnam-do,2/19/20,KOR,0,0,0,0
Chungcheongnam-do,2/20/20,KOR,0,0,0,0
Chungcheongnam-do,2/21/20,KOR,1,0,0,1
Chungcheongnam-do,2/22/20,KOR,1,0,0,1
Chungcheongnam-do,2/23/20,KOR,1,0,0,1
Chungcheongnam-do,2/24/20,KOR,1,0,0,1
Chungcheongnam-do,2/25/20,KOR,4,0,0,4
Chungcheongnam-do,2/26/20,KOR,9,0,0,9
Chungcheongnam-do,2/27/20,KOR,19,0,0,19
Chungcheongnam-do,2/28/20,KOR,46,0,0,46
Chungcheongnam-do,2/29/20,KOR,63,0,0,63
Chungcheongnam-do,3/1/20,KOR,77,0,0,77
Chungcheongnam-do,3/2/20,KOR,80,0,0,80
Chungcheongnam-do,3/3/20,KOR,82,0,0,82
Chungcheongnam-do,3/4/20,KOR,85,0,0,85
Chungcheongnam-do,3/5/20,KOR,90,0,0,90
Chungcheongnam-do,3/6/20,KOR,94,0,1,93
Chungcheongnam-do,3/7/20,KOR,98,0,1,97
Chungcheongnam-do,3/8/20,KOR,102,0,1,101
Chungcheongnam-do,3/9/20,KOR,104,0,1,103
Chungcheongnam-do,3/10/20,KOR,114,0,1,113
Chungcheongnam-do,3/11/20,KOR,114,0,5,109
Chungcheongnam-do,3/12/20,KOR,115,0,8,107
Chungcheongnam-do,3/13/20,KOR,115,0,9,106
Chungcheongnam-do,3/14/20,KOR,115,0,10,105
Chungcheongnam-do,3/15/20,KOR,115,0,12,103
Chungcheongnam-do,3/16/20,KOR,115,0,15,100
Chungcheongnam-do,3/17/20,KOR,118,0,19,99
Chungcheongnam-do,3/18/20,KOR,118,0,31,87
Chungcheongnam-do,3/19/20,KOR,119,0,32,87
Chungcheongnam-do,3/20/20,KOR,119,0,32,87
Chungcheongnam-do,3/21/20,KOR,119,0,39,80
Chungcheongnam-do,3/22/20,KOR,120,0,39,81
Chungcheongnam-do,3/23/20,KOR,120,0,44,76
Chungcheongnam-do,3/24/20,KOR,120,0,56,64
Chungcheongnam-do,3/25/20,KOR,123,0,66,57
Chungcheongnam-do,3/26/20,KOR,124,0,68,56
Chungcheongnam-do,3/27/20,KOR,124,0,78,46
Chungcheongnam-do,3/28/20,KOR,126,0,81,45
Chungcheongnam-do,3/29/20,KOR,127,0,88,39
Daegu,1/20/20,KOR,0,0,0,0
Daegu,1/21/20,KOR,0,0,0,0
Daegu,1/22/20,KOR,0,0,0,0
Daegu,1/23/20,KOR,0,0,0,0
Daegu,1/24/20,KOR,0,0,0,0
Daegu,1/25/20,KOR,0,0,0,0
Daegu,1/26/20,KOR,0,0,0,0
Daegu,1/27/20,KOR,0,0,0,0
Daegu,1/28/20,KOR,0,0,0,0
Daegu,1/29/20,KOR,0,0,0,0
Daegu,1/30/20,KOR,0,0,0,0
Daegu,1/31/20,KOR,0,0,0,0
Daegu,2/1/20,KOR,0,0,0,0
Daegu,2/2/20,KOR,0,0,0,0
Daegu,2/3/20,KOR,0,0,0,0
Daegu,2/4/20,KOR,0,0,0,0
Daegu,2/5/20,KOR,0,0,0,0
Daegu,2/6/20,KOR,0,0,0,0
Daegu,2/7/20,KOR,0,0,0,0
Daegu,2/8/20,KOR,0,0,0,0
Daegu,2/9/20,KOR,0,0,0,0
Daegu,2/10/20,KOR,0,0,0,0
Daegu,2/11/20,KOR,0,0,0,0
Daegu,2/12/20,KOR,0,0,0,0
Daegu,2/13/20,KOR,0,0,0,0
Daegu,2/14/20,KOR,0,0,0,0
Daegu,2/15/20,KOR,0,0,0,0
Daegu,2/16/20,KOR,0,0,0,0
Daegu,2/17/20,KOR,0,0,0,0
Daegu,2/18/20,KOR,1,0,0,1
Daegu,2/19/20,KOR,11,0,0,11
Daegu,2/20/20,KOR,34,0,0,34
Daegu,2/21/20,KOR,84,0,0,84
Daegu,2/22/20,KOR,154,0,0,154
Daegu,2/23/20,KOR,302,1,0,301
Daegu,2/24/20,KOR,443,2,0,441
Daegu,2/25/20,KOR,499,2,0,497
Daegu,2/26/20,KOR,677,3,1,673
Daegu,2/27/20,KOR,1017,5,2,1010
Daegu,2/28/20,KOR,1314,7,3,1304
Daegu,2/29/20,KOR,2055,8,3,2044
Daegu,3/1/20,KOR,2569,15,6,2548
Daegu,3/2/20,KOR,3081,18,7,3056
Daegu,3/3/20,KOR,3601,22,9,3570
Daegu,3/4/20,KOR,4006,25,11,3970
Daegu,3/5/20,KOR,4327,28,12,4287
Daegu,3/6/20,KOR,4694,29,18,4647
Daegu,3/7/20,KOR,5084,33,27,5024
Daegu,3/8/20,KOR,5381,33,36,5312
Daegu,3/9/20,KOR,5571,39,93,5439
Daegu,3/10/20,KOR,5663,43,117,5503
Daegu,3/11/20,KOR,5794,46,155,5593
Daegu,3/12/20,KOR,5867,46,254,5567
Daegu,3/13/20,KOR,5928,49,304,5575
Daegu,3/14/20,KOR,5990,51,407,5532
Daegu,3/15/20,KOR,6031,51,474,5506
Daegu,3/16/20,KOR,6066,51,744,5271
Daegu,3/17/20,KOR,6098,54,958,5086
Daegu,3/18/20,KOR,6144,57,1059,5028
Daegu,3/19/20,KOR,6241,62,1402,4777
Daegu,3/20/20,KOR,6275,63,1595,4617
Daegu,3/21/20,KOR,6344,70,1885,4389
Daegu,3/22/20,KOR,6387,72,2137,4178
Daegu,3/23/20,KOR,6411,80,2338,3993
Daegu,3/24/20,KOR,6442,84,2606,3752
Daegu,3/25/20,KOR,6456,90,2776,3590
Daegu,3/26/20,KOR,6482,91,3088,3303
Daegu,3/27/20,KOR,6516,96,3377,3043
Daegu,3/28/20,KOR,6587,98,3603,2886
Daegu,3/29/20,KOR,6610,104,3770,2736
Daejeon,1/20/20,KOR,0,0,0,0
Daejeon,1/21/20,KOR,0,0,0,0
Daejeon,1/22/20,KOR,0,0,0,0
Daejeon,1/23/20,KOR,0,0,0,0
Daejeon,1/24/20,KOR,0,0,0,0
Daejeon,1/25/20,KOR,0,0,0,0
Daejeon,1/26/20,KOR,0,0,0,0
Daejeon,1/27/20,KOR,0,0,0,0
Daejeon,1/28/20,KOR,0,0,0,0
Daejeon,1/29/20,KOR,0,0,0,0
Daejeon,1/30/20,KOR,0,0,0,0
Daejeon,1/31/20,KOR,0,0,0,0
Daejeon,2/1/20,KOR,0,0,0,0
Daejeon,2/2/20,KOR,0,0,0,0
Daejeon,2/3/20,KOR,0,0,0,0
Daejeon,2/4/20,KOR,0,0,0,0
Daejeon,2/5/20,KOR,0,0,0,0
Daejeon,2/6/20,KOR,0,0,0,0
Daejeon,2/7/20,KOR,0,0,0,0
Daejeon,2/8/20,KOR,0,0,0,0
Daejeon,2/9/20,KOR,0,0,0,0
Daejeon,2/10/20,KOR,0,0,0,0
Daejeon,2/11/20,KOR,0,0,0,0
Daejeon,2/12/20,KOR,0,0,0,0
Daejeon,2/13/20,KOR,0,0,0,0
Daejeon,2/14/20,KOR,0,0,0,0
Daejeon,2/15/20,KOR,0,0,0,0
Daejeon,2/16/20,KOR,0,0,0,0
Daejeon,2/17/20,KOR,0,0,0,0
Daejeon,2/18/20,KOR,0,0,0,0
Daejeon,2/19/20,KOR,0,0,0,0
Daejeon,2/20/20,KOR,0,0,0,0
Daejeon,2/21/20,KOR,1,0,0,1
Daejeon,2/22/20,KOR,2,0,0,2
Daejeon,2/23/20,KOR,3,0,0,3
Daejeon,2/24/20,KOR,3,0,0,3
Daejeon,2/25/20,KOR,3,0,0,3
Daejeon,2/26/20,KOR,9,0,0,9
Daejeon,2/27/20,KOR,10,0,0,10
Daejeon,2/28/20,KOR,13,0,0,13
Daejeon,2/29/20,KOR,13,0,0,13
Daejeon,3/1/20,KOR,14,0,0,14
Daejeon,3/2/20,KOR,14,0,1,13
Daejeon,3/3/20,KOR,15,0,1,14
Daejeon,3/4/20,KOR,18,0,2,16
Daejeon,3/5/20,KOR,18,0,2,16
Daejeon,3/6/20,KOR,18,0,2,16
Daejeon,3/7/20,KOR,18,0,2,16
Daejeon,3/8/20,KOR,18,0,2,16
Daejeon,3/9/20,KOR,18,0,3,15
Daejeon,3/10/20,KOR,18,0,3,15
Daejeon,3/11/20,KOR,20,0,4,16
Daejeon,3/12/20,KOR,22,0,4,18
Daejeon,3/13/20,KOR,22,0,4,18
Daejeon,3/14/20,KOR,22,0,4,18
Daejeon,3/15/20,KOR,22,0,4,18
Daejeon,3/16/20,KOR,22,0,4,18
Daejeon,3/17/20,KOR,22,0,4,18
Daejeon,3/18/20,KOR,22,0,4,18
Daejeon,3/19/20,KOR,22,0,5,17
Daejeon,3/20/20,KOR,22,0,5,17
Daejeon,3/21/20,KOR,24,0,6,18
Daejeon,3/22/20,KOR,24,0,6,18
Daejeon,3/23/20,KOR,24,0,6,18
Daejeon,3/24/20,KOR,27,0,6,21
Daejeon,3/25/20,KOR,30,0,6,24
Daejeon,3/26/20,KOR,31,0,9,22
Daejeon,3/27/20,KOR,31,0,10,21
Daejeon,3/28/20,KOR,34,0,14,20
Daejeon,3/29/20,KOR,34,0,17,17
Gangwon-do,1/20/20,KOR,0,0,0,0
Gangwon-do,1/21/20,KOR,0,0,0,0
Gangwon-do,1/22/20,KOR,0,0,0,0
Gangwon-do,1/23/20,KOR,0,0,0,0
Gangwon-do,1/24/20,KOR,0,0,0,0
Gangwon-do,1/25/20,KOR,0,0,0,0
Gangwon-do,1/26/20,KOR,0,0,0,0
Gangwon-do,1/27/20,KOR,0,0,0,0
Gangwon-do,1/28/20,KOR,0,0,0,0
Gangwon-do,1/29/20,KOR,0,0,0,0
Gangwon-do,1/30/20,KOR,0,0,0,0
Gangwon-do,1/31/20,KOR,0,0,0,0
Gangwon-do,2/1/20,KOR,0,0,0,0
Gangwon-do,2/2/20,KOR,0,0,0,0
Gangwon-do,2/3/20,KOR,0,0,0,0
Gangwon-do,2/4/20,KOR,0,0,0,0
Gangwon-do,2/5/20,KOR,0,0,0,0
Gangwon-do,2/6/20,KOR,0,0,0,0
Gangwon-do,2/7/20,KOR,0,0,0,0
Gangwon-do,2/8/20,KOR,0,0,0,0
Gangwon-do,2/9/20,KOR,0,0,0,0
Gangwon-do,2/10/20,KOR,0,0,0,0
Gangwon-do,2/11/20,KOR,0,0,0,0
Gangwon-do,2/12/20,KOR,0,0,0,0
Gangwon-do,2/13/20,KOR,0,0,0,0
Gangwon-do,2/14/20,KOR,0,0,0,0
Gangwon-do,2/15/20,KOR,0,0,0,0
Gangwon-do,2/16/20,KOR,0,0,0,0
Gangwon-do,2/17/20,KOR,0,0,0,0
Gangwon-do,2/18/20,KOR,0,0,0,0
Gangwon-do,2/19/20,KOR,0,0,0,0
Gangwon-do,2/20/20,KOR,0,0,0,0
Gangwon-do,2/21/20,KOR,0,0,0,0
Gangwon-do,2/22/20,KOR,6,0,0,6
Gangwon-do,2/23/20,KOR,6,0,0,6
Gangwon-do,2/24/20,KOR,6,0,0,6
Gangwon-do,2/25/20,KOR,6,0,0,6
Gangwon-do,2/26/20,KOR,6,0,0,6
Gangwon-do,2/27/20,KOR,7,0,0,7
Gangwon-do,2/28/20,KOR,7,0,0,7
Gangwon-do,2/29/20,KOR,8,0,0,8
Gangwon-do,3/1/20,KOR,20,0,0,20
Gangwon-do,3/2/20,KOR,20,0,0,20
Gangwon-do,3/3/20,KOR,21,0,0,21
Gangwon-do,3/4/20,KOR,25,1,3,21
Gangwon-do,3/5/20,KOR,26,1,3,22
Gangwon-do,3/6/20,KOR,26,1,3,22
Gangwon-do,3/7/20,KOR,27,1,3,23
Gangwon-do,3/8/20,KOR,27,1,3,23
Gangwon-do,3/9/20,KOR,27,1,3,23
Gangwon-do,3/10/20,KOR,28,1,6,21
Gangwon-do,3/11/20,KOR,28,1,6,21
Gangwon-do,3/12/20,KOR,28,1,6,21
Gangwon-do,3/13/20,KOR,28,1,6,21
Gangwon-do,3/14/20,KOR,28,1,6,21
Gangwon-do,3/15/20,KOR,29,1,7,21
Gangwon-do,3/16/20,KOR,29,1,7,21
Gangwon-do,3/17/20,KOR,29,1,8,20
Gangwon-do,3/18/20,KOR,30,1,8,21
Gangwon-do,3/19/20,KOR,30,1,9,20
Gangwon-do,3/20/20,KOR,30,1,10,19
Gangwon-do,3/21/20,KOR,30,1,12,17
Gangwon-do,3/22/20,KOR,30,1,13,16
Gangwon-do,3/23/20,KOR,30,1,14,15
Gangwon-do,3/24/20,KOR,30,1,14,15
Gangwon-do,3/25/20,KOR,30,1,15,14
Gangwon-do,3/26/20,KOR,31,1,18,12
Gangwon-do,3/27/20,KOR,32,1,20,11
Gangwon-do,3/28/20,KOR,34,1,20,13
Gangwon-do,3/29/20,KOR,36,1,21,14
Gwangju,1/20/20,KOR,0,0,0,0
Gwangju,1/21/20,KOR,0,0,0,0
Gwangju,1/22/20,KOR,0,0,0,0
Gwangju,1/23/20,KOR,0,0,0,0
Gwangju,1/24/20,KOR,0,0,0,0
Gwangju,1/25/20,KOR,0,0,0,0
Gwangju,1/26/20,KOR,0,0,0,0
Gwangju,1/27/20,KOR,0,0,0,0
Gwangju,1/28/20,KOR,0,0,0,0
Gwangju,1/29/20,KOR,0,0,0,0
Gwangju,1/30/20,KOR,0,0,0,0
Gwangju,1/31/20,KOR,0,0,0,0
Gwangju,2/1/20,KOR,0,0,0,0
Gwangju,2/2/20,KOR,0,0,0,0
Gwangju,2/3/20,KOR,0,0,0,0
Gwangju,2/4/20,KOR,1,0,0,1
Gwangju,2/5/20,KOR,2,0,0,2
Gwangju,2/6/20,KOR,2,0,0,2
Gwangju,2/7/20,KOR,2,0,0,2
Gwangju,2/8/20,KOR,2,0,0,2
Gwangju,2/9/20,KOR,2,0,0,2
Gwangju,2/10/20,KOR,2,0,0,2
Gwangju,2/11/20,KOR,2,0,0,2
Gwangju,2/12/20,KOR,2,0,0,2
Gwangju,2/13/20,KOR,2,0,0,2
Gwangju,2/14/20,KOR,2,0,0,2
Gwangju,2/15/20,KOR,2,0,0,2
Gwangju,2/16/20,KOR,2,0,0,2
Gwangju,2/17/20,KOR,2,0,0,2
Gwangju,2/18/20,KOR,2,0,0,2
Gwangju,2/19/20,KOR,2,0,0,2
Gwangju,2/20/20,KOR,3,0,2,1
Gwangju,2/21/20,KOR,6,0,2,4
Gwangju,2/22/20,KOR,8,0,2,6
Gwangju,2/23/20,KOR,9,0,2,7
Gwangju,2/24/20,KOR,9,0,2,7
Gwangju,2/25/20,KOR,9,0,2,7
Gwangju,2/26/20,KOR,9,0,2,7
Gwangju,2/27/20,KOR,9,0,2,7
Gwangju,2/28/20,KOR,9,0,2,7
Gwangju,2/29/20,KOR,9,0,2,7
Gwangju,3/1/20,KOR,9,0,2,7
Gwangju,3/2/20,KOR,12,0,2,10
Gwangju,3/3/20,KOR,12,0,2,10
Gwangju,3/4/20,KOR,13,0,2,11
Gwangju,3/5/20,KOR,13,0,2,11
Gwangju,3/6/20,KOR,13,0,3,10
Gwangju,3/7/20,KOR,14,0,3,11
Gwangju,3/8/20,KOR,15,0,3,12
Gwangju,3/9/20,KOR,15,0,3,12
Gwangju,3/10/20,KOR,15,0,3,12
Gwangju,3/11/20,KOR,15,0,3,12
Gwangju,3/12/20,KOR,15,0,3,12
Gwangju,3/13/20,KOR,15,0,3,12
Gwangju,3/14/20,KOR,16,0,3,13
Gwangju,3/15/20,KOR,16,0,3,13
Gwangju,3/16/20,KOR,16,0,3,13
Gwangju,3/17/20,KOR,18,0,6,12
Gwangju,3/18/20,KOR,18,0,7,11
Gwangju,3/19/20,KOR,18,0,10,8
Gwangju,3/20/20,KOR,19,0,10,9
Gwangju,3/21/20,KOR,19,0,10,9
Gwangju,3/22/20,KOR,19,0,10,9
Gwangju,3/23/20,KOR,19,0,11,8
Gwangju,3/24/20,KOR,19,0,11,8
Gwangju,3/25/20,KOR,19,0,11,8
Gwangju,3/26/20,KOR,20,0,11,9
Gwangju,3/27/20,KOR,20,0,11,9
Gwangju,3/28/20,KOR,20,0,12,8
Gwangju,3/29/20,KOR,20,0,13,7
Gyeonggi-do,1/20/20,KOR,0,0,0,0
Gyeonggi-do,1/21/20,KOR,0,0,0,0
Gyeonggi-do,1/22/20,KOR,0,0,0,0
Gyeonggi-do,1/23/20,KOR,0,0,0,0
Gyeonggi-do,1/24/20,KOR,0,0,0,0
Gyeonggi-do,1/25/20,KOR,0,0,0,0
Gyeonggi-do,1/26/20,KOR,1,0,0,1
Gyeonggi-do,1/27/20,KOR,2,0,0,2
Gyeonggi-do,1/28/20,KOR,2,0,0,2
Gyeonggi-do,1/29/20,KOR,2,0,0,2
Gyeonggi-do,1/30/20,KOR,2,0,0,2
Gyeonggi-do,1/31/20,KOR,2,0,0,2
Gyeonggi-do,2/1/20,KOR,4,0,0,4
Gyeonggi-do,2/2/20,KOR,7,0,0,7
Gyeonggi-do,2/3/20,KOR,7,0,0,7
Gyeonggi-do,2/4/20,KOR,7,0,0,7
Gyeonggi-do,2/5/20,KOR,9,0,0,9
Gyeonggi-do,2/6/20,KOR,9,0,0,9
Gyeonggi-do,2/7/20,KOR,9,0,0,9
Gyeonggi-do,2/8/20,KOR,9,0,0,9
Gyeonggi-do,2/9/20,KOR,12,0,1,11
Gyeonggi-do,2/10/20,KOR,12,0,1,11
Gyeonggi-do,2/11/20,KOR,12,0,1,11
Gyeonggi-do,2/12/20,KOR,12,0,3,9
Gyeonggi-do,2/13/20,KOR,12,0,3,9
Gyeonggi-do,2/14/20,KOR,12,0,3,9
Gyeonggi-do,2/15/20,KOR,12,0,3,9
Gyeonggi-do,2/16/20,KOR,12,0,3,9
Gyeonggi-do,2/17/20,KOR,12,0,4,8
Gyeonggi-do,2/18/20,KOR,13,0,6,7
Gyeonggi-do,2/19/20,KOR,13,0,6,7
Gyeonggi-do,2/20/20,KOR,13,0,6,7
Gyeonggi-do,2/21/20,KOR,15,0,6,9
Gyeonggi-do,2/22/20,KOR,21,0,7,14
Gyeonggi-do,2/23/20,KOR,32,0,7,25
Gyeonggi-do,2/24/20,KOR,42,0,9,33
Gyeonggi-do,2/25/20,KOR,49,1,9,39
Gyeonggi-do,2/26/20,KOR,58,1,9,48
Gyeonggi-do,2/27/20,KOR,72,1,9,62
Gyeonggi-do,2/28/20,KOR,80,1,9,70
Gyeonggi-do,2/29/20,KOR,85,1,9,75
Gyeonggi-do,3/1/20,KOR,95,1,9,85
Gyeonggi-do,3/2/20,KOR,95,1,9,85
Gyeonggi-do,3/3/20,KOR,100,1,9,90
Gyeonggi-do,3/4/20,KOR,105,1,9,95
Gyeonggi-do,3/5/20,KOR,109,1,13,95
Gyeonggi-do,3/6/20,KOR,114,1,16,97
Gyeonggi-do,3/7/20,KOR,119,1,16,102
Gyeonggi-do,3/8/20,KOR,124,1,19,104
Gyeonggi-do,3/9/20,KOR,129,1,23,105
