adm3_name,adm_1_name,pop,state,place
Welcome CDP,South Carolina,6891.0,45,75535
Branchville town,South Carolina,1111.0,45,08245
Cowpens town,South Carolina,1855.0,45,17260
Pacolet town,South Carolina,2578.0,45,53845
Watts Mills CDP,South Carolina,2036.0,45,75220
Walhalla city,South Carolina,4259.0,45,74095
Stuckey town,South Carolina,206.0,45,70045
Paxville town,South Carolina,292.0,45,55060
Summerton town,South Carolina,1031.0,45,70225
McClellanville town,South Carolina,478.0,45,43585
Central Pacolet town,South Carolina,176.0,45,13060
Inman Mills CDP,South Carolina,1341.0,45,35800
Saxon CDP,South Carolina,3792.0,45,64240
Cross Hill town,South Carolina,646.0,45,17890
Wagener town,South Carolina,861.0,45,74050
Lake Wylie CDP,South Carolina,12170.0,45,39785
Georgetown city,South Carolina,8960.0,45,28870
Elgin town,South Carolina,1550.0,45,23245
Red Hill CDP,South Carolina,15015.0,45,59190
Monarch Mill CDP,South Carolina,1528.0,45,47200
Lake City city,South Carolina,6697.0,45,39310
Scranton town,South Carolina,747.0,45,64600
Stickney town,South Dakota,279.0,46,61700
Kimball city,South Dakota,551.0,46,33980
Deadwood city,South Dakota,1386.0,46,15700
Whitewood city,South Dakota,1062.0,46,71580
Rapid City city,South Dakota,72841.0,46,52980
Ethan town,South Dakota,365.0,46,20060
Lower Brule CDP,South Dakota,727.0,46,39180
Alcester city,South Dakota,1019.0,46,00700
Mission city,South Dakota,1220.0,46,42940
Glenham town,South Dakota,98.0,46,24620
Carthage city,South Dakota,180.0,46,10220
Howard city,South Dakota,984.0,46,30460
Farmer town,South Dakota,2.0,46,21060
Hillsview town,South Dakota,0.0,46,29340
Chancellor town,South Dakota,300.0,46,11380
Colton city,South Dakota,713.0,46,13380
Sherman town,South Dakota,63.0,46,58580
Lane town,South Dakota,70.0,46,35780
Groton city,South Dakota,1965.0,46,26340
Warner town,South Dakota,463.0,46,68740
Westport town,South Dakota,147.0,46,70540
South Shore town,South Dakota,192.0,46,59940
Tea city,South Dakota,4866.0,46,63100
Wounded Knee CDP,South Dakota,521.0,46,72900
Altamont town,South Dakota,21.0,46,01140
Toronto town,South Dakota,203.0,46,63740
Eagle Butte city,South Dakota,1182.0,46,17620
Martin city,South Dakota,1019.0,46,41100
Irene city,South Dakota,543.0,46,31940
Bristol city,South Dakota,410.0,46,07300
Butler town,South Dakota,11.0,46,08860
Fairfax town,South Dakota,122.0,46,20380
Dante town,South Dakota,94.0,46,15420
Pickstown town,South Dakota,163.0,46,49460
Reliance town,South Dakota,285.0,46,54020
Hosmer city,South Dakota,214.0,46,30140
Ipswich city,South Dakota,976.0,46,31860
Emery city,South Dakota,534.0,46,19420
Wood town,South Dakota,46.0,46,72620
Tolstoy town,South Dakota,33.0,46,63700
Two Strike CDP,South Dakota,269.0,46,64840
Lowry town,South Dakota,6.0,46,39260
Fort Thompson CDP,South Dakota,1271.0,46,22340
Tyndall city,South Dakota,1151.0,46,64860
Highmore city,South Dakota,770.0,46,28980
Okaton CDP,South Dakota,7.0,46,46620
Lead city,South Dakota,3021.0,46,36220
Box Elder city,South Dakota,9277.0,46,06620
Cresbard town,South Dakota,114.0,46,14580
Onaka town,South Dakota,7.0,46,46980
Orient town,South Dakota,51.0,46,47460
Badger town,South Dakota,90.0,46,03060
Cottonwood town,South Dakota,5.0,46,14220
Castlewood city,South Dakota,644.0,46,10500
Lake Norden city,South Dakota,438.0,46,35460
Ramona town,South Dakota,169.0,46,52860
Brentford town,South Dakota,77.0,46,07060
Baltic city,South Dakota,1108.0,46,03380
Long Lake town,South Dakota,32.0,46,38860
Marion city,South Dakota,829.0,46,40860
Kennebec town,South Dakota,325.0,46,33580
Aurora Center CDP,South Dakota,65.0,46,02860
Plankinton city,South Dakota,691.0,46,50020
Harrold town,South Dakota,75.0,46,27420
Dolton town,South Dakota,53.0,46,16860
Parker city,South Dakota,993.0,46,48380
Storla CDP,South Dakota,34.0,46,61940
Blunt city,South Dakota,444.0,46,06180
North Sioux City city,South Dakota,2693.0,46,45700
Rosebud CDP,South Dakota,1528.0,46,55940
St. Francis town,South Dakota,547.0,46,57140
Spring Creek CDP,South Dakota,260.0,46,60500
Akaska town,South Dakota,45.0,46,00540
Selby city,South Dakota,734.0,46,58140
Bryant city,South Dakota,517.0,46,08060
Hayti town,South Dakota,414.0,46,27820
Lake Preston city,South Dakota,464.0,46,35500
Agar town,South Dakota,76.0,46,00460
Ashton city,South Dakota,142.0,46,02540
Frankfort city,South Dakota,99.0,46,22580
Garretson city,South Dakota,1221.0,46,23820
Murdo city,South Dakota,353.0,46,44260
Rapid Valley CDP,South Dakota,9034.0,46,53007
Ortley town,South Dakota,43.0,46,47660
Peever town,South Dakota,176.0,46,48940
Fruitdale town,South Dakota,75.0,46,23140
Iroquois city,South Dakota,330.0,46,32020
Conde city,South Dakota,121.0,46,13700
Tulare town,South Dakota,256.0,46,64300
Hartford city,South Dakota,3043.0,46,27540
Valley Springs city,South Dakota,732.0,46,66260
Newell city,South Dakota,734.0,46,44860
Menno city,South Dakota,704.0,46,41980
Parkston city,South Dakota,1645.0,46,48460
Lesterville town,South Dakota,103.0,46,36540
Belvidere town,South Dakota,52.0,46,04620
Canova town,South Dakota,96.0,46,09420
Claremont town,South Dakota,82.0,46,12100
Verdon town,South Dakota,4.0,46,66660
Fulton town,South Dakota,127.0,46,23220
Huron city,South Dakota,13116.0,46,31060
Brandon city,South Dakota,9731.0,46,06840
Dell Rapids city,South Dakota,3683.0,46,15980
Columbia city,South Dakota,148.0,46,13420
Aurora town,South Dakota,639.0,46,02780
Brookings city,South Dakota,23471.0,46,07580
Elkton city,South Dakota,779.0,46,18700
Utica town,South Dakota,95.0,46,65780
Olivet town,South Dakota,75.0,46,46900
Tripp city,South Dakota,668.0,46,64020
Gayville town,South Dakota,399.0,46,23900
Central City city,South Dakota,153.0,46,11140
Tabor town,South Dakota,401.0,46,62820
Chamberlain city,South Dakota,2653.0,46,11220
Pukwana town,South Dakota,261.0,46,52220
Blackhawk CDP,South Dakota,3000.0,46,05780
Hudson town,South Dakota,294.0,46,30740
Wallace town,South Dakota,107.0,46,68420
Canton city,South Dakota,3352.0,46,09500
Harrisburg city,South Dakota,5429.0,46,27260
Pine Ridge CDP,South Dakota,3487.0,46,49660
Colome city,South Dakota,433.0,46,13300
Langford town,South Dakota,431.0,46,35820
Clear Lake city,South Dakota,1307.0,46,12540
Dupree city,South Dakota,522.0,46,17420
Pierpont town,South Dakota,164.0,46,49540
Roslyn town,South Dakota,218.0,46,56380
Waubay city,South Dakota,514.0,46,69340
Isabel town,South Dakota,164.0,46,32140
Albee town,South Dakota,4.0,46,00620
Strandburg town,South Dakota,71.0,46,61980
Bradley town,South Dakota,74.0,46,06660
McLaughlin city,South Dakota,509.0,46,40020
Kyle CDP,South Dakota,791.0,46,34460
Oglala CDP,South Dakota,1473.0,46,46540
Faith city,South Dakota,382.0,46,20980
Trent town,South Dakota,296.0,46,63940
Philip city,South Dakota,815.0,46,49300
Miller city,South Dakota,1481.0,46,42460
Freeman city,South Dakota,1322.0,46,23020
Milltown CDP,South Dakota,13.0,46,42620
White Lake city,South Dakota,453.0,46,71180
Leola city,South Dakota,467.0,46,36460
Viborg city,South Dakota,842.0,46,67020
Alexandria city,South Dakota,670.0,46,00820
Eureka city,South Dakota,942.0,46,20180
Wetonka town,South Dakota,10.0,46,70740
Centerville city,South Dakota,891.0,46,11060
Monroe town,South Dakota,164.0,46,43380
Clark city,South Dakota,1351.0,46,12180
Little Eagle CDP,South Dakota,333.0,46,37900
Stockholm town,South Dakota,119.0,46,61740
Fairburn town,South Dakota,92.0,46,20340
Timber Lake city,South Dakota,517.0,46,63620
St. Lawrence town,South Dakota,152.0,46,57180
Kaylor CDP,South Dakota,37.0,46,33380
Yankton city,South Dakota,14529.0,46,73060
Pollock town,South Dakota,197.0,46,51260
Faulkton city,South Dakota,842.0,46,21260
Spencer city,South Dakota,140.0,46,60060
Aberdeen city,South Dakota,27925.0,46,00100
Davis town,South Dakota,62.0,46,15540
Florence town,South Dakota,340.0,46,21820
Batesland town,South Dakota,113.0,46,03860
Winner city,South Dakota,2854.0,46,72180
Raymond town,South Dakota,61.0,46,53260
Geddes city,South Dakota,291.0,46,23980
Vermillion city,South Dakota,10687.0,46,66700
Colman city,South Dakota,721.0,46,13220
Bullhead CDP,South Dakota,396.0,46,08460
Wessington Springs city,South Dakota,790.0,46,70220
Sturgis city,South Dakota,6715.0,46,62100
Artesian town,South Dakota,202.0,46,02380
Artas town,South Dakota,6.0,46,02340
Draper town,South Dakota,100.0,46,17020
Spearfish city,South Dakota,11300.0,46,60020
Keystone town,South Dakota,422.0,46,33820
Oacoma town,South Dakota,484.0,46,46180
Presho city,South Dakota,597.0,46,51820
Jefferson city,South Dakota,622.0,46,32700
Parmelee CDP,South Dakota,809.0,46,48500
Java town,South Dakota,146.0,46,32460
Hetland town,South Dakota,7.0,46,28460
Oldham city,South Dakota,146.0,46,46780
Madison city,South Dakota,7094.0,46,40220
Nunda town,South Dakota,45.0,46,46060
Wolsey town,South Dakota,450.0,46,72540
Volga city,South Dakota,2127.0,46,67700
Stratford town,South Dakota,79.0,46,62020
Wagner city,South Dakota,1494.0,46,68020
Egan city,South Dakota,317.0,46,18460
Hamill CDP,South Dakota,0.0,46,26660
Garden City town,South Dakota,54.0,46,23460
Gary city,South Dakota,305.0,46,23860
Virgil town,South Dakota,19.0,46,67500
Yale town,South Dakota,121.0,46,73020
Allen CDP,South Dakota,470.0,46,00900
Milbank city,South Dakota,3178.0,46,42260
Dallas town,South Dakota,89.0,46,15300
Nisland town,South Dakota,283.0,46,45180
Oelrichs town,South Dakota,95.0,46,46500
Armour city,South Dakota,888.0,46,02260
Porcupine CDP,South Dakota,1482.0,46,51340
New Witten town,South Dakota,43.0,46,45100
Alpena town,South Dakota,311.0,46,01020
Flandreau city,South Dakota,2440.0,46,21540
Ward town,South Dakota,57.0,46,68660
Midland town,South Dakota,109.0,46,42140
Camp Crook town,South Dakota,53.0,46,09260
Britton city,South Dakota,1687.0,46,07380
Lake City town,South Dakota,60.0,46,35220
Veblen city,South Dakota,557.0,46,66540
Custer city,South Dakota,2124.0,46,15140
Webster city,South Dakota,1808.0,46,69780
Whitehorse CDP,South Dakota,155.0,46,71140
La Bolt town,South Dakota,91.0,46,34540
Twin Brooks town,South Dakota,46.0,46,64700
Burke city,South Dakota,649.0,46,08700
Herrick town,South Dakota,138.0,46,28420
Naples town,South Dakota,22.0,46,44620
Ravinia town,South Dakota,74.0,46,53220
Morristown town,South Dakota,32.0,46,43860
Henry town,South Dakota,270.0,46,28140
Astoria town,South Dakota,186.0,46,02580
Brandt town,South Dakota,92.0,46,06940
Buffalo Gap town,South Dakota,92.0,46,08340
Hermosa town,South Dakota,521.0,46,28300
Green Grass CDP,South Dakota,24.0,46,25900
North Eagle Butte CDP,South Dakota,2106.0,46,45548
Big Stone City city,South Dakota,557.0,46,05540
Bonesteel city,South Dakota,424.0,46,06220
St. Charles CDP,South Dakota,12.0,46,57060
Vienna town,South Dakota,19.0,46,67220
Bruce city,South Dakota,140.0,46,07740
McIntosh city,South Dakota,229.0,46,39940
Hazel town,South Dakota,118.0,46,27940
Arlington city,South Dakota,950.0,46,02180
Bancroft town,South Dakota,14.0,46,03420
Onida city,South Dakota,649.0,46,47180
Northville town,South Dakota,151.0,46,45740
Turton town,South Dakota,44.0,46,64540
Mount Vernon city,South Dakota,502.0,46,44100
Bushnell town,South Dakota,97.0,46,08820
Avon city,South Dakota,711.0,46,02900
Scotland city,South Dakota,744.0,46,57940
North Spearfish CDP,South Dakota,2464.0,46,45715
Ashland Heights CDP,South Dakota,751.0,46,02530
Claire City town,South Dakota,81.0,46,12020
Corona town,South Dakota,79.0,46,13940
Summit town,South Dakota,413.0,46,62220
Pierre city,South Dakota,13974.0,46,49600
White Horse CDP,South Dakota,160.0,46,71150
Grenville town,South Dakota,72.0,46,26220
Letcher town,South Dakota,244.0,46,36620
Goodwin town,South Dakota,133.0,46,24820
Andover town,South Dakota,105.0,46,01500
Marvin town,South Dakota,29.0,46,41220
Gregory city,South Dakota,1430.0,46,26180
Belle Fourche city,South Dakota,5622.0,46,04380
New Underwood city,South Dakota,764.0,46,45060
New Effington town,South Dakota,240.0,46,44820
Lebanon town,South Dakota,23.0,46,36260
Wilmot city,South Dakota,526.0,46,71980
Salem city,South Dakota,1394.0,46,57340
Gettysburg city,South Dakota,1233.0,46,24260
Beresford city,South Dakota,2212.0,46,04980
Antelope CDP,South Dakota,953.0,46,01740
Mobridge city,South Dakota,3420.0,46,43180
De Smet city,South Dakota,1162.0,46,16260
Erwin town,South Dakota,34.0,46,19860
Wentworth village,South Dakota,196.0,46,70020
Mellette city,South Dakota,161.0,46,41860
Redfield city,South Dakota,2623.0,46,53460
Humboldt town,South Dakota,819.0,46,30900
Vilas town,South Dakota,23.0,46,67340
Hecla city,South Dakota,191.0,46,27980
Roscoe city,South Dakota,317.0,46,55820
Hurley city,South Dakota,379.0,46,30980
Lake Andes city,South Dakota,884.0,46,35100
Loomis CDP,South Dakota,0.0,46,39020
Wessington city,South Dakota,309.0,46,70140
Mission Hill town,South Dakota,276.0,46,42980
Lily town,South Dakota,2.0,46,37140
Revillo town,South Dakota,86.0,46,54220
Fort Pierre city,South Dakota,2276.0,46,22260
Edgemont city,South Dakota,806.0,46,18300
Corsica city,South Dakota,600.0,46,13980
Interior town,South Dakota,59.0,46,31620
Bison town,South Dakota,365.0,46,05620
Chelsea town,South Dakota,36.0,46,11500
Seneca town,South Dakota,15.0,46,58180
Bridgewater city,South Dakota,424.0,46,07180
Montrose city,South Dakota,478.0,46,43500
White River city,South Dakota,563.0,46,71340
Elk Point city,South Dakota,2231.0,46,18620
New Holland CDP,South Dakota,15.0,46,44940
Mound City town,South Dakota,69.0,46,44020
Volin town,South Dakota,175.0,46,67780
Hot Springs city,South Dakota,3519.0,46,30220
Colonial Pine Hills CDP,South Dakota,2192.0,46,13355
Green Valley CDP,South Dakota,1044.0,46,26035
Hill City city,South Dakota,1180.0,46,29100
Wall town,South Dakota,722.0,46,68380
Wasta town,South Dakota,135.0,46,69140
Sisseton city,South Dakota,2548.0,46,59260
White Rock town,South Dakota,3.0,46,71380
Estelline city,South Dakota,801.0,46,19980
Crooks city,South Dakota,1349.0,46,14740
Delmont city,South Dakota,237.0,46,16060
Kadoka city,South Dakota,914.0,46,33180
Wanblee CDP,South Dakota,904.0,46,68580
Canistota city,South Dakota,639.0,46,09300
Hitchcock town,South Dakota,123.0,46,29500
White city,South Dakota,552.0,46,70940
Mitchell city,South Dakota,15566.0,46,43100
Dimock town,South Dakota,198.0,46,16620
Harrison CDP,South Dakota,95.0,46,27300
Bowdle city,South Dakota,496.0,46,06540
Eden town,South Dakota,120.0,46,18180
Ree Heights town,South Dakota,80.0,46,53940
Willow Lake city,South Dakota,357.0,46,71940
Lennox city,South Dakota,2190.0,46,36380
Broadland town,South Dakota,25.0,46,07420
Wakonda town,South Dakota,266.0,46,68100
Doland city,South Dakota,181.0,46,16820
Sinai town,South Dakota,115.0,46,58900
Hoven town,South Dakota,370.0,46,30300
Quinn town,South Dakota,60.0,46,52500
Vivian CDP,South Dakota,115.0,46,67620
Lemmon city,South Dakota,1335.0,46,36340
Frederick town,South Dakota,201.0,46,22860
Herreid city,South Dakota,444.0,46,28340
Springfield city,South Dakota,1962.0,46,60660
Rosholt town,South Dakota,588.0,46,56340
Sioux Falls city,South Dakota,170401.0,46,59020
Cavour town,South Dakota,119.0,46,10620
Marty CDP,South Dakota,477.0,46,41180
Buffalo town,South Dakota,335.0,46,08140
La Plant CDP,South Dakota,146.0,46,35940
Kranzburg town,South Dakota,201.0,46,34340
Manderson-White Horse Creek CDP,South Dakota,774.0,46,40550
Pringle town,South Dakota,145.0,46,51940
Fairview town,South Dakota,63.0,46,20780
Woonsocket city,South Dakota,696.0,46,72700
Platte city,South Dakota,1509.0,46,50260
Rockham town,South Dakota,23.0,46,55540
Watertown city,South Dakota,22083.0,46,69300
Ola CDP,South Dakota,0.0,46,46700
Worthing city,South Dakota,1114.0,46,72820
Summerset city,South Dakota,2285.0,46,62155
Piedmont city,South Dakota,856.0,46,49500
Morningside CDP,South Dakota,143.0,46,43780
Shindler CDP,South Dakota,881.0,46,58590
Running Water CDP,South Dakota,31.0,46,56820
Bath CDP,South Dakota,229.0,46,03900
Ferney CDP,South Dakota,41.0,46,21380
Bath Corner CDP,South Dakota,80.0,46,03960
Anderson CDP,South Dakota,430.0,46,01450
Gann Valley CDP,South Dakota,5.0,46,23421
Forestburg CDP,South Dakota,128.0,46,22100
Richland CDP,South Dakota,56.0,46,54750
Long Hollow CDP,South Dakota,242.0,46,38760
Fedora CDP,South Dakota,28.0,46,21340
Mansfield CDP,South Dakota,138.0,46,40580
Agency Village CDP,South Dakota,218.0,46,00520
Goodwill CDP,South Dakota,757.0,46,24775
Cow Creek CDP,South Dakota,30.0,46,14320
Crocker CDP,South Dakota,28.0,46,14660
Lake Poinsett CDP,South Dakota,505.0,46,35480
Renner Corner CDP,South Dakota,299.0,46,54145
Meadow View Addition CDP,South Dakota,448.0,46,41680
Pine Lakes Addition CDP,South Dakota,324.0,46,49640
Chester CDP,South Dakota,321.0,46,11660
Brant Lake CDP,South Dakota,57.0,46,07040
Lake Madison CDP,South Dakota,873.0,46,35430
Winfred CDP,South Dakota,70.0,46,72100
Blucksberg Mountain CDP,South Dakota,486.0,46,06120
Kidder CDP,South Dakota,0.0,46,33900
Prairie City CDP,South Dakota,9.0,46,51660
Waverly CDP,South Dakota,46.0,46,69420
Corn Creek CDP,South Dakota,87.0,46,13840
Norris CDP,South Dakota,197.0,46,45420
St. Onge CDP,South Dakota,38.0,46,57260
Johnson Siding CDP,South Dakota,511.0,46,32820
Vale CDP,South Dakota,93.0,46,65900
Okreek CDP,South Dakota,379.0,46,46660
Soldier Creek CDP,South Dakota,248.0,46,59700
Bijou Hills CDP,South Dakota,0.0,46,05580
Dakota Dunes CDP,South Dakota,2950.0,46,15256
Buffalo Chip town,South Dakota,0.0,46,08330
Roswell CDP,South Dakota,2.0,46,56420
Caputa CDP,South Dakota,0.0,46,09780
Dyer city,Tennessee,2320.0,47,22180
McLemoresville town,Tennessee,312.0,47,45000
Friendship city,Tennessee,705.0,47,27960
Tullahoma city,Tennessee,19037.0,47,75320
Gibson town,Tennessee,345.0,47,29020
Milan city,Tennessee,7715.0,47,48660
Hornsby town,Tennessee,311.0,47,36080
Crump city,Tennessee,1309.0,47,18620
Moscow city,Tennessee,740.0,47,50300
Saltillo town,Tennessee,553.0,47,66340
Mount Pleasant city,Tennessee,4748.0,47,51080
Banner Hill CDP,Tennessee,1375.0,47,03120
Hopewell CDP,Tennessee,1900.0,47,35880
South Cleveland CDP,Tennessee,7882.0,47,69740
Elkton city,Tennessee,458.0,47,23660
Jamestown city,Tennessee,2048.0,47,37780
White Bluff town,Tennessee,3350.0,47,79980
Enville town,Tennessee,211.0,47,24240
Gatlinburg city,Tennessee,4126.0,47,28800
Mascot CDP,Tennessee,2379.0,47,46400
Linden town,Tennessee,875.0,47,42720
Dresden town,Tennessee,2963.0,47,21540
Niota city,Tennessee,1096.0,47,53380
Baxter town,Tennessee,1438.0,47,03680
Pittman Center town,Tennessee,569.0,47,58940
Cross Plains city,Tennessee,1569.0,47,18420
Rogersville town,Tennessee,4326.0,47,64820
Greeneville town,Tennessee,14895.0,47,30980
Pleasant View city,Tennessee,4277.0,47,59560
Puryear city,Tennessee,655.0,47,61160
Henry town,Tennessee,581.0,47,33400
Dunlap city,Tennessee,5061.0,47,22000
Mosheim town,Tennessee,2327.0,47,50320
New Hope city,Tennessee,909.0,47,52780
Memphis city,Tennessee,654723.0,47,48000
Manchester city,Tennessee,10430.0,47,45500
Mountain City town,Tennessee,2394.0,47,50400
Monterey town,Tennessee,2847.0,47,49760
Jefferson City city,Tennessee,8220.0,47,37960
Silerton town,Tennessee,123.0,47,68560
Green Hill CDP,Tennessee,7117.0,47,31100
Nolensville town,Tennessee,7119.0,47,53460
Slayden town,Tennessee,112.0,47,69080
Jackson city,Tennessee,66977.0,47,37640
Charleston city,Tennessee,865.0,47,13020
Erwin town,Tennessee,5921.0,47,24360
Orlinda city,Tennessee,1100.0,47,56020
Harrogate city,Tennessee,4299.0,47,32640
Bean Station city,Tennessee,3089.0,47,03760
Madisonville city,Tennessee,4709.0,47,45320
Munford city,Tennessee,6009.0,47,51540
Fairmount CDP,Tennessee,2681.0,47,25080
Midtown CDP,Tennessee,1443.0,47,48460
Helenwood CDP,Tennessee,996.0,47,33120
Lynchburg,Moore County metropolitan government; Tennessee,6302.0,47,44382
Nashville-Davidson metropolitan government (balance),Tennessee,654187.0,47,52006
Hartsville/Trousdale County,Tennessee,8773.0,47,32742
Lake City city,Tennessee,1886.0,47,40240
Lakewood Park CDP,Tennessee,774.0,47,40732
Hillsboro CDP,Tennessee,325.0,47,34700
New Union CDP,Tennessee,1876.0,47,53240
Mooresburg CDP,Tennessee,778.0,47,49940
Robbins CDP,Tennessee,197.0,47,63920
Elgin CDP,Tennessee,313.0,47,23440
Park City CDP,Tennessee,2354.0,47,56800
Flintville CDP,Tennessee,720.0,47,26580
Chesterfield CDP,Tennessee,452.0,47,14220
Darden CDP,Tennessee,285.0,47,19500
Apison CDP,Tennessee,2997.0,47,01480
Falling Water CDP,Tennessee,1269.0,47,25560
Flat Top Mountain CDP,Tennessee,381.0,47,26490
Mowbray Mountain CDP,Tennessee,1543.0,47,51402
Sale Creek CDP,Tennessee,2596.0,47,66220
Walnut Grove CDP (Hardin County),Tennessee,252.0,47,77760
Olivet CDP,Tennessee,1539.0,47,55820
Coalfield CDP,Tennessee,2567.0,47,15880
Walland CDP,Tennessee,275.0,47,77700
Wildwood CDP,Tennessee,906.0,47,80740
Petros CDP,Tennessee,549.0,47,57780
Fairgarden CDP,Tennessee,241.0,47,24990
Pelham CDP,Tennessee,405.0,47,57500
Lyles CDP,Tennessee,1178.0,47,44360
Wrigley CDP,Tennessee,205.0,47,82120
Bon Aqua Junction CDP,Tennessee,1113.0,47,07280
Riceville CDP,Tennessee,943.0,47,62580
Tellico Village CDP,Tennessee,5890.0,47,73270
Bowman CDP,Tennessee,195.0,47,07620
Clarkrange CDP,Tennessee,821.0,47,15120
Andersonville CDP,Tennessee,343.0,47,01220
Lone Oak CDP,Tennessee,862.0,47,43420
Dodson Branch CDP,Tennessee,1209.0,47,20930
Algood city,Tennessee,3895.0,47,00640
Oak Grove CDP (Washington County),Tennessee,5170.0,47,54700
Telford CDP,Tennessee,814.0,47,73220
Summertown CDP,Tennessee,607.0,47,72040
Castalian Springs CDP,Tennessee,545.0,47,11440
Bransford CDP,Tennessee,200.0,47,08080
Bethpage CDP,Tennessee,445.0,47,05500
Walnut Grove CDP (Sumner County),Tennessee,1018.0,47,77820
Cottontown CDP,Tennessee,440.0,47,17420
Fairfield CDP,Tennessee,131.0,47,24960
Shackle Island CDP,Tennessee,2694.0,47,67230
Graball CDP,Tennessee,213.0,47,30220
New Deal CDP,Tennessee,354.0,47,52520
Oak Grove CDP (Sumner County),Tennessee,223.0,47,54640
Eva CDP,Tennessee,245.0,47,24640
Fincastle CDP,Tennessee,1264.0,47,26120
Unionville CDP,Tennessee,1607.0,47,76180
Grimsley CDP,Tennessee,1614.0,47,31420
Rockvale CDP,Tennessee,986.0,47,64400
Christiana CDP,Tennessee,2767.0,47,14860
Parker's Crossroads city,Tennessee,363.0,47,56870
Iron City CDP,Tennessee,235.0,47,37360
Dowelltown town,Tennessee,361.0,47,21420
Central CDP,Tennessee,2284.0,47,12460
Pine Crest CDP,Tennessee,2347.0,47,58240
Pleasant Hill town,Tennessee,537.0,47,59240
Liberty town,Tennessee,323.0,47,42040
Baileyton town,Tennessee,476.0,47,02780
Mount Carmel town,Tennessee,5386.0,47,50580
Murfreesboro city,Tennessee,126188.0,47,51560
Clarksville city,Tennessee,147771.0,47,15160
Greenback city,Tennessee,992.0,47,30880
Kimball town,Tennessee,1517.0,47,39400
Whitwell city,Tennessee,2237.0,47,80620
Bluff City city,Tennessee,1772.0,47,06960
Normandy town,Tennessee,87.0,47,53580
Jellico city,Tennessee,2427.0,47,38020
Elizabethton city,Tennessee,13796.0,47,23500
Roan Mountain CDP,Tennessee,1458.0,47,63840
Fairfield Glade CDP,Tennessee,8217.0,47,24980
Surgoinsville town,Tennessee,2175.0,47,72380
Auburntown town,Tennessee,238.0,47,02400
Kingston Springs town,Tennessee,2763.0,47,39660
New Tazewell town,Tennessee,2750.0,47,53140
McEwen city,Tennessee,1694.0,47,44840
Union City city,Tennessee,10479.0,47,75940
Woodland Mills city,Tennessee,343.0,47,81700
Clifton city,Tennessee,2685.0,47,15480
Fayetteville city,Tennessee,6976.0,47,25920
Lafayette city,Tennessee,4985.0,47,40160
Chattanooga city,Tennessee,176291.0,47,14000
Arlington town,Tennessee,11678.0,47,01740
Ashland City town,Tennessee,4599.0,47,02180
Pegram town,Tennessee,2571.0,47,57480
Cumberland Gap town,Tennessee,318.0,47,18880
Caryville town,Tennessee,2731.0,47,11360
Troy town,Tennessee,1499.0,47,75240
Oak Ridge city,Tennessee,29009.0,47,55120
Rockwood city,Tennessee,5415.0,47,64440
Smyrna town,Tennessee,46885.0,47,69420
Hohenwald city,Tennessee,3651.0,47,35160
Lenoir City city,Tennessee,9007.0,47,41760
Orme town,Tennessee,102.0,47,56040
Powells Crossroads town,Tennessee,1495.0,47,60500
Brighton town,Tennessee,2916.0,47,08500
Covington city,Tennessee,8921.0,47,17680
Bartlett city,Tennessee,58640.0,47,03440
Crab Orchard city,Tennessee,755.0,47,17840
Lake Tansi CDP,Tennessee,4150.0,47,40560
Tusculum city,Tennessee,2666.0,47,75560
Church Hill city,Tennessee,6686.0,47,14980
Maynardville city,Tennessee,2611.0,47,46700
Hornbeak town,Tennessee,428.0,47,36000
Harriman city,Tennessee,6153.0,47,32520
Adams city,Tennessee,720.0,47,00200
Greenbrier town,Tennessee,6720.0,47,30960
Springfield city,Tennessee,16692.0,47,70500
Johnson City city,Tennessee,65598.0,47,38320
Spurgeon CDP,Tennessee,4148.0,47,70680
Eastview town,Tennessee,887.0,47,22920
Guys town,Tennessee,521.0,47,31680
Germantown city,Tennessee,39230.0,47,28960
Walterhill CDP,Tennessee,250.0,47,77980
Red Boiling Springs city,Tennessee,1659.0,47,62000
Winfield town,Tennessee,935.0,47,81280
Louisville city,Tennessee,4141.0,47,43820
Woodbury town,Tennessee,2696.0,47,81560
Tazewell town,Tennessee,2124.0,47,73120
Berry Hill city,Tennessee,891.0,47,05140
Oak Hill city,Tennessee,4681.0,47,54780
Paris city,Tennessee,10059.0,47,56720
Waverly city,Tennessee,4070.0,47,78560
Ripley city,Tennessee,8148.0,47,63340
Mount Juliet city,Tennessee,31397.0,47,50780
Rural Hill CDP,Tennessee,1897.0,47,65642
Harrison CDP,Tennessee,7427.0,47,32600
Middle Valley CDP,Tennessee,12252.0,47,48360
Milledgeville town,Tennessee,288.0,47,48920
Byrdstown town,Tennessee,941.0,47,10180
Oakland town,Tennessee,7508.0,47,54920
Rossville town,Tennessee,709.0,47,65240
Clarksburg town,Tennessee,384.0,47,15140
Dyersburg city,Tennessee,16666.0,47,22200
Dickson city,Tennessee,15128.0,47,20620
Sewanee CDP,Tennessee,2377.0,47,67140
Beersheba Springs town,Tennessee,616.0,47,04240
Humboldt city,Tennessee,8155.0,47,36460
Gordonsville town,Tennessee,1489.0,47,30120
Tennessee Ridge town,Tennessee,1461.0,47,73460
Fall Branch CDP,Tennessee,1848.0,47,25540
Watauga city,Tennessee,318.0,47,78240
Saulsbury town,Tennessee,108.0,47,66680
St. Joseph city,Tennessee,925.0,47,66160
