adm3_name,adm_1_name,pop,state,place
Medon city,Tennessee,173.0,47,47020
Mitchellville city,Tennessee,170.0,47,49460
Watertown city,Tennessee,1408.0,47,78320
Big Sandy town,Tennessee,604.0,47,05860
Lookout Mountain town,Tennessee,1983.0,47,43640
Ooltewah CDP,Tennessee,512.0,47,55900
Signal Mountain town,Tennessee,8507.0,47,68540
Sardis town,Tennessee,463.0,47,66660
Bethel Springs town,Tennessee,793.0,47,05380
Tellico Plains town,Tennessee,939.0,47,73260
Ramer city,Tennessee,370.0,47,61520
Petersburg town,Tennessee,722.0,47,57740
Cedar Hill city,Tennessee,371.0,47,11980
Soddy-Daisy city,Tennessee,13364.0,47,69560
Allardt city,Tennessee,508.0,47,00660
Lynnville town,Tennessee,341.0,47,44420
East Ridge city,Tennessee,21193.0,47,22720
Lexington city,Tennessee,7731.0,47,41980
Calhoun town,Tennessee,605.0,47,10440
Englewood town,Tennessee,1615.0,47,24040
Michie town,Tennessee,769.0,47,48180
Oakdale town,Tennessee,186.0,47,54280
Seymour CDP,Tennessee,10574.0,47,67200
Spencer town,Tennessee,1729.0,47,70240
Gray CDP,Tennessee,1973.0,47,30700
Greenfield city,Tennessee,2124.0,47,31000
Stanton town,Tennessee,407.0,47,70820
Scotts Hill town,Tennessee,854.0,47,66880
Gainesboro town,Tennessee,784.0,47,28420
Finger city,Tennessee,425.0,47,26160
Sunbright city,Tennessee,430.0,47,72140
Wartburg city,Tennessee,908.0,47,78100
Graysville town,Tennessee,1774.0,47,30760
Eagleville city,Tennessee,808.0,47,22360
Norris city,Tennessee,1622.0,47,53600
Bell Buckle town,Tennessee,430.0,47,04460
La Follette city,Tennessee,6983.0,47,40180
McKenzie city,Tennessee,5455.0,47,44940
Jonesborough town,Tennessee,5275.0,47,38540
Cookeville city,Tennessee,32536.0,47,16920
Luttrell town,Tennessee,891.0,47,44300
Sevierville city,Tennessee,16387.0,47,67120
Wildwood Lake CDP,Tennessee,3668.0,47,80760
Farragut town,Tennessee,21975.0,47,25760
Ridgely town,Tennessee,1963.0,47,63060
Tiptonville town,Tennessee,4375.0,47,74540
Knoxville city,Tennessee,184465.0,47,40000
Athens city,Tennessee,13559.0,47,02320
Chapel Hill town,Tennessee,1520.0,47,12880
Decatur town,Tennessee,1481.0,47,19880
Sweetwater city,Tennessee,5842.0,47,72540
Lobelville city,Tennessee,891.0,47,43160
Ducktown city,Tennessee,465.0,47,21740
Dayton city,Tennessee,7341.0,47,19700
Townsend city,Tennessee,400.0,47,74860
Bulls Gap town,Tennessee,736.0,47,09560
Alcoa city,Tennessee,9343.0,47,00540
Rockford city,Tennessee,746.0,47,64160
Newport city,Tennessee,6780.0,47,53000
Parsons city,Tennessee,2403.0,47,57080
Samburg town,Tennessee,246.0,47,66360
South Fulton city,Tennessee,2474.0,47,69900
Hunter CDP,Tennessee,2067.0,47,36500
Jasper town,Tennessee,3312.0,47,37820
Monteagle town,Tennessee,1875.0,47,49740
Oneida town,Tennessee,3682.0,47,55860
Garland town,Tennessee,396.0,47,28680
Kingsport city,Tennessee,52698.0,47,39560
Morrison town,Tennessee,677.0,47,50220
Franklin city,Tennessee,72990.0,47,27740
Savannah city,Tennessee,6977.0,47,66720
Morristown city,Tennessee,29446.0,47,50280
Ethridge town,Tennessee,635.0,47,24460
Bruceton town,Tennessee,1445.0,47,08960
Crossville city,Tennessee,11284.0,47,18540
Alexandria town,Tennessee,1146.0,47,00620
Centerville town,Tennessee,3548.0,47,12420
Clinton city,Tennessee,9961.0,47,15580
Shelbyville city,Tennessee,21028.0,47,67760
Wartrace town,Tennessee,604.0,47,78120
Eagleton Village CDP,Tennessee,5163.0,47,22340
Belle Meade city,Tennessee,2584.0,47,04620
Trimble town,Tennessee,547.0,47,75160
Oliver Springs town,Tennessee,3984.0,47,55800
Waynesboro city,Tennessee,2416.0,47,78600
Ardmore city,Tennessee,1295.0,47,01640
Philadelphia city,Tennessee,1020.0,47,57900
South Pittsburg city,Tennessee,3064.0,47,70060
Huntsville town,Tennessee,1548.0,47,36640
Jacksboro town,Tennessee,2085.0,47,37600
Loudon town,Tennessee,5697.0,47,43780
Mason town,Tennessee,1050.0,47,46420
Atoka town,Tennessee,8994.0,47,02340
Burlison town,Tennessee,406.0,47,09860
Collinwood city,Tennessee,930.0,47,16480
Smithville city,Tennessee,4659.0,47,69320
Friendsville city,Tennessee,849.0,47,28060
Decaturville town,Tennessee,1005.0,47,19900
Maryville city,Tennessee,28208.0,47,46380
Henderson city,Tennessee,6237.0,47,33260
Cottage Grove town,Tennessee,91.0,47,17340
Forest Hills city,Tennessee,5002.0,47,27020
Kenton town,Tennessee,1154.0,47,39140
Obion town,Tennessee,1421.0,47,55240
Rives town,Tennessee,263.0,47,63800
Kingston city,Tennessee,5812.0,47,39620
La Vergne city,Tennessee,34905.0,47,41200
Gates town,Tennessee,595.0,47,28740
Collierville town,Tennessee,48960.0,47,16420
Lakeland city,Tennessee,12623.0,47,40350
Blountville CDP,Tennessee,2654.0,47,06740
Henning town,Tennessee,912.0,47,33360
Unicoi town,Tennessee,3556.0,47,75820
Burns town,Tennessee,1736.0,47,09880
Viola town,Tennessee,85.0,47,77400
Hollow Rock town,Tennessee,643.0,47,35280
Newbern town,Tennessee,3329.0,47,52400
Vanleer town,Tennessee,299.0,47,76860
Decherd city,Tennessee,3073.0,47,19920
Trenton city,Tennessee,4120.0,47,75000
Altamont town,Tennessee,1044.0,47,00940
Tracy City town,Tennessee,1305.0,47,74880
Sneedville town,Tennessee,1347.0,47,69460
Hickory Valley town,Tennessee,99.0,47,33920
Whiteville town,Tennessee,4548.0,47,80540
Columbia city,Tennessee,36635.0,47,16540
Goodlettsville city,Tennessee,16935.0,47,29920
White House city,Tennessee,11107.0,47,80200
Minor Hill city,Tennessee,493.0,47,49360
Pulaski city,Tennessee,7653.0,47,61040
Cornersville town,Tennessee,1266.0,47,17180
Collegedale city,Tennessee,10902.0,47,16300
South Carthage town,Tennessee,1305.0,47,69680
Bolivar city,Tennessee,5037.0,47,07180
Parrottsville town,Tennessee,336.0,47,57040
New Johnsonville city,Tennessee,1963.0,47,52820
Blaine city,Tennessee,2012.0,47,06340
Rutledge town,Tennessee,1589.0,47,65820
Gruetli-Laager city,Tennessee,2305.0,47,31490
Toone town,Tennessee,390.0,47,74640
Portland city,Tennessee,12258.0,47,60280
Lakesite city,Tennessee,1770.0,47,40540
Walden town,Tennessee,1873.0,47,77540
Brownsville city,Tennessee,9829.0,47,08920
Centertown town,Tennessee,324.0,47,12380
Fairview city,Tennessee,8442.0,47,25440
Spring Hill city,Tennessee,35995.0,47,70580
La Grange town,Tennessee,79.0,47,40200
Somerville town,Tennessee,3121.0,47,69620
Bells city,Tennessee,2687.0,47,04720
Charlotte town,Tennessee,1547.0,47,13080
Huntland town,Tennessee,693.0,47,36600
Palmer town,Tennessee,709.0,47,56560
Yorkville city,Tennessee,267.0,47,82360
Dandridge town,Tennessee,2891.0,47,19380
White Pine town,Tennessee,2364.0,47,80360
Gallatin city,Tennessee,34495.0,47,28540
Westmoreland town,Tennessee,2322.0,47,79420
Lebanon city,Tennessee,30212.0,47,41520
East Cleveland CDP,Tennessee,1698.0,47,22500
Millington city,Tennessee,11073.0,47,49060
Brentwood city,Tennessee,41524.0,47,08280
Braden town,Tennessee,260.0,47,07840
Trezevant town,Tennessee,724.0,47,75100
Alamo town,Tennessee,2221.0,47,00440
Winchester city,Tennessee,8467.0,47,81080
Rutherford town,Tennessee,1146.0,47,65760
Grand Junction city,Tennessee,296.0,47,30280
Middleton city,Tennessee,624.0,47,48340
New Market town,Tennessee,1442.0,47,52940
Loretto city,Tennessee,1906.0,47,43700
Hendersonville city,Tennessee,55635.0,47,33280
Halls town,Tennessee,2424.0,47,31820
Cleveland city,Tennessee,43496.0,47,15400
Camden city,Tennessee,3554.0,47,10560
Red Bank city,Tennessee,11744.0,47,61960
Adamsville town,Tennessee,2098.0,47,00240
Doyle town,Tennessee,612.0,47,21500
Erin city,Tennessee,1240.0,47,24320
Dover city,Tennessee,2013.0,47,21400
Coopertown town,Tennessee,4398.0,47,16980
Ridgetop city,Tennessee,2231.0,47,63140
Pigeon Forge city,Tennessee,6147.0,47,58080
Gleason town,Tennessee,1402.0,47,29300
Selmer town,Tennessee,4446.0,47,66940
Stantonville town,Tennessee,256.0,47,70840
Lewisburg city,Tennessee,11457.0,47,41860
Vonore town,Tennessee,1795.0,47,77480
Livingston town,Tennessee,4042.0,47,43140
Benton town,Tennessee,1695.0,47,05040
Copperhill city,Tennessee,480.0,47,17000
Spring City town,Tennessee,2353.0,47,70400
Carthage town,Tennessee,2382.0,47,11280
Cumberland City town,Tennessee,307.0,47,18820
Plainview city,Tennessee,1837.0,47,59020
Martin city,Tennessee,10797.0,47,46240
Sharon town,Tennessee,1051.0,47,67540
Gilt Edge city,Tennessee,457.0,47,29160
Pikeville city,Tennessee,1968.0,47,58120
Cowan city,Tennessee,1477.0,47,17700
Estill Springs town,Tennessee,2125.0,47,24440
Ridgeside city,Tennessee,721.0,47,63080
Etowah city,Tennessee,3465.0,47,24480
Bloomingdale CDP,Tennessee,9222.0,47,06640
Bristol city,Tennessee,26668.0,47,08540
Atwood town,Tennessee,901.0,47,02380
Huntingdon town,Tennessee,3876.0,47,36580
Gadsden town,Tennessee,627.0,47,28380
Maury City town,Tennessee,731.0,47,46540
Bradford town,Tennessee,1306.0,47,07860
Medina city,Tennessee,4101.0,47,47000
Coalmont city,Tennessee,724.0,47,15920
McMinnville city,Tennessee,13591.0,47,45100
Sparta city,Tennessee,4952.0,47,70180
Thompson's Station town,Tennessee,4112.0,47,73900
Celina city,Tennessee,1763.0,47,12100
Gallaway city,Tennessee,832.0,47,28560
Piperton city,Tennessee,1703.0,47,58840
Williston city,Tennessee,386.0,47,81020
Baneberry city,Tennessee,529.0,47,03078
Lawrenceburg city,Tennessee,10614.0,47,41340
Three Way city,Tennessee,1665.0,47,74100
Millersville city,Tennessee,6760.0,47,48980
Colonial Heights CDP,Tennessee,3468.0,47,16500
Walnut Hill CDP,Tennessee,2176.0,47,77900
Falconaire CDP,Texas,118.0,48,25338
Villarreal CDP,Texas,165.0,48,75617
Indio CDP,Texas,0.0,48,35966
Chapeno CDP,Texas,24.0,48,14290
Santa Rosa CDP,Texas,181.0,48,65774
Casa Blanca CDP,Texas,75.0,48,13128
Camargito CDP,Texas,483.0,48,12010
Manuel Garcia CDP,Texas,555.0,48,46492
El Chaparral CDP,Texas,421.0,48,22920
Garza-Salinas II CDP,Texas,623.0,48,29114
B and E CDP,Texas,801.0,48,05520
San Fernando CDP,Texas,38.0,48,65378
Airport Heights CDP,Texas,88.0,48,01500
Flor del Rio CDP,Texas,208.0,48,26130
Benjamin Perez CDP,Texas,48.0,48,07642
Barrera CDP,Texas,0.0,48,05690
Los Ebanos CDP (Starr County),Texas,589.0,48,44110
Zarate CDP,Texas,18.0,48,80724
El Socio CDP,Texas,53.0,48,24055
Longoria CDP,Texas,0.0,48,43822
Narciso Pena CDP,Texas,0.0,48,50322
Pablo Pena CDP,Texas,16.0,48,54558
Rafael Pena CDP,Texas,0.0,48,60290
Loma Linda East CDP (Starr County),Texas,0.0,48,43463
H. Cuellar Estates CDP,Texas,113.0,48,32910
Fernando Salinas CDP,Texas,46.0,48,25744
Tierra Dorada CDP,Texas,0.0,48,72950
Hilltop CDP (Starr County),Texas,96.0,48,34133
Quesada CDP,Texas,63.0,48,60098
Nina CDP,Texas,87.0,48,51552
Olivia Lopez de Gutierrez CDP,Texas,24.0,48,53946
Amada Acres CDP,Texas,0.0,48,02286
Chaparrito CDP,Texas,37.0,48,14266
Garciasville CDP,Texas,66.0,48,28152
Victoria Vera CDP,Texas,123.0,48,75432
Ramirez-Perez CDP,Texas,47.0,48,60408
Manuel Garcia II CDP,Texas,0.0,48,46494
Evergreen CDP,Texas,51.0,48,24894
Fronton Ranchettes CDP,Texas,198.0,48,27748
Wilson city,Texas,420.0,48,79612
West Columbia city,Texas,3889.0,48,77416
Fort Hood CDP,Texas,26472.0,48,26736
Tahoka city,Texas,2596.0,48,71708
Orange city,Texas,18950.0,48,54132
Pinehurst city,Texas,2357.0,48,57608
Mingus city,Texas,184.0,48,48720
Stratford city,Texas,2216.0,48,70544
Groveton city,Texas,1259.0,48,31340
Liberty Hill city,Texas,1012.0,48,42664
Falcon Mesa CDP,Texas,505.0,48,25352
Zapata CDP,Texas,4449.0,48,80716
Florence city,Texas,951.0,48,26136
Elmendorf city,Texas,1829.0,48,23272
Helotes city,Texas,8603.0,48,33146
Hollywood Park town,Texas,3302.0,48,34628
Leon Valley city,Texas,11183.0,48,42388
Olmos Park city,Texas,1976.0,48,53988
Somerset city,Texas,1515.0,48,68708
Henderson city,Texas,13428.0,48,33212
New London city,Texas,1091.0,48,51168
Murphy city,Texas,20361.0,48,50100
East Mountain city,Texas,1258.0,48,22168
Weston city,Texas,284.0,48,77740
Gilmer city,Texas,5113.0,48,29564
Shamrock city,Texas,1933.0,48,67160
Bowie city,Texas,5079.0,48,09640
St. Jo city,Texas,1043.0,48,64184
Appleby city,Texas,651.0,48,03564
Ovilla city,Texas,3737.0,48,54444
Bovina city,Texas,1613.0,48,09628
Seadrift city,Texas,1439.0,48,66416
Santa Monica CDP,Texas,64.0,48,65756
Sebastian CDP,Texas,1591.0,48,66512
Zapata Ranch CDP,Texas,46.0,48,80722
Lone Star city,Texas,1736.0,48,43684
Omaha city,Texas,761.0,48,54024
Tulia city,Texas,4752.0,48,73868
Impact town,Texas,40.0,48,35816
Dilley city,Texas,4269.0,48,20428
Gallatin city,Texas,402.0,48,28008
Comanche city,Texas,4178.0,48,16192
Kirvin town,Texas,136.0,48,39520
Teague city,Texas,3528.0,48,72020
Seguin city,Texas,27762.0,48,66644
Charlotte city,Texas,1792.0,48,14404
Hawk Cove city,Texas,452.0,48,32810
McQueeney CDP,Texas,2682.0,48,45948
Fresno CDP,Texas,24426.0,48,27540
Rosenberg city,Texas,35867.0,48,63284
Old River-Winfree city,Texas,2095.0,48,53824
Lumberton city,Texas,12449.0,48,45120
Opdyke West town,Texas,189.0,48,54075
Sundown city,Texas,1207.0,48,71060
Centerville city,Texas,1101.0,48,13900
Leona city,Texas,150.0,48,42340
Hawkins city,Texas,1444.0,48,32816
Yantis town,Texas,504.0,48,80440
Crane city,Texas,4037.0,48,17516
Paradise city,Texas,544.0,48,55056
O'Donnell city,Texas,915.0,48,53436
Cross Roads town,Texas,1465.0,48,17852
Livingston town,Texas,5074.0,48,43132
Kaufman city,Texas,6971.0,48,38488
Post Oak Bend City town,Texas,421.0,48,59066
Perryton city,Texas,9351.0,48,56912
Muenster city,Texas,1395.0,48,49932
Milano city,Texas,385.0,48,48336
Eagle Lake city,Texas,3664.0,48,21844
Hallsburg city,Texas,492.0,48,31880
Leroy city,Texas,383.0,48,42400
Aspermont town,Texas,703.0,48,04408
Edom city,Texas,304.0,48,22744
Grand Saline city,Texas,3070.0,48,30476
Los Ybanez city,Texas,13.0,48,44170
Westlake town,Texas,1006.0,48,77620
Shiner city,Texas,2171.0,48,67640
Medina CDP,Texas,4891.0,48,47406
Gardendale CDP,Texas,1979.0,48,28200
Ackerly city,Texas,145.0,48,01108
Trenton city,Texas,821.0,48,73592
Athens city,Texas,12653.0,48,04504
Berryville town,Texas,1147.0,48,07852
Enchanted Oaks town,Texas,278.0,48,24228
Log Cabin city,Texas,527.0,48,43354
Canutillo CDP,Texas,5075.0,48,12508
Morning Glory CDP,Texas,461.0,48,49411
Westbrook city,Texas,195.0,48,77380
Edgecliff Village town,Texas,2976.0,48,22588
Ramos CDP,Texas,329.0,48,60422
Netos CDP,Texas,19.0,48,50742
Rosharon CDP,Texas,1392.0,48,63332
Powderly CDP,Texas,1012.0,48,59156
Emerald Bay CDP,Texas,1212.0,48,24158
D'Hanis CDP,Texas,923.0,48,20248
Loop CDP,Texas,427.0,48,43948
Los Angeles CDP,Texas,0.0,48,44062
Redfield CDP,Texas,493.0,48,61040
Driftwood CDP,Texas,112.0,48,21412
Las Pilas CDP,Texas,0.0,48,41582
Los Corralitos CDP,Texas,75.0,48,44079
Los Minerales CDP,Texas,37.0,48,44145
Aguilares CDP,Texas,46.0,48,01420
Los Fresnos CDP,Texas,88.0,48,44120
Colorado Acres CDP,Texas,115.0,48,16110
Las Haciendas CDP,Texas,0.0,48,41565
Euless city,Texas,54135.0,48,24768
Pinewood Estates CDP,Texas,1743.0,48,57752
Levelland city,Texas,13752.0,48,42448
Dalworthington Gardens city,Texas,2227.0,48,19084
Cumings CDP,Texas,684.0,48,18134
Fulshear city,Texas,6203.0,48,27876
New Territory CDP,Texas,15699.0,48,51366
Orchard city,Texas,348.0,48,54192
Richmond city,Texas,12063.0,48,61892
Simonton city,Texas,719.0,48,67964
Stowell CDP,Texas,1396.0,48,70520
Alba town,Texas,666.0,48,01636
Bedford city,Texas,49082.0,48,07132
Mullin town,Texas,107.0,48,49992
Bremond city,Texas,950.0,48,10144
Goldsmith city,Texas,179.0,48,30044
Argyle city,Texas,3865.0,48,03768
Northlake town,Texas,2288.0,48,52212
Glen Rose city,Texas,2536.0,48,29876
Zavalla city,Texas,1120.0,48,80728
Elbert CDP,Texas,47.0,48,22840
San Isidro CDP,Texas,296.0,48,65432
Los Indios town,Texas,895.0,48,44128
Tatum city,Texas,1088.0,48,71924
El Refugio CDP,Texas,173.0,48,24018
Falcon Village CDP,Texas,32.0,48,25356
Roma city,Texas,11255.0,48,63020
Red Lick city,Texas,1064.0,48,61172
Wake Village city,Texas,5448.0,48,76096
Barrett CDP,Texas,3453.0,48,05696
Bunker Hill Village city,Texas,3936.0,48,11300
Crosby CDP,Texas,2704.0,48,17756
Galena Park city,Texas,11103.0,48,27996
Hilshire Village city,Texas,846.0,48,34148
Katy city,Texas,17265.0,48,38476
Sansom Park city,Texas,5027.0,48,65660
Trophy Club town,Texas,11436.0,48,73710
Westover Hills town,Texas,628.0,48,77788
Hallettsville city,Texas,2591.0,48,31868
Siesta Shores CDP,Texas,1578.0,48,67778
Brushy Creek CDP,Texas,20666.0,48,10897
Weir city,Texas,360.0,48,77056
China Grove town,Texas,1242.0,48,14716
Converse city,Texas,21919.0,48,16468
Amarillo city,Texas,197823.0,48,03000
Timberwood Park CDP,Texas,26236.0,48,73057
Whiteface town,Texas,330.0,48,78328
Rockwall city,Texas,42316.0,48,62828
San Ygnacio CDP,Texas,607.0,48,65792
Petronilla city,Texas,176.0,48,57056
Bailey city,Texas,226.0,48,05264
Oak Valley town,Texas,393.0,48,53217
Richland town,Texas,213.0,48,61820
Bruceville-Eddy city,Texas,1839.0,48,10828
San Antonio city,Texas,1461623.0,48,65000
Sweeny city,Texas,3738.0,48,71492
Wild Peach Village CDP,Texas,2320.0,48,79192
Melvin town,Texas,218.0,48,47568
Covington city,Texas,235.0,48,17372
Bonham city,Texas,10030.0,48,09328
Dodd City town,Texas,364.0,48,20680
Honey Grove city,Texas,2089.0,48,34700
Sachse city,Texas,24303.0,48,64064
DeSoto city,Texas,52596.0,48,20092
Farmers Branch city,Texas,33808.0,48,25452
Ferris city,Texas,2530.0,48,25752
Castroville city,Texas,2911.0,48,13312
Port Lavaca city,Texas,12331.0,48,58916
San Perlita city,Texas,653.0,48,65636
Bryson city,Texas,539.0,48,10960
Jacksboro city,Texas,4369.0,48,37168
Reno city (Lamar County),Texas,3253.0,48,61592
Ralls city,Texas,1942.0,48,60356
Alvord town,Texas,1322.0,48,02284
Rhome city,Texas,1722.0,48,61700
Cedar Hill city,Texas,48149.0,48,13492
Garland city,Texas,235965.0,48,29000
Grapevine city,Texas,51733.0,48,30644
Richardson city,Texas,111055.0,48,61796
Lasara CDP,Texas,928.0,48,41548
Raymondville city,Texas,11087.0,48,60836
Chester town,Texas,314.0,48,14584
Colmesneil city,Texas,538.0,48,16048
Floresville city,Texas,7180.0,48,26160
Poth town,Texas,2156.0,48,59096
Wixon Valley city,Texas,220.0,48,79919
Garrett town,Texas,912.0,48,29036
Walnut Springs city,Texas,773.0,48,76348
Tehuacana town,Texas,209.0,48,72080
Newcastle city,Texas,521.0,48,50868
Harlingen city,Texas,65444.0,48,32372
Los Fresnos city,Texas,7588.0,48,44116
Oak Trail Shores CDP,Texas,3233.0,48,53212
Coleman city,Texas,4430.0,48,15916
Eden city,Texas,2262.0,48,22552
Spring CDP,Texas,57932.0,48,69596
Premont city,Texas,2621.0,48,59384
Sandia CDP,Texas,875.0,48,65168
Wortham town,Texas,1171.0,48,80296
Lakeview town,Texas,80.0,48,40888
Magnolia city,Texas,1828.0,48,46056
Montgomery city,Texas,997.0,48,49128
Wells Branch CDP,Texas,12431.0,48,77196
Martindale city,Texas,1331.0,48,46848
La Feria North CDP,Texas,76.0,48,40210
La Paloma CDP,Texas,4092.0,48,41416
Laureles CDP,Texas,4204.0,48,41728
Hardin city,Texas,875.0,48,32240
Pottsboro town,Texas,2265.0,48,59132
Fairview town,Texas,8473.0,48,25224
Frisco city,Texas,155363.0,48,27684
Holland town,Texas,1372.0,48,34508
Brundage CDP,Texas,0.0,48,10852
Hart city,Texas,1198.0,48,32576
Bridge City city,Texas,7972.0,48,10252
Thorntonville town,Texas,565.0,48,72800
Alma town,Texas,311.0,48,02044
Waxahachie city,Texas,33240.0,48,76816
Pine Forest city,Texas,570.0,48,57524
Marfa city,Texas,1885.0,48,46620
Wichita Falls city,Texas,104621.0,48,79000
Wink city,Texas,864.0,48,79768
Carrizo Hill CDP,Texas,1143.0,48,12982
Ladonia town,Texas,634.0,48,40180
Fifth Street CDP,Texas,2311.0,48,25795
Greatwood CDP,Texas,12437.0,48,30806
Moody city,Texas,1539.0,48,49200
Kenedy city,Texas,3376.0,48,38860
Woodcreek city,Texas,1405.0,48,80058
Crockett city,Texas,6516.0,48,17744
