date,adm0_name,adm1_name,adm_level,cumulative_confirmed_cases,cumulative_tests,cumulative_deaths
2020-03-07,USA,Missouri,1,0.0,,
2020-03-07,USA,Mississippi,1,0.0,,
2020-03-07,USA,Montana,1,0.0,11.0,
2020-03-07,USA,North Carolina,1,2.0,,
2020-03-07,USA,North Dakota,1,0.0,0.0,
2020-03-07,USA,Nebraska,1,1.0,18.0,
2020-03-07,USA,New Hampshire,1,2.0,22.0,
2020-03-07,USA,New Jersey,1,4.0,,
2020-03-07,USA,New Mexico,1,0.0,48.0,
2020-03-07,USA,Nevada,1,1.0,15.0,
2020-03-07,USA,New York,1,76.0,168.0,
2020-03-07,USA,Ohio,1,0.0,9.0,
2020-03-07,USA,Oklahoma,1,1.0,,
2020-03-07,USA,Oregon,1,7.0,84.0,
2020-03-07,USA,Pennsylvania,1,2.0,,
2020-03-07,USA,Rhode Island,1,2.0,,
2020-03-07,USA,South Carolina,1,2.0,10.0,
2020-03-07,USA,South Dakota,1,0.0,5.0,
2020-03-07,USA,Tennessee,1,1.0,,
2020-03-07,USA,Texas,1,8.0,,
2020-03-07,USA,Utah,1,1.0,,
2020-03-07,USA,Virginia,1,0.0,31.0,
2020-03-07,USA,Vermont,1,0.0,16.0,
2020-03-07,USA,Washington,1,102.0,472.0,
2020-03-07,USA,Wisconsin,1,1.0,32.0,
2020-03-07,USA,West Virginia,1,0.0,2.0,
2020-03-07,USA,Wyoming,1,0.0,,
2020-03-06,USA,Alaska,1,0.0,8.0,
2020-03-06,USA,Arkansas,1,0.0,6.0,
2020-03-06,USA,Arizona,1,3.0,36.0,
2020-03-06,USA,California,1,60.0,522.0,
2020-03-06,USA,Colorado,1,2.0,48.0,
2020-03-06,USA,District of Columbia,1,0.0,8.0,
2020-03-06,USA,Delaware,1,0.0,10.0,
2020-03-06,USA,Florida,1,9.0,64.0,
2020-03-06,USA,Georgia,1,2.0,,
2020-03-06,USA,Iowa,1,0.0,15.0,
2020-03-06,USA,Illinois,1,5.0,185.0,
2020-03-06,USA,Indiana,1,1.0,,
2020-03-06,USA,Kansas,1,0.0,4.0,
2020-03-06,USA,Kentucky,1,0.0,7.0,
2020-03-06,USA,Massachusetts,1,8.0,,
2020-03-06,USA,Maryland,1,3.0,29.0,
2020-03-06,USA,Michigan,1,0.0,8.0,
2020-03-06,USA,Minnesota,1,0.0,36.0,
2020-03-06,USA,North Carolina,1,2.0,,
2020-03-06,USA,Nebraska,1,0.0,17.0,
2020-03-06,USA,New Hampshire,1,2.0,22.0,
2020-03-06,USA,New Jersey,1,1.0,,
2020-03-06,USA,New Mexico,1,0.0,16.0,
2020-03-06,USA,Nevada,1,1.0,15.0,
2020-03-06,USA,New York,1,33.0,125.0,
2020-03-06,USA,Ohio,1,0.0,8.0,
2020-03-06,USA,Oregon,1,3.0,67.0,
2020-03-06,USA,Pennsylvania,1,2.0,,
2020-03-06,USA,South Carolina,1,0.0,5.0,
2020-03-06,USA,Tennessee,1,1.0,,
2020-03-06,USA,Texas,1,5.0,,
2020-03-06,USA,Virginia,1,0.0,21.0,
2020-03-06,USA,Vermont,1,0.0,8.0,
2020-03-06,USA,Washington,1,79.0,449.0,
2020-03-06,USA,Wisconsin,1,1.0,32.0,
2020-03-06,USA,West Virginia,1,0.0,1.0,
2020-03-05,USA,Arizona,1,2.0,30.0,
2020-03-05,USA,California,1,53.0,515.0,
2020-03-05,USA,Colorado,1,0.0,19.0,
2020-03-05,USA,District of Columbia,1,0.0,6.0,
2020-03-05,USA,Florida,1,9.0,40.0,
2020-03-05,USA,Georgia,1,2.0,,
2020-03-05,USA,Illinois,1,5.0,170.0,
2020-03-05,USA,Massachusetts,1,2.0,,
2020-03-05,USA,Maryland,1,0.0,17.0,
2020-03-05,USA,Michigan,1,0.0,8.0,
2020-03-05,USA,North Carolina,1,1.0,,
2020-03-05,USA,Nebraska,1,0.0,17.0,
2020-03-05,USA,New Hampshire,1,2.0,18.0,
2020-03-05,USA,New Jersey,1,1.0,,
2020-03-05,USA,Nevada,1,1.0,15.0,
2020-03-05,USA,New York,1,22.0,98.0,
2020-03-05,USA,Ohio,1,0.0,7.0,
2020-03-05,USA,Oregon,1,3.0,48.0,
2020-03-05,USA,South Carolina,1,0.0,5.0,
2020-03-05,USA,Tennessee,1,1.0,,
2020-03-05,USA,Texas,1,1.0,,
2020-03-05,USA,Virginia,1,0.0,18.0,
2020-03-05,USA,Washington,1,70.0,,
2020-03-05,USA,Wisconsin,1,1.0,20.0,
2020-03-04,USA,Arizona,1,2.0,29.0,
2020-03-04,USA,California,1,53.0,515.0,
2020-03-04,USA,Florida,1,2.0,26.0,
2020-03-04,USA,Georgia,1,2.0,,
2020-03-04,USA,Illinois,1,4.0,128.0,
2020-03-04,USA,Massachusetts,1,2.0,,
2020-03-04,USA,North Carolina,1,1.0,,
2020-03-04,USA,New Hampshire,1,2.0,12.0,
2020-03-04,USA,New York,1,6.0,54.0,
2020-03-04,USA,Oregon,1,3.0,32.0,
2020-03-04,USA,South Carolina,1,0.0,5.0,
2020-03-04,USA,Texas,1,1.0,,
2020-03-04,USA,Washington,1,39.0,,
2020-03-04,USA,Wisconsin,1,1.0,20.0,
