"","adm0_name","adm1_id","adm1_name","adm1_pop_weight","adm2_name","adm3_name","date","policy","travel_ban_country_list","no_gathering_size","Optional","Notes","source","access_date"
"638","USA","ME","Maine",0.020418395300675,NA,"Waterville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"639","USA","ME","Maine",0.014100082733534,NA,"Westbrook",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"640","USA","NE","Nebraska",0.0133551182391459,NA,"Hastings",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"641","USA","NE","Nebraska",0.000902898199186242,NA,"Ainsworth",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"642","USA","NE","Nebraska",0.000196567891757344,NA,"Allen",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"643","USA","NE","Nebraska",0.00446685476589531,NA,"Alliance",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"644","USA","NE","Nebraska",0.000640077619677815,NA,"Alma",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"645","USA","NE","Nebraska",0.0001385283471159,NA,"Amherst",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"646","USA","NE","Nebraska",0.000201495777623127,NA,"Merna",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"647","USA","NE","Nebraska",0.000233800807187705,NA,"Ansley",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"648","USA","NE","Nebraska",0.000543162530984082,NA,"Arapahoe",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"649","USA","NE","Nebraska",0.000168095662310598,NA,"Arcadia",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"650","USA","NE","Nebraska",0.000701402421563114,NA,"Arlington",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"651","USA","NE","Nebraska",0.000315384695410112,NA,"Arnold",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"652","USA","NE","Nebraska",6.35149733812032e-05,NA,"Arthur",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"653","USA","NE","Nebraska",0.00150902816067755,NA,"Ashland",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"654","USA","NE","Nebraska",0.00181510462723007,NA,"Auburn",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"655","USA","NE","Nebraska",0.00245025436104211,NA,"Aurora",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"656","USA","NE","Nebraska",0.000406824355364086,NA,"Axtell",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"657","USA","NE","Nebraska",0.000262820579508427,NA,"Bancroft",2020-03-11,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"658","USA","NE","Nebraska",3.72329154303605e-05,NA,"Harrisburg",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"659","USA","NE","Nebraska",0.000657598991645043,NA,"Battle Creek",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"660","USA","NE","Nebraska",0.000624198876332514,NA,"Bayard",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"661","USA","NE","Nebraska",0.00670301986321284,NA,"Beatrice",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"662","USA","NE","Nebraska",0.0292519304992879,NA,"Bellevue",2020-03-13,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"663","USA","NE","Nebraska",0.00083390779706528,NA,"Bennington",2020-03-13,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"664","USA","NE","Nebraska",0.000389302983396857,NA,"Bertrand",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"665","USA","NE","Nebraska",0.00434913304799049,NA,"Blair",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"666","USA","NE","Nebraska",0.000522903444646974,NA,"Bloomfield",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"667","USA","NE","Nebraska",0.000476362300359024,NA,"Blue Hill",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"668","USA","NE","Nebraska",0.00088318665572311,NA,"Albion",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"669","USA","NE","Nebraska",0.000234348350061681,NA,"Spencer",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"670","USA","NE","Nebraska",0.000228325378447946,NA,"Brady",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"671","USA","NE","Nebraska",0.000832265168443352,NA,"Bridgeport",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"672","USA","NE","Nebraska",0.00192899354501706,NA,"Broken Bow",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"673","USA","NE","Nebraska",0.000154954633335177,NA,"Davenport",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"674","USA","NE","Nebraska",0.000652123562905284,NA,"Burwell",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"675","USA","NE","Nebraska",0.000289650180333246,NA,"Callaway",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"676","USA","NE","Nebraska",0.000569444588934925,NA,"Cambridge",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"677","USA","NE","Nebraska",0.000321407667023847,NA,"Cedar Bluffs",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"678","USA","NE","Nebraska",0.000457745842643844,NA,"Utica",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"679","USA","NE","Nebraska",0.0015375003901243,NA,"Central City",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"680","USA","NE","Nebraska",0.000435844127684808,NA,"Cairo",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"681","USA","NE","Nebraska",0.00291511826104764,NA,"Chadron",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"682","USA","NE","Nebraska",0.000141266061485779,NA,"Chambers",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"683","USA","NE","Nebraska",0.00112903340613828,NA,"Imperial",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"684","USA","NE","Nebraska",0.000345499553478786,NA,"Clarkson",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"685","USA","NE","Nebraska",8.54166883402388e-05,NA,"Cody",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"686","USA","NE","Nebraska",0.0126608338749445,NA,"Columbus",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"687","USA","NE","Nebraska",0.000260082865138548,NA,"Murray",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"688","USA","NE","Nebraska",0.00202919389095465,NA,"Cozad",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"689","USA","NE","Nebraska",0.000521808358899023,NA,"Crawford",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"690","USA","NE","Nebraska",0.000492788586578301,NA,"Chappell",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"691","USA","NE","Nebraska",0.00060339224712143,NA,"Creighton",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"692","USA","NE","Nebraska",0.00391383646317966,NA,"Crete",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"693","USA","NE","Nebraska",0.000370686525681677,NA,"Crofton",2020-03-11,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"694","USA","NE","Nebraska",0.00063405464806408,NA,"Stromsburg",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"695","USA","NE","Nebraska",0.00153147741851056,NA,"David City",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"696","USA","NE","Nebraska",0.000404634183868182,NA,"Deshler",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"697","USA","NE","Nebraska",0.000162072690696863,NA,"Odell",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"698","USA","NE","Nebraska",0.000462126185635651,NA,"Doniphan",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"699","USA","NE","Nebraska",0.000318122409779992,NA,"Dorchester",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"700","USA","NE","Nebraska",0.00124346986679925,NA,"Valley",2020-03-14,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"701","USA","NE","Nebraska",0.000459936014139747,NA,"Benkelman",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"702","USA","NE","Nebraska",0.000173571091050357,NA,"Brainard",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"703","USA","NE","Nebraska",0.000122649603770599,NA,"Elba",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"704","USA","NE","Nebraska",0.000510309958545529,NA,"Tilden",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"705","USA","NE","Nebraska",0.000522903444646974,NA,"Elm Creek",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"706","USA","NE","Nebraska",0.000131957832628189,NA,"Murdock",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"707","USA","NE","Nebraska",0.000382184926035171,NA,"Elwood",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"708","USA","NE","Nebraska",0.000205328577740959,NA,"Eustis",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"709","USA","NE","Nebraska",0.000205328577740959,NA,"Ewing",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"710","USA","NE","Nebraska",0.000291840351829149,NA,"Exeter",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"711","USA","NE","Nebraska",0.00201386269048332,NA,"Fairbury",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"712","USA","NE","Nebraska",0.00219071903877753,NA,"Falls City",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"713","USA","NE","Nebraska",0.00116188597857684,NA,"Geneva",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"714","USA","NE","Nebraska",0.000515237844411312,NA,"Fort Calhoun",2020-03-13,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"715","USA","NE","Nebraska",0.000503191901183842,NA,"Franklin",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"716","USA","NE","Nebraska",0.000336191324621196,NA,"Adams",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"717","USA","NE","Nebraska",0.0150754979491782,NA,"Fremont",2020-03-09,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"718","USA","NE","Nebraska",0.000538782187992275,NA,"Friend",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"719","USA","NE","Nebraska",0.000690999106957573,NA,"Fullerton",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"720","USA","NE","Nebraska",0.000445699899416374,NA,"Oshkosh",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"721","USA","NE","Nebraska",0.00455500916860542,NA,"Gering",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"722","USA","NE","Nebraska",0.00103485603181443,NA,"Gibbon",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"723","USA","NE","Nebraska",0.000195472806009393,NA,"Giltner",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"724","USA","NE","Nebraska",0.000845953740292749,NA,"Gordon",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"725","USA","NE","Nebraska",0.00186985891462766,NA,"Gothenburg",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"726","USA","NE","Nebraska",0.0292519304992879,NA,"Grand Island",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"727","USA","NE","Nebraska",0.00277166202806595,NA,"Gretna",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"728","USA","NE","Nebraska",0.000235443435809632,NA,"Hampton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"729","USA","NE","Nebraska",0.000815838882224075,NA,"Hartington",2020-03-11,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"730","USA","NE","Nebraska",0.000528926416260709,NA,"Harvard",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"731","USA","NE","Nebraska",0.00029841086631686,NA,"Hay Springs",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"732","USA","NE","Nebraska",0.000107318403299274,NA,"Hayes Center",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"733","USA","NE","Nebraska",0.000541519902362155,NA,"Henderson",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"734","USA","NE","Nebraska",0.00042763098457517,NA,"Hemingford",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"735","USA","NE","Nebraska",0.000362473382572039,NA,"Hershey",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"736","USA","NE","Nebraska",0.000172476005302405,NA,"Polk",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"737","USA","NE","Nebraska",0.000301148580686739,NA,"Trenton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"738","USA","NE","Nebraska",0.00289431163183655,NA,"Holdrege",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"739","USA","NE","Nebraska",0.00028910263745927,NA,"Homer",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"740","USA","NE","Nebraska",0.000302243666434691,NA,"Howells",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"741","USA","NE","Nebraska",0.000445152356542398,NA,"Humboldt",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"742","USA","NE","Nebraska",0.000441319556424567,NA,"Humphrey",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"743","USA","NE","Nebraska",0.000105128231803371,NA,"Hyannis",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"744","USA","NE","Nebraska",0.000897970313320459,NA,"Tecumseh",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"745","USA","NE","Nebraska",0.000177951434042164,NA,"Johnson",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"746","USA","NE","Nebraska",0.0188278092645349,NA,"Kearney",2020-03-14,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"747","USA","NE","Nebraska",0.000531116587756613,NA,"Kenesaw",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"748","USA","NE","Nebraska",0.00012648240388843,NA,"Springview",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"749","USA","NE","Nebraska",0.00129274872545708,NA,"Kimball",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"750","USA","NE","Nebraska",0.0126608338749445,NA,"Columbus",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"751","USA","NE","Nebraska",0.00050757224417565,NA,"Laurel",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"752","USA","NE","Nebraska",0.000225587664078066,NA,"Leigh",2020-03-20,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"753","USA","NE","Nebraska",3.55902868084328e-05,NA,"Lewiston",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"754","USA","NE","Nebraska",0.00561340954400082,NA,"Lexington",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"755","USA","NE","Nebraska",0.000163715319318791,NA,"Dalton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"756","USA","NE","Nebraska",0.156114329142258,NA,"Lincoln",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"757","USA","NE","Nebraska",0.000140170975737828,NA,"Litchfield",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"758","USA","NE","Nebraska",0.000452270413904085,NA,"Hooper",2020-03-09,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"759","USA","NE","Nebraska",0.000205876120614934,NA,"Loomis",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"760","USA","NE","Nebraska",0.000690451564083597,NA,"Louisville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"761","USA","NE","Nebraska",0.000552470759841673,NA,"Loup City",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"762","USA","NE","Nebraska",0.000100200345937588,NA,"Taylor",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"763","USA","NE","Nebraska",0.000440772013550591,NA,"Lyons",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"764","USA","NE","Nebraska",0.00129165363970912,NA,"Madison",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"765","USA","NE","Nebraska",0.00021846960671638,NA,"Malcolm",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"766","USA","NE","Nebraska",0.000163715319318791,NA,"Maxwell",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"767","USA","NE","Nebraska",0.000136885718493972,NA,"Maywood",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"768","USA","NE","Nebraska",5.20165730277095e-05,NA,"Tryon",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"769","USA","NE","Nebraska",0.000302243666434691,NA,"Mead",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"770","USA","NE","Nebraska",0.000487860700712518,NA,"Curtis",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"771","USA","NE","Nebraska",8.65117740881905e-05,NA,"Daykin",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
