"","adm0_name","adm1_id","adm1_name","adm1_pop_weight","adm2_name","adm3_name","date","policy","travel_ban_country_list","no_gathering_size","Optional","Notes","source","access_date"
"372","USA","IA","Iowa",0.000321039406109925,NA,"Tabor",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"373","USA","IA","Iowa",0.000447748210566398,NA,"Holstein",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"374","USA","IA","Iowa",0.000997257378079705,NA,"Garner",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"375","USA","IA","Iowa",0.000347628559376698,NA,"George",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"376","USA","IA","Iowa",0.000374217712643471,NA,"Gilbert",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"377","USA","IA","Iowa",0.000156580569237663,NA,"Gilmore City",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"378","USA","IA","Iowa",0.000537363504909966,NA,"Reinbeck",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"379","USA","IA","Iowa",0.00201453868639735,NA,"Glenwood",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"380","USA","IA","Iowa",0.000366339445008871,NA,"Glidden",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"381","USA","IA","Iowa",0.000164787098023704,NA,"Garwin",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"382","USA","IA","Iowa",0.000266219793819171,NA,"Graettinger",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"383","USA","IA","Iowa",0.00122474235602876,NA,"Jefferson",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"384","USA","IA","Iowa",0.00291889815861907,NA,"Grinnell",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"385","USA","IA","Iowa",0.0003161154888383,NA,"Griswold",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"386","USA","IA","Iowa",0.000882694236226572,NA,"Grundy Center",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"387","USA","IA","Iowa",0.000493376510616786,NA,"Guthrie Center",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"388","USA","IA","Iowa",0.00132387722376414,NA,"Hampton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"389","USA","IA","Iowa",0.00154840785135022,NA,"Harlan",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"390","USA","IA","Iowa",0.000367652489614638,NA,"Lake Park",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"391","USA","IA","Iowa",0.000520950447337884,NA,"Hartley",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"392","USA","IA","Iowa",0.000338437247136332,NA,"Riverside",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"393","USA","IA","Iowa",0.000311848093869559,NA,"Hinton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"394","USA","IA","Iowa",0.000285258940602786,NA,"Victor",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"395","USA","IA","Iowa",0.00113447053938231,NA,"Cresco",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"396","USA","IA","Iowa",0.000267861099576379,NA,"Dakota City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"397","USA","IA","Iowa",0.000473680841530288,NA,"Manning",2020-03-20,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"398","USA","IA","Iowa",0.00191179294599612,NA,"Independence",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"399","USA","IA","Iowa",0.00507065000631903,NA,"Indianola",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"400","USA","IA","Iowa",0.0390929487863365,NA,"Iowa City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"401","USA","IA","Iowa",0.000804568082183462,NA,"Marengo",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"402","USA","IA","Iowa",0.000888931198103964,NA,"Jesup",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"403","USA","IA","Iowa",0.00707796694738466,NA,"Johnston",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"404","USA","IA","Iowa",0.00422340797444815,NA,"Keokuk",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"405","USA","IA","Iowa",0.000313489399626767,NA,"Keota",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"406","USA","IA","Iowa",0.00046810040195578,NA,"Kingsley",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"407","USA","IA","Iowa",0.00236741942419711,NA,"Knoxville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"408","USA","IA","Iowa",0.000315787227686859,NA,"Lawton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"409","USA","IA","Iowa",0.00307580698900818,NA,"Le Mars",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"410","USA","IA","Iowa",0.000459565612018297,NA,"Lenox",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"411","USA","IA","Iowa",0.0204559219132373,NA,"Council Bluffs",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"412","USA","IA","Iowa",0.0129334893668007,NA,"Marion",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"413","USA","IA","Iowa",0.000521606969640767,NA,"Manson",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"414","USA","IA","Iowa",0.000344674209013723,NA,"Marcus",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"415","USA","IA","Iowa",0.00872944880028756,NA,"Marshalltown",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"416","USA","IA","Iowa",0.00868480528369149,NA,"Mason City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"417","USA","IA","Iowa",0.00050420912861436,NA,"Mediapolis",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"418","USA","IA","Iowa",0.000409341655847726,NA,"Melcher-Dallas",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"419","USA","IA","Iowa",0.000488452593345162,NA,"Monona",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"420","USA","IA","Iowa",0.00017003927644677,NA,"Wyoming",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"421","USA","IA","Iowa",0.000465802573895688,NA,"Wellman",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"422","USA","IA","Iowa",0.000863655089442957,NA,"Missouri Valley",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"423","USA","IA","Iowa",0.00229684327663716,NA,"Orange City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"424","USA","IA","Iowa",0.000462519962381272,NA,"Montezuma",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"425","USA","IA","Iowa",0.000208117570014,NA,"Moravia",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"426","USA","IA","Iowa",0.000268517621879262,NA,"Morning Sun",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"427","USA","IA","Iowa",0.000188750162078944,NA,"Moulton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"428","USA","IA","Iowa",0.00277873064695349,NA,"Mount Pleasant",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"429","USA","IA","Iowa",0.00208544309510874,NA,"Mount Vernon",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"430","USA","IA","Iowa",0.000238317595946631,NA,"Murray",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"431","USA","IA","Iowa",0.00864475742321561,NA,"Muscatine",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"432","USA","IA","Iowa",0.00220164754271909,NA,"Nevada",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"433","USA","IA","Iowa",0.0010327095824354,NA,"New Hampton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"434","USA","IA","Iowa",0.000609580958227127,NA,"New London",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"435","USA","IA","Iowa",0.000282632851391253,NA,"Newell",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"436","USA","IA","Iowa",0.00508968915310264,NA,"Newton",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"437","USA","IA","Iowa",0.000593824422957928,NA,"Greenfield",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"438","USA","IA","Iowa",0.00021796540455725,NA,"Stanwood",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"439","USA","IA","Iowa",0.000150343607360272,NA,"Alleman",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"440","USA","IA","Iowa",0.00214781271388266,NA,"Eldridge",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"441","USA","IA","Iowa",0.00053408089339555,NA,"Traer",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"442","USA","IA","Iowa",0.000283289373694136,NA,"Armstrong",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"443","USA","IA","Iowa",0.00357673350610812,NA,"Norwalk",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"444","USA","IA","Iowa",0.00213304096206778,NA,"Oelwein",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"445","USA","IA","Iowa",0.000663744048214998,NA,"Ogden",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"446","USA","IA","Iowa",0.000992989983110964,NA,"Milford",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"447","USA","IA","Iowa",0.00114595967968277,NA,"Osage",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"448","USA","IA","Iowa",0.00414790790961657,NA,"Oskaloosa",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"449","USA","IA","Iowa",0.00794588943179636,NA,"Ottumwa",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"450","USA","IA","Iowa",0.000350911170891114,NA,"Panora",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"451","USA","IA","Iowa",0.000121456626033407,NA,"Churdan",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"452","USA","IA","Iowa",7.28739756200443e-05,NA,"Packwood",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"453","USA","IA","Iowa",0.00315918532147435,NA,"Pella",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"454","USA","IA","Iowa",0.00244357601133157,NA,"Perry",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"455","USA","IA","Iowa",0.000546226555998891,NA,"Pleasantville",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"456","USA","IA","Iowa",0.000688035373421679,NA,"Postville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"457","USA","IA","Iowa",0.00173223409615754,NA,"Red Oak",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"458","USA","IA","Iowa",0.000259326309638896,NA,"Riceville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"459","USA","IA","Iowa",0.000262937182304754,NA,"Correctionville",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"460","USA","IA","Iowa",0.000266876316122054,NA,"Carson",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"461","USA","IA","Iowa",0.00111904226526455,NA,"Rock Valley",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"462","USA","IA","Iowa",0.00107571179327426,NA,"Story City",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"463","USA","IA","Iowa",0.000270815449939354,NA,"Rockford",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"464","USA","IA","Iowa",0.000231752372917798,NA,"Ruthven",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"465","USA","IA","Iowa",0.000231752372917798,NA,"Seymour",2020-03-15,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"466","USA","IA","Iowa",0.00156646221467951,NA,"Sheldon",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"467","USA","IA","Iowa",0.0016278470499991,NA,"Shenandoah",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"468","USA","IA","Iowa",0.000823607228967077,NA,"Sibley",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"469","USA","IA","Iowa",0.000657178825186165,NA,"Sigourney",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"470","USA","IA","Iowa",0.00234706723280773,NA,"Sioux Center",2020-03-15,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"471","USA","IA","Iowa",0.0348872669140662,NA,"Sioux City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"472","USA","IA","Iowa",0.000693944074147629,NA,"Rockwell City",2020-03-13,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"473","USA","IA","Iowa",0.000324650278775783,NA,"Paullina",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"474","USA","IA","Iowa",6.72935360455364e-05,NA,"College Springs",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"475","USA","IA","Iowa",0.00155267524631896,NA,"Tama",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"476","USA","IA","Iowa",0.000306924176597934,NA,"Calmar",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"477","USA","IA","Iowa",0.00324092234818332,NA,"Pleasant Hill",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"478","USA","IA","Iowa",0.00353504433987503,NA,"Spencer",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"479","USA","IA","Iowa",0.00374152060413182,NA,"Spirit Lake",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"480","USA","IA","Iowa",0.000369293795371846,NA,"St. Ansgar",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"481","USA","IA","Iowa",0.000209102353468325,NA,"Stanton",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"482","USA","IA","Iowa",0.00013196098287954,NA,"Arlington",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"483","USA","IA","Iowa",0.00373429885880011,NA,"Storm Lake",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"484","USA","IA","Iowa",0.00065422447482319,NA,"Sumner",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"485","USA","IA","Iowa",0.000315130705383975,NA,"Treynor",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"486","USA","IA","Iowa",0.000284274157148461,NA,"Neola",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"487","USA","IA","Iowa",2.00239302379401e-05,NA,"Thornburg",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"488","USA","IA","Iowa",0.000135900116696839,NA,"Bussey",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"489","USA","IA","Iowa",0.000311191571566676,NA,"Underwood",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"490","USA","IA","Iowa",0.000745809336075408,NA,"La Porte City",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"491","USA","IA","Iowa",0.00414922095422234,NA,"Boone",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"492","USA","IA","Iowa",0.014309560113644,NA,"Urbandale",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"493","USA","IA","Iowa",0.000302985042780635,NA,"Keosauqua",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"494","USA","IA","Iowa",0.00161077747012413,NA,"Vinton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"495","USA","IA","Iowa",0.000312504616172442,NA,"Wayland",2020-03-23,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"496","USA","IA","Iowa",0.000368637273068963,NA,"Fairbank",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"497","USA","IA","Iowa",0.00221412146647387,NA,"Washington",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"498","USA","IA","Iowa",0.0367849446305503,NA,"Waterloo",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"499","USA","IA","Iowa",0.00677826451611844,NA,"Waukee",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"500","USA","IA","Iowa",0.00290215683989555,NA,"Waverly",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"501","USA","IA","Iowa",0.00245834776314645,NA,"Webster City",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"502","USA","IA","Iowa",0.000785528935399847,NA,"West Branch",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"503","USA","IA","Iowa",0.000960820390269683,NA,"West Burlington",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"504","USA","IA","Iowa",0.000161504486509287,NA,"Maynard",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"505","USA","IA","Iowa",0.00159994485212656,NA,"Manchester",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"506","USA","IA","Iowa",0.0215365576237832,NA,"West Des Moines",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
