adm0_name,adm1_name,adm1_pop_weight,adm2_name,adm3_name,date,policy,travel_ban_country_list,no_gathering_size,Optional,Notes,source,access_date
USA,NC,1,all,all,3/16/20,school_closure,NA,NA,N,all schools will be closed,https://www.nctreasurer.com/news/press-releases/2020/03/13/state-health-plan-board-approves-emergency-authority-respond-covid-19,3/16/20
USA,NC,1,all,all,3/10/20,emergency_declaration,NA,NA,NA,"Governor Cooper declared a state of emergency, which actives the Emergency Operation Center, and allows for control of cost burdens, protects consumers from price gouging, and makes it easier to purchase necessary medical supplies. The executive order also makes other recommendations around telework schedules, social gatherings, school closures, and high-risk populations, such as those in adult living facilities.",https://governor.nc.gov/news/governor-cooper-declares-state-emergency-respond-coronavirus-covid-19,3/17/20
USA,NC,1,all,all,3/10/20,no_gathering,NA,100,Y,Included in today’s guidance is a recommendation to cancel or postpone gatherings over 100 people and telework if possible.,https://governor.nc.gov/news/north-carolina-recommends-new-steps-protect-against-covid-19,3/17/20
USA,NC,1,all,all,3/14/20,school_closure,NA,NA,N,close all K-12 public schools for a minimum of two weeks. The executive order also prohibits mass gatherings of more than 100 people.,https://governor.nc.gov/news/governor-cooper-issues-executive-order-closing-k-12-public-schools-and-banning-gatherings-more,3/17/20
USA,NC,1,all,all,3/15/20,no_gathering,NA,100,Y,The executive order also prohibits mass gatherings of more than 100 people.,https://governor.nc.gov/news/governor-cooper-issues-executive-order-closing-k-12-public-schools-and-banning-gatherings-more,3/17/20
USA,ND,1,all,all,3/12/20,no_gathering,NA,NA,Y,limit gatherings based on three risk levels,https://www.governor.nd.gov/news/burgum-department-health-release-recommendations-events-and-public-gatherings,3/17/20
USA,ND,1,all,all,3/13/20,emergency_declaration,NA,NA,Y,state of emergency,https://www.governor.nd.gov/news/burgum-department-health-release-recommendations-events-and-public-gatherings,3/17/20
USA,ND,1,all,all,3/15/20,school_closure,NA,NA,N,ordered all K-12 schools to close,https://www.governor.nd.gov/news/burgum-department-health-release-recommendations-events-and-public-gatherings,3/17/20
USA,NE,0.23716487,Morris,Omaha,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NE,0.0271642,King,Bellevue,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NE,0.01349811,Waupaca,Fremont,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NE,0.00997557,Sarpy,Papillion,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NE,0.00329566,Cass,Plattsmouth,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NE,0.00087116,Cedar,Hartington,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NE,0.00043993,Knox,Crofton,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NE,0.00039333,Dodge,Hooper,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NH,0.06391413,Hillsborough,Nashua,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NH,0.00402481,Rockingham,Newmarket,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NH,1,all,all,3/16/20,school_closure,NA,NA,N,all schools will be closed,https://www.wmur.com/article/new-hampshire-governor-expands-upon-states-response-to-spread-of-covid-19/31669542#,3/16/20
USA,NH,1,all,all,3/12/20,testing_regime,NA,NA,N,"a new order, issued by the states Insurance Commissioner, requiring health insurers to cover services associated with testing of COVID-19. It outlines a series of actions that health insurers must take, such as offering telehealth services and expanding access to prescription drug refills.",https://www.nh.gov/insurance/legal/documents/nhid-order-health-insurer-coverage-coronavirus.pdf,3/17/20
USA,NH,1,all,all,3/12/20,school_closure,NA,NA,N,closing all public schools in the state while also providing guidance to districts on remote learning plans.,https://www.governor.nh.gov/news-media/orders-2020/documents/emergency-order-1.pdf,3/17/20
USA,NH,1,all,all,3/16/20,no_gathering,NA,50,N,over 50 people and required that all bars and restaurants transition to offsite eating options.,https://www.governor.nh.gov/news-media/press-2020/20200316-covid-10-businesses.htm,3/17/20
USA,NJ,0.00949659,Gilchrist,Trenton,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00374271,Bergen,Fair Lawn,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00309895,Bergen,Bergenfield,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00301223,Bergen,Paramus,3/6/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00278194,Bergen,Cliffside Park,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00243337,Union,Roselle,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00227078,Racine,Elmwood Park,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00200099,Bergen,Dumont,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00177663,Bergen,North Arlington,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00155261,Middlesex,Middlesex,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00127879,Camden,Haddonfield,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00100385,Morris,Succasunna,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.0009441,Bergen,Bogota,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00093884,Morris,Boonton,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00076316,Bergen,Allendale,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00072925,District of Columbia,Washington,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00066211,Monmouth,Little Silver,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00060818,Bergen,Englewood Cliffs,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00038863,Bergen,Haworth,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00022637,Morris,Long Valley,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00016572,Lincoln,Alpine,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,0.00015811,Camden,Voorhees,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NJ,1,all,all,3/16/20,no_gathering,NA,50,N,These uniform standards will limit crowd capacity for social and recreational gatherings to 50 people effective 8PM tonight.,https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Northeast-Governors-From-Connecticut-New-York-New-Jersey-Announce-Collective-Measures,3/17/20
USA,NJ,1,all,all,3/16/20,business_closure,NA,NA,N,"Bars that do not serve food will be required to temporarily close. These measures will take effect at 8PM tonight. Temporarily close movie theaters, gyms and fitness centers, and similar public workout facilities and studios.",https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Northeast-Governors-From-Connecticut-New-York-New-Jersey-Announce-Collective-Measures,3/17/20
USA,NJ,1,all,all,3/5/20,travel_ban_local,NA,NA,N,"Governor Murphy placed restrictions on state-related business travel for state employees. New Jersey suspended all international travel for state employees until further notice. All domestic out-of-state travel on state-related business must be approved by the Governor’s Office, including same-day travel.",https://nj.gov/governor/news/news/562020/approved/20200305b.shtml,3/17/20
USA,NJ,1,all,all,3/9/20,emergency_declaration,NA,NA,N,"executive order declaring a state of emergency and public health emergency. The declaration allows for certain safeguards, such as the prohibition of price increases pursuant to New Jersey’s Consumer Fraud Act, as well as the ability to expedite the delivery of goods and services essential for preparedness and response efforts.",https://www.nga.org/coronavirus/#states,3/17/20
USA,NJ,1,all,all,3/12/20,no_gathering,NA,250,N,The Governor cancelled all public gatherings with more than 250 individuals.,https://nj.gov/governor/news/news/562020/approved/20200312a.shtml,3/17/20
USA,NM,1,all,all,3/11/20,emergency_declaration,NA,NA,NA,declaring a state of public health emergency. The Governor is also restricted state employee travel.,https://www.nga.org/coronavirus/#states,3/17/20
USA,NM,1,all,all,3/11/20,travel_ban_local,NA,NA,NA,declaring a state of public health emergency. The Governor is also restricted state employee travel.,https://www.nga.org/coronavirus/#states,3/17/20
USA,NM,1,all,all,3/16/20,school_closure,NA,NA,NA,all New Mexico public schools will close for three weeks beginning March 16th.,https://www.governor.state.nm.us/2020/03/12/new-mexico-schools-to-temporarily-close/,3/17/20
USA,NM,1,all,all,3/15/20,no_gathering,NA,100,N,"The Governor issued a public health order prohibiting gatherings of 100 people or more and also ordered that all restaurants, bars, and food establishments operate at no greater than 50 percent of maximum occupancy.",https://www.governor.state.nm.us/2020/03/15/health-secretary-to-amend-public-health-order-adding-new-restrictions-to-public-gatherings/,3/17/20
USA,NM,1,all,all,3/15/20,business_closure,NA,100,N,"The Governor ordered that all restaurants, bars, and food establishments operate at no greater than 50 percent of maximum occupancy.",https://www.governor.state.nm.us/2020/03/15/health-secretary-to-amend-public-health-order-adding-new-restrictions-to-public-gatherings/,3/17/20
USA,NM,1,all,all,3/15/20,social_distance,NA,NA,N,all state agencies to accelerate remote work to minimize face-to-face contact.,https://www.newmexico.gov/2020/03/15/governor-directs-state-government-agencies-to-minimize-face-to-face-contact-while-continuing-service-delivery/,3/17/20
USA,NV,0.07635609,Lamar,Reno,3/6/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NV,1,all,all,3/12/20,emergency_declaration,NA,NA,NA,declared state of emergency,http://gov.nv.gov/News/Press/2020/TODAY_at_5_30pm__Governor_Sisolak_to_Make_Announcement_Regarding_COVID-19/,3/17/20
USA,NV,1,all,all,3/15/20,school_closure,NA,NA,N,The Governor closed all public elementary and secondary education schools through April 6.,https://thehill.com/homenews/state-watch/487697-nevada-schools-to-close-through-early-april-due-to-coronavirus,3/17/20
USA,NV,1,all,all,3/13/20,emergency_declaration,NA,NA,NA,Gov. Ricketts issued an emergency declaration for COVID-19,https://governor.nebraska.gov/press/gov-ricketts-issues-emergency-declaration-covid-19,3/17/20
USA,NV,1,all,all,3/16/20,no_gathering,NA,50,N,The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis).,https://www.nga.org/coronavirus/#states,3/17/20
USA,NY,0.4403223,New York,New York City,3/13/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,NY,1,all,all,3/7/20,emergency_declaration,NA,NA,NA,state of emergency,https://www.nga.org/coronavirus/#states,3/14/20
USA,NY,1,all,all,3/11/20,paid_sick_leave,NA,NA,N,paid sick leave,https://www.nga.org/coronavirus/#states,3/14/20
USA,NY,1,all,all,3/12/20,no_gathering,NA,500,N,cancel large gatherings of over 500 people,https://www.nga.org/coronavirus/#states,3/14/20
USA,NY,1,all,all,3/2/20,testing_regime,NA,NA,N,waive testing costs by insureres,https://www.nga.org/coronavirus/#states,3/14/20
USA,NY,1,all,all,3/3/20,paid_sick_leave,NA,NA,N,paid sick leave,https://www.nga.org/coronavirus/#states,3/14/20
USA,NY,1,all,all,2/1/20,social_distance,NA,NA,Y,self-quarantining when sick,http://www.p12.nysed.gov/sss/schoolhealth/schoolhealthservices/coronavirus/covid-19-p-12-school-guidance.pdf,3/14/20
USA,NY,1,all,all,2/28/20,travel_ban_local,NA,NA,Y,suspend school sponsored travel,http://www.p12.nysed.gov/sss/schoolhealth/schoolhealthservices/coronavirus/covid-19-p-12-school-guidance.pdf,3/14/20
USA,NY,1,all,all,3/16/20,social_distance,NA,NA,N,Directs all nonessential state workers to work from home;,https://www.nga.org/coronavirus/#states,3/17/20
USA,NY,1,all,all,3/16/20,event_cancel,NA,NA,N,delayed village elections until APril 28,https://www.nga.org/coronavirus/#states,3/17/20
USA,NY,1,all,all,3/11/20,testing_regime,NA,NA,N,"New York will contract with 28 private labs to increase COVID-19 testing capacity. Additionally, he announced that the state will provide two weeks paid leave for workers who are quarantined as well as $200,000 to local food banks in New Rochelle for families who rely on free school lunches.",https://www.governor.ny.gov/news/during-coronavirus-briefing-governor-cuomo-announces-department-financial-services-will-require,3/14/20
USA,NY,0.4403223,New York,New York,3/5/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.0041088,Westchester,New Rochelle,3/3/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00353237,Skagit,Mount Vernon,3/5/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00300425,Surry,White Plains,3/5/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00167373,Pierce,Spring Valley,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.0014082,Nassau,Glen Cove,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00134467,Hale,Plainview,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00124025,Westchester,Peekskill,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00103387,Westchester,Eastchester,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00099416,Westchester,Mamaroneck,3/3/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.0009185,Westchester,Scarsdale,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00056501,Rockland,Suffern,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00049088,Westchester,Rye Brook,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00037422,Atlantic,Pleasantville,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00031398,Nassau,Oyster Bay,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00016327,Nassau,Locust Valley,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.00012119,Westchester,Shrub Oak,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,2.31E-05,Suffolk,Shoreham,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NY,0.44,New York,New York City,3/17/20,restaurant_limited,NA,NA,N,mandatory shut down of restaurants and bars,https://www.washingtonpost.com/health/states-begin-imposing-harsher-measures-to-contain-coronavirus-as-us-cases-rise-sharply/2020/03/15/267577a6-65b3-11ea-acca-80c22bbee96f_story.html,3/16/20
USA,NY,1,all,all,3/16/20,no_gathering,NA,50,N,These uniform standards will limit crowd capacity for social and recreational gatherings to 50 people effective 8PM tonight.,https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Northeast-Governors-From-Connecticut-New-York-New-Jersey-Announce-Collective-Measures,3/17/20
USA,NY,1,all,all,3/16/20,business_closure,NA,NA,N,"Bars that do not serve food will be required to temporarily close. These measures will take effect at 8PM tonight. Temporarily close movie theaters, gyms and fitness centers, and similar public workout facilities and studios.",https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Northeast-Governors-From-Connecticut-New-York-New-Jersey-Announce-Collective-Measures,3/17/20
USA,OH,0.07,Franklin,Columbus,3/13/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,OH,0.03,Hamilton,Cincinnati,3/13/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,OH,0.02,Lucas,Toledo,3/15/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,OH,0.02544814,Appanoose,Cincinnati,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OH,0.01687582,Erie,Akron,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OH,0.00295301,Franklin,Gahanna,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OH,0.00160449,Summit,Twinsburg,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OH,0.00089703,Edgar,Vermilion,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OH,0.00034739,Cuyahoga,Chagrin Falls,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OH,0.00025392,Fauquier,The Plains,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OH,1,all,all,2/27/20,travel_ban_local,NA,NA,Y,"asking our college and university leaders to prohibit college travel to nations where the CDC has recommended no travel, such as China and South Korea.",https://www.nga.org/coronavirus/#states,3/17/20
USA,OH,1,all,all,3/12/20,school_closure,NA,NA,N,all schools closed for 3 weeks,https://www.nga.org/coronavirus/#states,3/17/20
USA,OH,1,all,all,3/15/20,business_closure,NA,NA,N,"ordered all Ohio bars and restaurants to close, with only take-out and delivery options available.",https://www.nga.org/coronavirus/#states,3/17/20
USA,OH,1,all,all,3/15/20,no_gathering,NA,NA,Y,"Generally, Governor DeWine recommends that organizers of any events involving a large gathering of individuals in close proximity be canceled or postponed, such as parades.",https://www.nga.org/coronavirus/#states,3/17/20
USA,OK,0.15909469,Oklahoma,Oklahoma City,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OR,0.14655149,San Patricio,Portland,3/4/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OR,0.00888426,Clackamas,Lake Oswego,3/2/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,OR,1,all,all,3/5/20,testing_regime,NA,NA,N,"waive cost-sharing for patients who testing for COVID-19. The agreement means that people with insurance and group health plans won’t face co-payments, co-insurance, or deductibles for COVID-19 testing at in-network healthcare providers or emergency rooms. It will also cover immunization for covered people, when that becomes available.",https://katu.com/news/local/oregon-insurance-companies-reach-agreement-to-cover-coronavirus-testing,3/17/20
USA,OR,1,all,all,3/8/20,emergency_declaration,NA,NA,NA,state of emergency,https://www.nga.org/coronavirus/#states,3/17/20
USA,OR,1,all,all,3/12/20,school_closure,NA,NA,N,statewide closure of K-12 schools,https://www.nga.org/coronavirus/#states,3/17/20
USA,OR,1,all,all,3/10/20,social_distance,NA,NA,N,"restrict vistitation to nursing, assisted living and residential care facilities, including those providing memory care",https://www.oregon.gov/oha/ERD/Pages/New-guidance-long-term-care-facilities-limit-exposure-COVID-19.aspx,3/17/20
USA,OR,1,all,all,3/15/20,emergency_declaration,NA,NA,NA,state of emergency,https://www.nga.org/coronavirus/#states,3/17/20
USA,PA,1,all,all,3/14/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,PA,0.12242976,Loudon,Philadelphia,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00269529,Montgomery,Norristown,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00220313,Delaware,Drexel Hill,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00156339,Montgomery,King of Prussia,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.0015364,Chester,West Chester,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00130592,Chester,Phoenixville,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00113588,Montgomery,Horsham,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00102903,Giles,Ardmore,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00082997,Delaware,Lansdowne,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00064793,Columbia,Doylestown,3/6/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00047875,Chester,Kennett Square,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00043991,Montgomery,Fort Washington,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00041698,Delaware,Media,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00031839,Bucks,Chalfont,3/6/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,0.00011981,Bucks,Langhorne,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,PA,1,all,all,3/5/20,travel_ban_international_inbound,"China, Italy, Iran, South Korea",NA,N,"Anyone who has arrived from China or Iran, and anyone who has returned from Italy or South Korea, within the last 14 days, are required to contact the public health department and practice social distancing for 14 days post travel.",https://www.media.pa.gov/Pages/Health-Details.aspx?newsid=726,3/17/20
